rank,user_id,trajectory_type,P_churn,predicted_loss,risk_score,churned,reorder_rate,gap_trend,avg_days_between_orders
122,172932,C,0.91838115,87.18950134008793,80.07319490423278,1,0.3703703703703703,2.666666666666667,9.666666666666666
123,136394,C,0.56901693,140.72112411757206,80.07270251577401,0,0.6628131021194605,3.6666666666666665,4.393939393939394
124,108689,C,0.70364285,113.7017117842954,80.00539597875994,0,0.55,2.333333333333334,6.384615384615385
125,118958,C,0.85708743,93.30995227342454,79.97478749893614,1,0.514018691588785,0.666666666666667,10.666666666666666
126,191134,C,0.9253483,86.42044269875132,79.96900816890049,1,0.4933333333333333,-0.6666666666666665,7.833333333333333
127,136850,D,0.69344485,115.21066163097589,79.89223974965418,1,0.6589595375722543,7.666666666666666,5.95
128,182190,C,0.6760665,118.16681868207908,79.88862962942979,1,0.4481707317073171,2.0,6.181818181818182
129,95200,D,0.7020329,113.77260908467824,79.87211739251468,0,0.711864406779661,8.0,5.833333333333333
130,67777,C,0.8764958,91.02857973970579,79.78616587022259,0,0.3636363636363636,0.0,6.25
131,766,C,0.65697163,121.36708380653494,79.73473129353631,0,0.3284671532846715,5.333333333333334,5.428571428571429
132,44935,D,0.6875522,115.89923562639089,79.6867760174496,1,0.7173051519154557,9.333333333333334,6.836734693877551
133,39595,D,0.7978332,99.86468779522542,79.67536385702886,1,0.5804195804195804,10.666666666666666,6.8
134,150535,C,0.6820545,116.76812556411338,79.64222779244994,0,0.4592592592592592,16.333333333333332,4.757575757575758
135,124853,D,0.7598741,104.76808295785528,79.61055331767744,0,0.5803571428571429,6.000000000000001,5.7
136,100400,C,0.53307027,149.10426596550087,79.48305075676258,0,0.5491329479768786,0.3333333333333339,4.727272727272728
137,197541,C,0.90263075,88.03802649683162,79.46582956530098,1,0.4787535410764872,7.333333333333333,9.583333333333334
138,68798,C,0.9493955,83.66812822826978,79.43414257354699,1,0.3970588235294117,3.0000000000000004,9.6
139,175373,C,0.91727287,86.56459273824153,79.40335205541427,1,0.3333333333333333,2.6666666666666665,8.666666666666666
140,195601,C,0.6671757,119.00544107654885,79.39753966806109,1,0.5079365079365079,6.333333333333333,5.8
141,116875,D,0.5638059,140.77402635546855,79.36922355179954,0,0.75177304964539,13.333333333333334,5.313432835820896
142,28827,C,0.551088,143.98550045752103,79.3486779487796,0,0.6727272727272727,4.333333333333333,5.552631578947368
143,196407,C,0.85661703,92.6162324816398,79.3366423206643,1,0.3676470588235294,1.666666666666667,10.0
144,178662,C,0.91439015,86.71302876875953,79.2895390994708,1,0.2788461538461538,1.3333333333333337,8.333333333333334
145,1300,C,0.89357644,88.72993782304121,79.2869822448571,1,0.3974358974358974,-0.333333333333333,9.5
146,32192,C,0.88524,89.55817979677425,79.28048472828026,1,0.4782608695652174,1.666666666666666,10.666666666666666
147,180595,D,0.5410449,146.36246701797313,79.18866499675245,0,0.6923076923076923,7.333333333333334,4.209302325581396
148,13998,C,0.6982556,113.40228959664258,79.18378359868554,0,0.59375,3.333333333333334,5.923076923076923
149,69296,C,0.603205,131.2622693032417,79.17806046235596,0,0.6835443037974683,2.666666666666667,5.045454545454546
150,159865,D,0.5680283,139.38384151940966,79.17396253124429,0,0.7511848341232228,14.666666666666666,5.53125
151,140615,C,0.6882061,115.0417897031461,79.17245873917643,0,0.7070063694267515,3.0,7.272727272727272
152,178252,D,0.5828633,135.76265231049373,79.13106363742705,0,0.7202797202797203,5.666666666666666,4.5285714285714285
153,66380,C,0.940628,84.12392241021773,79.12931622877197,1,0.4776119402985074,1.333333333333333,9.2
154,84935,C,0.83007306,95.2676683587939,79.07912486076933,1,0.5652173913043478,1.666666666666666,10.5
155,14372,C,0.9366162,84.38115880664293,79.03275882182903,1,0.5531914893617021,2.0,10.0
156,19860,C,0.6809657,115.98847237661984,78.98417379006267,1,0.5271565495207667,3.333333333333333,6.148148148148148
157,127966,C,0.6705891,117.77919629573488,78.98144399346877,1,0.7336244541484717,2.333333333333333,7.4
158,27599,C,0.5628245,140.30653589192704,78.96795418239327,0,0.515625,10.666666666666666,5.0
159,199491,C,0.60088027,131.36633235719222,78.93543662985716,1,0.4947643979057591,10.333333333333334,4.4363636363636365
160,2845,D,0.69084984,114.25472761529858,78.93286036551237,0,0.6037735849056604,10.333333333333332,6.285714285714286
161,86212,C,0.6135136,128.6018061171277,78.89895561062701,0,0.7469135802469136,4.333333333333333,6.095238095238095
162,120096,D,0.5902093,133.66773577720966,78.89194147227398,0,0.6228813559322034,11.333333333333334,5.071428571428571
163,61184,C,0.92943335,84.86542769016263,78.87675840036414,1,0.4166666666666667,0.666666666666667,9.4
164,5229,C,0.74818003,105.3420119973514,78.81478988357127,0,0.4,10.666666666666666,5.666666666666667
165,82907,B,0.77156585,102.0878595946588,78.7675066272729,1,0.7828371278458844,22.666666666666664,6.422222222222223
166,159336,C,0.9801657,80.35582675305886,78.76202678447916,1,0.4210526315789473,0.0,6.2
167,67903,C,0.5542672,142.03410861805472,78.72485161542394,0,0.674937965260546,1.3333333333333337,5.217391304347826
168,183826,C,0.9345487,84.19467277664978,78.68401997084553,1,0.2827586206896552,0.666666666666667,10.0
169,183996,C,0.58688027,134.056713882159,78.6752399915844,0,0.473186119873817,0.333333333333333,3.888888888888889
170,171723,D,0.6732296,116.76581611357757,78.61020077502354,0,0.6736292428198434,10.666666666666666,7.081632653061225
171,189261,C,0.6049959,129.93491548003757,78.61009195774537,0,0.5853658536585366,2.6666666666666665,5.6
172,46877,D,0.59718364,131.62263469854474,78.60288472371465,0,0.6210762331838565,9.333333333333334,5.177777777777778
173,147885,D,0.6101412,128.78946879023692,78.5797633157173,0,0.6944639103013315,13.0,4.472972972972973
174,14295,C,0.7507535,104.63783906432441,78.55722620356129,0,0.2916666666666667,7.333333333333332,6.111111111111111
175,86380,C,0.9380131,83.70458438422023,78.51599473901993,1,0.3714285714285714,8.0,10.0
176,77296,C,0.6377686,123.08300384672833,78.4984782735064,0,0.5217391304347826,-2.333333333333333,6.0
177,136756,D,0.73349357,107.0195225101441,78.49813125249047,0,0.6809815950920245,9.0,6.170731707317073
178,164003,C,0.8377914,93.69589135126972,78.49761042156317,1,0.5142857142857142,-1.0,6.375
179,140020,C,0.56305134,139.41285781499292,78.49659681920498,1,0.5833333333333334,2.6666666666666665,5.6
180,156585,C,0.6901699,113.69211525513876,78.46687250269173,0,0.8,0.0,3.2413793103448274
181,11443,D,0.7977238,98.29743274634214,78.41420450463613,1,0.5686900958466453,6.666666666666666,7.4375
182,76043,C,0.80434775,97.4527766686917,78.38592198821429,1,0.37,2.666666666666667,6.75
183,128980,C,0.94950104,82.54037414045634,78.37217089006205,1,0.5,-0.6666666666666665,8.6
184,158544,C,0.82249,95.28555600021758,78.37141475189652,0,0.5217391304347826,-1.0,10.0
185,94800,C,0.4985734,157.16749966326253,78.35953351822799,1,0.6968576709796673,-0.3333333333333335,3.911764705882353
186,162545,C,0.9435195,83.04848506847277,78.35786287155442,1,0.3061224489795918,3.0,8.833333333333334
187,11745,C,0.5798314,135.02522815684983,78.291869963707,1,0.6717557251908397,1.333333333333333,5.0625
188,130188,C,0.63326955,123.61884485588031,78.28405005760791,0,0.6057692307692307,1.0,6.055555555555555
189,10703,C,0.5764826,135.74933311699718,78.25712769085044,1,0.467032967032967,1.333333333333333,4.55
190,149913,C,0.92868006,84.22346784932299,78.21665536892651,1,0.3818181818181818,1.3333333333333337,9.6
191,149493,C,0.98077595,79.71129736706266,78.17892358737184,1,0.3307086614173228,5.666666666666666,9.5
192,90819,C,0.9094056,85.90580647652325,78.12322054621097,1,0.5882352941176471,-3.0000000000000004,9.333333333333334
193,22507,C,0.7390041,105.69129578837371,78.10629833535802,1,0.4845360824742268,12.0,5.136363636363637
194,124095,C,0.5492954,142.16453179525712,78.0903269714056,0,0.7481481481481481,0.0,3.928571428571429
195,144446,D,0.6536323,119.43657613452106,78.0676019576821,1,0.6324110671936759,11.333333333333334,6.304347826086956
196,166474,C,0.8623601,90.46917672974644,78.01701008464842,1,0.04,-0.333333333333333,6.428571428571429
197,197270,D,0.70890075,109.97804585778478,77.96351915729679,1,0.6971153846153846,10.0,8.210526315789474
198,111788,D,0.537367,145.016124075314,77.92687755559224,1,0.8107302533532041,5.666666666666667,6.381818181818182
199,26094,C,0.9291282,83.86838697009098,77.92448590644405,0,0.4655172413793103,1.3333333333333337,9.8
200,155074,C,0.74479365,104.60850667726953,77.91175187410407,0,0.3333333333333333,12.666666666666666,5.571428571428571
201,18553,C,0.9276906,83.95632539720937,77.88549599645393,1,0.4177215189873418,-0.333333333333333,9.2
202,160944,C,0.766695,101.53170254273554,77.84385097389386,0,0.4673913043478261,6.666666666666666,5.916666666666667
203,82218,C,0.81568205,95.4267004950974,77.83784702486668,0,0.5158730158730159,9.666666666666666,6.764705882352941
204,22295,D,0.7322676,106.264819253935,77.81428609133506,0,0.6590909090909091,8.0,8.421052631578947
205,287,D,0.6866021,113.25591174283569,77.76174861036053,0,0.6111111111111112,11.666666666666666,5.230769230769231
206,28668,C,0.56549877,137.50727847072875,77.76019674269239,0,0.471042471042471,13.0,4.636363636363637
207,163681,C,0.9311491,83.44460821825511,77.69937393667227,1,0.4848484848484848,1.333333333333333,10.2
208,85133,C,0.83482087,93.06621954325281,77.6936220488675,1,0.4630872483221476,0.666666666666667,10.666666666666666
209,31628,C,0.9518746,81.53806151144629,77.61401080810214,1,0.5,2.666666666666666,9.2
210,122389,C,0.6576817,118.0093405422763,77.6125841247221,0,0.5207100591715976,-0.6666666666666665,6.5
211,23914,C,0.56729233,136.76495918839473,77.58571272266131,0,0.5545454545454546,3.6666666666666665,5.714285714285714
212,64954,D,0.71419406,108.60044642153042,77.56179367939858,0,0.6752577319587629,7.0,8.076923076923077
213,149255,C,0.53729135,144.29846817913472,77.53031847948847,0,0.4927536231884058,9.666666666666666,5.318181818181818
214,111021,D,0.71079403,108.93629998808775,77.43127185830144,1,0.6515151515151515,8.333333333333334,8.05
215,114755,C,0.59430987,130.269782451896,77.42061700863981,0,0.5263157894736842,3.0,5.689655172413793
216,160254,C,0.9390792,82.38589319658023,77.36688073919433,0,0.4482758620689655,2.666666666666666,9.166666666666666
217,67090,C,0.7219138,107.16197437846031,77.3617096976933,0,0.6689655172413793,-1.0,5.807692307692308
218,110708,D,0.5237168,147.6931244019018,77.34937158158745,0,0.6608187134502924,7.333333333333333,5.333333333333333
219,124811,D,0.60014856,128.85438341208214,77.33177247619675,0,0.7111111111111111,12.333333333333332,4.870967741935484
220,15410,C,0.56585485,136.65744321854817,77.32827668276711,0,0.4634146341463415,10.666666666666666,4.352941176470588
221,28193,C,0.67925435,113.80066802541337,77.29959913585226,1,0.5533980582524272,0.3333333333333335,6.181818181818182
222,178690,D,0.54965967,140.53040486334623,77.24389587773126,0,0.5688073394495413,9.666666666666668,4.96
223,187620,D,0.72398394,106.6796788051338,77.23437454863998,0,0.7044444444444444,8.666666666666668,8.076923076923077
224,47669,D,0.6088417,126.83158909111567,77.22036250291809,0,0.6719242902208202,8.0,5.25
225,68141,C,0.91726196,84.17230945335528,77.20805738885693,1,0.4,3.333333333333333,9.333333333333334
226,94212,D,0.7440903,103.70787131832567,77.16802301885764,1,0.7293497363796133,11.333333333333334,7.975
227,190296,C,0.9337322,82.61566630439577,77.14090881036948,1,0.4285714285714285,1.6666666666666663,10.2
228,64794,D,0.59326154,130.0211334321372,77.13653784418239,1,0.716,7.0,5.696969696969697
229,161501,C,0.48465496,159.10719917343758,77.11209373106288,1,0.7248520710059172,-1.666666666666667,5.333333333333333
230,160763,C,0.9518132,80.9830329344728,77.08072142191045,1,0.5365853658536586,4.333333333333334,10.0
231,106397,B,0.72030795,106.97281041617505,77.05336537066677,1,0.6375838926174496,19.33333333333333,6.0
232,161598,C,0.48549435,158.66385989264916,77.03040680143305,1,0.562753036437247,3.0,5.428571428571429
233,109060,C,0.70021623,109.98566787291068,77.01375012228296,0,0.603448275862069,1.666666666666667,6.823529411764706
234,78012,D,0.7269166,105.81626552401748,76.91960114398789,1,0.6666666666666666,10.666666666666668,8.119047619047619
235,86236,D,0.57302815,134.21986841448327,76.91176251774563,0,0.717741935483871,7.333333333333333,5.915254237288136
236,17854,D,0.66301095,115.97647065456282,76.89367054961176,1,0.6614173228346457,5.333333333333334,6.976190476190476
237,161734,C,0.9199546,83.47489700817869,76.79311531607516,1,0.4489795918367347,-5.0,7.375
238,52578,B,0.7753123,99.04687565980409,76.79226142100727,0,0.5842696629213483,19.333333333333336,6.466666666666667
239,40774,D,0.6314017,121.58605703828584,76.76964525782223,1,0.6767036450079239,16.0,5.816326530612245
240,6509,C,0.9177489,83.64323542577247,76.76348965231506,1,0.6190476190476191,3.333333333333333,10.166666666666666
241,113992,D,0.71769166,106.94564381309829,76.75399663022358,1,0.6948051948051948,10.666666666666668,6.756756756756757
242,47019,D,0.7642532,100.38048633664273,76.71610781004267,0,0.6118012422360248,11.666666666666664,6.2
243,118725,C,0.9224606,83.14307539593271,76.69621251551251,0,0.3777777777777777,-1.3333333333333337,7.8
244,189680,C,0.52531964,145.965495018876,76.6785406926189,0,0.599502487562189,4.666666666666666,5.161290322580645
245,187527,D,0.743171,103.17579039613543,76.67725291417545,0,0.7377892030848329,11.666666666666666,6.208333333333333
246,92588,C,0.9060319,84.60434548681322,76.65423644846578,1,0.6,-0.3333333333333339,10.666666666666666
247,87610,C,0.90878075,84.31439683466837,76.62330109579486,1,0.3939393939393939,-0.666666666666667,9.666666666666666
248,100390,C,0.91887116,83.37143771038433,76.60761004013156,1,0.375,-2.6666666666666665,8.333333333333334
249,89750,B,0.73849374,103.72882965448503,76.603091415309,1,0.6,26.33333333333333,6.205128205128205
250,54004,C,0.64907575,117.93804641419275,76.55072552131963,0,0.4710144927536231,5.0,5.68
251,129907,C,0.60523975,126.46141461198617,76.53947483222396,0,0.5172413793103449,3.333333333333333,6.038461538461538
252,44913,D,0.71152896,107.56616144906751,76.53643865252776,0,0.6660039761431411,11.0,6.035087719298246
253,203492,C,0.56217,136.136043592981,76.53160353193593,0,0.6018099547511312,0.0,5.625
254,52322,C,0.63763803,120.00388556858474,76.51904147867177,1,0.6233183856502242,2.666666666666666,8.0
255,133719,C,0.56596076,135.189232856268,76.51180163154288,0,0.696360153256705,3.0,5.181818181818182
256,29796,C,0.94994694,80.54298397103885,76.51156115734534,1,0.5294117647058824,0.0,8.8
257,26850,C,0.6566455,116.5088219609781,76.5049909500798,0,0.5125,7.0,5.193548387096774
258,191273,C,0.71211934,107.40732633202026,76.48683443502499,1,0.6486486486486487,3.333333333333333,8.23076923076923
259,195155,C,0.91254705,83.8085075326796,76.47920647363765,0,0.5818181818181818,0.333333333333333,8.875
260,70648,C,0.75437367,101.3577196362735,76.4615949067695,1,0.625,2.333333333333333,6.166666666666667
261,97567,D,0.7448091,102.60375114807,76.42020663513718,0,0.7111111111111111,8.333333333333334,8.466666666666667
