user_id,order_count,risk_score,risk_tier
164,11,0.5188,Medium
165,7,0.4741,Medium
166,6,0.394,Medium
167,6,0.4511,Medium
169,7,0.2905,Low
171,7,0.6849,High
172,6,0.5248,Medium
176,7,0.4332,Medium
177,14,0.4904,Medium
178,6,0.5612,Medium
179,6,0.6248,High
180,6,0.4268,Medium
181,10,0.5498,Medium
183,5,0.5083,Medium
184,12,0.2911,Low
185,7,0.5405,Medium
186,7,0.5365,Medium
188,5,0.5075,Medium
189,12,0.6373,High
191,5,0.5126,Medium
192,6,0.4979,Medium
193,6,0.6116,High
194,9,0.616,High
198,6,0.6174,High
200,9,0.7412,High
201,8,0.6699,High
202,13,0.4368,Medium
205,13,0.6272,High
211,5,0.5066,Medium
212,13,0.254,Low
213,6,0.5294,Medium
215,6,0.5128,Medium
217,12,0.2348,Low
218,7,0.4324,Medium
225,11,0.4712,Medium
230,11,0.4418,Medium
237,8,0.5044,Medium
238,7,0.6025,High
239,6,0.4285,Medium
240,6,0.5075,Medium
241,14,0.5005,Medium
244,7,0.3438,Medium
245,6,0.5061,Medium
246,5,0.5088,Medium
247,5,0.5093,Medium
249,10,0.4915,Medium
250,12,0.4206,Medium
251,10,0.4502,Medium
252,5,0.5101,Medium
254,11,0.511,Medium
255,5,0.5052,Medium
261,9,0.5177,Medium
265,7,0.7339,High
266,5,0.5117,Medium
267,10,0.6932,High
268,9,0.6056,High
272,10,0.7436,High
274,14,0.3212,Medium
275,14,0.4169,Medium
276,9,0.718,High
279,14,0.4218,Medium
283,6,0.5077,Medium
285,5,0.5105,Medium
287,14,0.703,High
291,5,0.5123,Medium
292,8,0.5534,Medium
293,9,0.5835,Medium
296,7,0.5017,Medium
297,11,0.4123,Medium
299,9,0.6488,High
302,10,0.5991,Medium
303,8,0.3693,Medium
305,5,0.5085,Medium
311,15,0.3528,Medium
314,6,0.5108,Medium
315,5,0.5063,Medium
317,5,0.5127,Medium
318,7,0.5218,Medium
319,9,0.554,Medium
320,5,0.5104,Medium
322,15,0.4769,Medium
324,12,0.6921,High
325,8,0.5103,Medium
326,6,0.518,Medium
328,13,0.6008,High
329,9,0.7032,High
330,8,0.5503,Medium
331,8,0.6218,High
332,12,0.3841,Medium
333,8,0.5818,Medium
335,6,0.5146,Medium
336,11,0.5551,Medium
337,13,0.5389,Medium
338,5,0.5081,Medium
340,6,0.5479,Medium
341,12,0.3504,Medium
343,5,0.5111,Medium
344,9,0.3792,Medium
346,7,0.5219,Medium
349,8,0.2807,Low
350,15,0.4781,Medium
351,15,0.5844,Medium
352,10,0.5394,Medium
353,12,0.2229,Low
354,5,0.4965,Medium
355,14,0.3103,Medium
357,9,0.5899,Medium
358,8,0.4181,Medium
361,7,0.4089,Medium
362,11,0.1865,Low
363,13,0.3569,Medium
372,13,0.6099,High
375,8,0.5984,Medium
376,9,0.4952,Medium
378,9,0.5353,Medium
380,13,0.7741,High
383,10,0.6073,High
384,10,0.4603,Medium
385,5,0.5064,Medium
387,9,0.4914,Medium
388,10,0.6109,High
389,12,0.4368,Medium
392,6,0.436,Medium
393,11,0.5856,Medium
394,5,0.5056,Medium
400,5,0.5038,Medium
401,5,0.51,Medium
402,5,0.4985,Medium
404,7,0.6477,High
405,5,0.5117,Medium
406,5,0.5106,Medium
411,12,0.4033,Medium
412,5,0.5146,Medium
415,6,0.5074,Medium
417,10,0.5145,Medium
418,8,0.4941,Medium
425,8,0.7741,High
426,14,0.6114,High
427,8,0.4797,Medium
430,9,0.1629,Low
431,10,0.5396,Medium
433,6,0.3847,Medium
434,5,0.5066,Medium
435,14,0.4797,Medium
438,12,0.3771,Medium
439,9,0.6075,High
441,15,0.6102,High
442,13,0.6029,High
443,10,0.4645,Medium
446,9,0.4011,Medium
447,5,0.5044,Medium
453,14,0.8696,High
455,7,0.515,Medium
456,7,0.5892,Medium
457,5,0.5027,Medium
458,14,0.3834,Medium
463,7,0.5314,Medium
467,5,0.5052,Medium
468,7,0.4412,Medium
469,9,0.6557,High
471,7,0.5227,Medium
472,5,0.5073,Medium
473,12,0.4774,Medium
477,5,0.5068,Medium
478,9,0.3788,Medium
480,13,0.5107,Medium
482,9,0.4073,Medium
483,10,0.536,Medium
484,11,0.4363,Medium
485,12,0.3949,Medium
486,13,0.3245,Medium
488,7,0.5084,Medium
489,8,0.8689,High
492,5,0.5018,Medium
493,8,0.2858,Low
497,10,0.53,Medium
498,12,0.5013,Medium
499,7,0.5135,Medium
501,7,0.6859,High
502,8,0.6917,High
504,5,0.508,Medium
506,5,0.507,Medium
507,7,0.5786,Medium
509,12,0.6468,High
510,9,0.5516,Medium
511,6,0.6443,High
512,5,0.5093,Medium
514,6,0.5204,Medium
517,5,0.4987,Medium
518,6,0.4529,Medium
519,11,0.6302,High
521,7,0.4563,Medium
522,10,0.5636,Medium
523,13,0.6036,High
524,6,0.6087,High
526,5,0.5003,Medium
532,5,0.5088,Medium
533,5,0.5096,Medium
534,8,0.2826,Low
537,5,0.5139,Medium
540,6,0.421,Medium
541,6,0.6058,High
543,11,0.5901,Medium
544,5,0.5108,Medium
545,5,0.5076,Medium
546,7,0.547,Medium
547,11,0.5443,Medium
548,7,0.518,Medium
549,11,0.8557,High
550,5,0.5022,Medium
551,10,0.4781,Medium
552,13,0.2689,Low
553,9,0.1875,Low
554,7,0.4048,Medium
555,12,0.3849,Medium
557,5,0.5103,Medium
561,5,0.5053,Medium
563,6,0.3625,Medium
564,9,0.3579,Medium
565,6,0.5665,Medium
566,14,0.3831,Medium
568,11,0.1791,Low
570,7,0.4685,Medium
571,7,0.3347,Medium
574,11,0.5034,Medium
575,5,0.5108,Medium
576,6,0.5221,Medium
577,6,0.5062,Medium
584,9,0.5821,Medium
585,12,0.3935,Medium
586,5,0.5057,Medium
587,13,0.2856,Low
591,8,0.4398,Medium
592,5,0.509,Medium
594,6,0.5225,Medium
595,8,0.5149,Medium
597,8,0.4102,Medium
598,7,0.6708,High
600,8,0.509,Medium
601,9,0.493,Medium
602,8,0.4061,Medium
603,6,0.4356,Medium
605,6,0.3763,Medium
607,11,0.4721,Medium
608,14,0.5621,Medium
613,12,0.4398,Medium
617,11,0.5549,Medium
619,5,0.4942,Medium
620,6,0.4834,Medium
622,5,0.5026,Medium
623,12,0.4977,Medium
624,6,0.5067,Medium
629,7,0.2764,Low
631,7,0.6044,High
632,6,0.391,Medium
634,12,0.2931,Low
642,6,0.6594,High
643,9,0.4743,Medium
647,10,0.5284,Medium
648,5,0.5106,Medium
650,10,0.5285,Medium
651,14,0.6061,High
654,8,0.5284,Medium
660,9,0.5426,Medium
661,9,0.6716,High
662,12,0.4953,Medium
664,7,0.4997,Medium
668,14,0.614,High
670,6,0.3718,Medium
671,9,0.4825,Medium
673,6,0.5643,Medium
674,5,0.51,Medium
675,10,0.4004,Medium
676,12,0.5556,Medium
677,6,0.5152,Medium
679,8,0.6357,High
680,7,0.3661,Medium
681,5,0.5096,Medium
683,6,0.3891,Medium
685,5,0.5031,Medium
692,12,0.5198,Medium
693,5,0.5118,Medium
694,9,0.3629,Medium
697,6,0.5428,Medium
698,5,0.5042,Medium
700,9,0.5135,Medium
701,7,0.5124,Medium
703,10,0.6098,High
704,7,0.3797,Medium
705,7,0.7016,High
706,10,0.3944,Medium
707,13,0.6444,High
708,15,0.3837,Medium
709,6,0.5181,Medium
711,6,0.4723,Medium
712,5,0.5041,Medium
715,14,0.4909,Medium
716,5,0.5147,Medium
717,8,0.4392,Medium
722,9,0.7935,High
723,14,0.624,High
725,10,0.5297,Medium
726,8,0.5786,Medium
730,11,0.3725,Medium
731,10,0.4928,Medium
733,5,0.5016,Medium
734,7,0.6979,High
735,10,0.4141,Medium
738,7,0.5851,Medium
740,5,0.5131,Medium
742,14,0.6932,High
743,6,0.4549,Medium
744,5,0.5092,Medium
745,9,0.2863,Low
746,9,0.5061,Medium
747,7,0.5965,Medium
749,10,0.1714,Low
751,7,0.5116,Medium
752,11,0.7627,High
754,14,0.4949,Medium
755,13,0.1989,Low
757,6,0.6067,High
760,5,0.5033,Medium
761,9,0.5347,Medium
765,6,0.5015,Medium
766,15,0.5998,Medium
769,13,0.3585,Medium
770,5,0.511,Medium
772,10,0.498,Medium
773,9,0.6789,High
774,11,0.5423,Medium
775,9,0.4369,Medium
779,7,0.4258,Medium
781,8,0.4967,Medium
782,5,0.5098,Medium
784,8,0.2923,Low
785,10,0.3268,Medium
789,12,0.5319,Medium
790,5,0.5074,Medium
791,14,0.6234,High
792,9,0.4691,Medium
793,5,0.499,Medium
794,5,0.5113,Medium
795,13,0.6124,High
796,8,0.5481,Medium
798,12,0.5535,Medium
801,6,0.4726,Medium
802,6,0.4727,Medium
803,8,0.5832,Medium
805,5,0.5087,Medium
806,13,0.5333,Medium
811,7,0.3857,Medium
813,5,0.5123,Medium
816,5,0.5053,Medium
817,15,0.3297,Medium
820,5,0.5052,Medium
823,6,0.5482,Medium
825,9,0.5366,Medium
827,7,0.4091,Medium
828,6,0.5454,Medium
830,6,0.5198,Medium
832,5,0.5035,Medium
833,12,0.2659,Low
835,5,0.5077,Medium
836,14,0.4395,Medium
840,10,0.2657,Low
842,12,0.5042,Medium
846,5,0.5117,Medium
850,7,0.4374,Medium
851,6,0.4405,Medium
856,5,0.5127,Medium
859,8,0.5636,Medium
862,7,0.5988,Medium
863,11,0.4683,Medium
867,6,0.4094,Medium
871,8,0.5721,Medium
872,5,0.505,Medium
873,9,0.4854,Medium
874,14,0.4931,Medium
875,5,0.5038,Medium
877,12,0.5421,Medium
878,6,0.5026,Medium
882,5,0.5105,Medium
883,13,0.446,Medium
887,9,0.7428,High
889,6,0.5593,Medium
892,13,0.6243,High
895,6,0.4748,Medium
897,5,0.5047,Medium
899,11,0.4565,Medium
900,8,0.6562,High
901,5,0.5139,Medium
903,7,0.4206,Medium
904,8,0.4522,Medium
905,5,0.5128,Medium
906,5,0.5067,Medium
908,5,0.5068,Medium
910,12,0.5455,Medium
912,7,0.496,Medium
915,10,0.2592,Low
916,7,0.5353,Medium
919,11,0.5903,Medium
920,5,0.499,Medium
921,13,0.4708,Medium
923,13,0.889,High
924,14,0.5082,Medium
926,7,0.493,Medium
928,9,0.5302,Medium
930,5,0.5084,Medium
934,6,0.6768,High
936,7,0.4988,Medium
937,11,0.787,High
938,15,0.609,High
939,7,0.6288,High
940,8,0.3713,Medium
941,10,0.5298,Medium
942,9,0.5915,Medium
945,9,0.498,Medium
948,10,0.3899,Medium
949,9,0.6046,High
953,10,0.2402,Low
954,12,0.436,Medium
955,5,0.5108,Medium
956,12,0.3528,Medium
959,9,0.4231,Medium
965,5,0.5023,Medium
966,15,0.7058,High
967,5,0.513,Medium
969,11,0.5809,Medium
970,7,0.3649,Medium
974,7,0.5693,Medium
976,5,0.5007,Medium
977,14,0.1668,Low
978,14,0.6461,High
979,15,0.774,High
981,7,0.4918,Medium
982,14,0.614,High
983,7,0.5186,Medium
985,10,0.3764,Medium
987,8,0.347,Medium
990,10,0.4295,Medium
991,6,0.4234,Medium
993,13,0.9256,High
994,11,0.4044,Medium
996,5,0.5052,Medium
1000,8,0.5957,Medium
1001,5,0.5053,Medium
1003,9,0.595,Medium
1005,10,0.3925,Medium
1006,5,0.5115,Medium
1007,9,0.5914,Medium
1008,7,0.459,Medium
1011,8,0.2829,Low
1012,9,0.4238,Medium
1014,7,0.5822,Medium
1015,12,0.4068,Medium
1016,6,0.4689,Medium
1017,6,0.5021,Medium
1019,10,0.2726,Low
1023,15,0.5533,Medium
1025,8,0.6146,High
1026,6,0.6171,High
1031,10,0.5156,Medium
1033,5,0.5128,Medium
1034,7,0.2942,Low
1037,7,0.3509,Medium
1038,15,0.5565,Medium
1039,7,0.4012,Medium
1040,9,0.5104,Medium
1042,8,0.436,Medium
1043,9,0.4178,Medium
1047,12,0.5023,Medium
1051,12,0.6542,High
1053,5,0.5083,Medium
1054,6,0.5031,Medium
1060,11,0.4965,Medium
1062,12,0.7179,High
1064,7,0.6478,High
1065,6,0.4773,Medium
1069,7,0.3824,Medium
1070,5,0.5082,Medium
1071,9,0.3632,Medium
1073,6,0.5078,Medium
1076,7,0.6139,High
1077,13,0.577,Medium
1078,9,0.603,High
1079,9,0.6082,High
1080,13,0.4713,Medium
1081,8,0.5512,Medium
1082,8,0.5485,Medium
1086,6,0.5017,Medium
1090,5,0.4983,Medium
1091,6,0.4179,Medium
1092,8,0.4421,Medium
1093,9,0.6943,High
1094,6,0.4559,Medium
1099,9,0.5286,Medium
1100,7,0.4154,Medium
1102,10,0.8195,High
1103,7,0.5399,Medium
1104,8,0.608,High
1105,8,0.4882,Medium
1106,9,0.6036,High
1108,9,0.5361,Medium
1110,5,0.5021,Medium
1111,12,0.4806,Medium
1112,12,0.4652,Medium
1113,5,0.5099,Medium
1115,12,0.8043,High
1116,15,0.6534,High
1117,5,0.5098,Medium
1118,10,0.8172,High
1119,5,0.5056,Medium
1123,8,0.6661,High
1124,10,0.6055,High
1125,5,0.4997,Medium
1126,10,0.6519,High
1127,6,0.5802,Medium
1128,9,0.3566,Medium
1131,8,0.6044,High
1132,13,0.4874,Medium
1133,7,0.5994,Medium
1134,11,0.5091,Medium
1137,15,0.6382,High
1140,12,0.3244,Medium
1151,6,0.514,Medium
1153,6,0.5492,Medium
1158,10,0.3954,Medium
1159,5,0.5114,Medium
1160,5,0.5073,Medium
1161,9,0.3707,Medium
1163,11,0.4822,Medium
1166,10,0.6547,High
1167,6,0.4088,Medium
1169,14,0.4703,Medium
1175,5,0.5029,Medium
1176,12,0.604,High
1178,11,0.4926,Medium
1179,10,0.8235,High
1180,12,0.4644,Medium
1181,11,0.4149,Medium
1184,9,0.4764,Medium
1185,11,0.4335,Medium
1188,11,0.3407,Medium
1189,8,0.21,Low
1195,5,0.5083,Medium
1198,6,0.3348,Medium
1200,5,0.5083,Medium
1201,6,0.4866,Medium
1204,11,0.281,Low
1205,7,0.5356,Medium
1207,6,0.5707,Medium
1208,6,0.5064,Medium
1209,9,0.7688,High
1212,14,0.29,Low
1214,8,0.4579,Medium
1215,15,0.3641,Medium
1217,9,0.5042,Medium
1222,5,0.5081,Medium
1224,13,0.6017,High
1226,6,0.5192,Medium
1227,5,0.5086,Medium
1233,9,0.8333,High
1235,8,0.6354,High
1241,13,0.3252,Medium
1243,11,0.5928,Medium
1244,10,0.5693,Medium
1245,5,0.5037,Medium
1247,8,0.5956,Medium
1252,14,0.6754,High
1253,8,0.4051,Medium
1255,7,0.51,Medium
1256,5,0.5074,Medium
1258,11,0.4991,Medium
1259,15,0.4986,Medium
1260,12,0.4306,Medium
1261,9,0.115,Low
1265,6,0.5996,Medium
1266,13,0.4557,Medium
1268,6,0.5448,Medium
1269,6,0.5358,Medium
1270,13,0.4736,Medium
1273,8,0.6034,High
1274,11,0.6184,High
1275,6,0.6187,High
1276,9,0.6147,High
1277,7,0.5953,Medium
1278,5,0.508,Medium
1279,8,0.5446,Medium
1283,12,0.4643,Medium
1284,11,0.354,Medium
1286,7,0.3876,Medium
1287,8,0.2788,Low
1288,8,0.5181,Medium
1290,10,0.4052,Medium
1295,6,0.336,Medium
1296,15,0.4048,Medium
1297,7,0.5536,Medium
1298,9,0.5042,Medium
1299,9,0.5312,Medium
1300,7,0.4989,Medium
1301,13,0.613,High
1303,7,0.5968,Medium
1304,5,0.5098,Medium
1305,6,0.6027,High
1306,7,0.5247,Medium
1309,15,0.7553,High
1312,6,0.4957,Medium
1313,12,0.4859,Medium
1315,10,0.437,Medium
1316,8,0.375,Medium
1317,9,0.4052,Medium
1319,7,0.7281,High
1323,7,0.6059,High
1324,5,0.5081,Medium
1325,9,0.6467,High
1326,8,0.6,Medium
1328,9,0.5774,Medium
1330,7,0.3968,Medium
1331,12,0.6064,High
1332,12,0.677,High
1334,15,0.3801,Medium
1335,11,0.7247,High
1336,7,0.631,High
1337,6,0.496,Medium
1339,7,0.4671,Medium
1340,14,0.4847,Medium
1341,5,0.5114,Medium
1342,7,0.5147,Medium
1343,8,0.4986,Medium
1345,15,0.5528,Medium
1346,13,0.5836,Medium
1347,12,0.2651,Low
1348,11,0.6174,High
1350,13,0.4357,Medium
1351,8,0.591,Medium
1353,8,0.5361,Medium
1354,7,0.4303,Medium
1355,10,0.6361,High
1356,14,0.4924,Medium
1357,8,0.5006,Medium
1358,7,0.639,High
1361,12,0.3602,Medium
1362,5,0.5095,Medium
1363,15,0.6808,High
1364,6,0.5125,Medium
1366,7,0.3827,Medium
1367,5,0.5039,Medium
1370,6,0.4305,Medium
1371,6,0.5096,Medium
1376,5,0.5114,Medium
1377,13,0.2015,Low
1379,10,0.4068,Medium
1380,7,0.3052,Medium
1385,6,0.6612,High
1386,13,0.6508,High
1388,14,0.6689,High
1391,11,0.6462,High
1392,7,0.4935,Medium
1393,6,0.5102,Medium
1394,8,0.6279,High
1397,13,0.886,High
1399,6,0.456,Medium
1402,14,0.4259,Medium
1403,8,0.668,High
1407,7,0.3843,Medium
1411,6,0.5939,Medium
1413,8,0.4869,Medium
1414,14,0.6515,High
1417,10,0.5603,Medium
1418,12,0.3544,Medium
1422,6,0.602,High
1423,8,0.551,Medium
1425,5,0.5093,Medium
1429,7,0.3068,Medium
1430,13,0.5138,Medium
1431,8,0.3596,Medium
1433,10,0.3202,Medium
1434,7,0.4692,Medium
1436,12,0.3577,Medium
1437,7,0.4757,Medium
1439,14,0.4671,Medium
1440,10,0.4975,Medium
1441,8,0.5417,Medium
1442,7,0.5838,Medium
1444,13,0.4167,Medium
1446,5,0.5105,Medium
1448,5,0.5139,Medium
1449,7,0.5625,Medium
1450,6,0.5682,Medium
1451,13,0.1679,Low
1452,6,0.4282,Medium
1453,15,0.5673,Medium
1455,6,0.5649,Medium
1456,15,0.4248,Medium
1457,8,0.3326,Medium
1458,7,0.3503,Medium
1459,5,0.5045,Medium
1461,12,0.4185,Medium
1462,5,0.5093,Medium
1463,6,0.5087,Medium
1468,10,0.7746,High
1470,8,0.6521,High
1474,9,0.5813,Medium
1475,9,0.4235,Medium
1478,13,0.7324,High
1481,15,0.5037,Medium
1482,14,0.4836,Medium
1489,15,0.467,Medium
1491,8,0.4912,Medium
1492,9,0.7504,High
1494,14,0.6813,High
1495,6,0.4914,Medium
1497,11,0.5978,Medium
1499,5,0.5058,Medium
1500,5,0.5072,Medium
1501,10,0.6572,High
1503,12,0.6291,High
1505,14,0.4008,Medium
1506,13,0.3444,Medium
1510,11,0.3136,Medium
1511,9,0.5497,Medium
1513,14,0.514,Medium
1518,7,0.437,Medium
1521,12,0.5793,Medium
1522,5,0.5046,Medium
1523,10,0.4838,Medium
1524,5,0.5102,Medium
1525,9,0.6801,High
1529,6,0.3721,Medium
1536,6,0.5008,Medium
1539,8,0.1934,Low
1541,11,0.6723,High
1543,7,0.5494,Medium
1548,13,0.1693,Low
1550,14,0.683,High
1552,8,0.4921,Medium
1555,5,0.5,Medium
1556,13,0.4844,Medium
1557,8,0.6378,High
1561,6,0.6011,High
1562,9,0.5285,Medium
1565,6,0.4587,Medium
1566,13,0.4859,Medium
1570,13,0.2481,Low
1571,15,0.5824,Medium
1573,5,0.5134,Medium
1577,7,0.4947,Medium
1578,8,0.7625,High
1580,10,0.5432,Medium
1582,5,0.5017,Medium
1583,7,0.4933,Medium
1586,7,0.7965,High
1587,9,0.3697,Medium
1588,5,0.5127,Medium
1589,15,0.4458,Medium
1592,14,0.7297,High
1593,10,0.5576,Medium
1594,6,0.5111,Medium
1597,14,0.5509,Medium
1599,12,0.5693,Medium
1600,9,0.4197,Medium
1601,6,0.6354,High
1602,10,0.647,High
1603,11,0.7252,High
1605,8,0.4635,Medium
1607,13,0.3442,Medium
1610,11,0.5443,Medium
1611,13,0.293,Low
1619,7,0.3334,Medium
1620,11,0.5521,Medium
1624,9,0.676,High
1625,11,0.5286,Medium
1627,13,0.209,Low
1628,5,0.5041,Medium
1633,6,0.5031,Medium
1634,9,0.567,Medium
1635,15,0.5227,Medium
1636,12,0.5946,Medium
1637,8,0.205,Low
1638,13,0.4107,Medium
1639,7,0.63,High
1640,13,0.4543,Medium
1641,7,0.4428,Medium
1643,8,0.5379,Medium
1645,8,0.6144,High
1646,12,0.1347,Low
1647,10,0.678,High
1652,6,0.5224,Medium
1653,6,0.4129,Medium
1654,14,0.5667,Medium
1655,7,0.5223,Medium
1656,6,0.5565,Medium
1657,12,0.5635,Medium
1660,6,0.5268,Medium
1661,9,0.3308,Medium
1662,10,0.6163,High
1667,10,0.445,Medium
1669,9,0.334,Medium
1670,15,0.4742,Medium
1671,15,0.6776,High
1674,8,0.4814,Medium
1676,10,0.1129,Low
1678,7,0.5382,Medium
1681,9,0.3604,Medium
1682,10,0.4094,Medium
1687,6,0.5344,Medium
1689,7,0.6194,High
1690,7,0.4225,Medium
1691,6,0.509,Medium
1692,9,0.501,Medium
1698,11,0.4809,Medium
1700,5,0.5103,Medium
1701,9,0.4052,Medium
1702,13,0.5999,Medium
1708,9,0.3566,Medium
1709,5,0.5034,Medium
1711,8,0.534,Medium
1713,6,0.5136,Medium
1714,5,0.5143,Medium
1718,5,0.5091,Medium
1719,15,0.8374,High
1720,5,0.5125,Medium
1724,12,0.4471,Medium
1726,7,0.5734,Medium
1729,11,0.5375,Medium
1733,5,0.5086,Medium
1735,10,0.4878,Medium
1736,6,0.5058,Medium
1744,6,0.4967,Medium
1745,5,0.5051,Medium
1746,10,0.3711,Medium
1747,8,0.4977,Medium
1749,9,0.5864,Medium
1756,6,0.4838,Medium
1757,7,0.3514,Medium
1760,8,0.733,High
1762,5,0.5021,Medium
1763,12,0.5615,Medium
1768,14,0.6697,High
1771,7,0.5202,Medium
1773,9,0.5404,Medium
1774,6,0.5501,Medium
1775,7,0.474,Medium
1777,5,0.5041,Medium
1778,13,0.4416,Medium
1779,14,0.472,Medium
1780,6,0.4984,Medium
1782,9,0.2275,Low
1783,5,0.5108,Medium
1785,6,0.494,Medium
1787,14,0.4159,Medium
1788,10,0.848,High
1790,12,0.4506,Medium
1791,15,0.577,Medium
1792,7,0.6095,High
1796,8,0.4674,Medium
1799,6,0.4751,Medium
1805,7,0.6259,High
1806,8,0.4724,Medium
1807,8,0.4205,Medium
1808,9,0.4592,Medium
1810,8,0.5209,Medium
1811,15,0.5281,Medium
1813,14,0.5964,Medium
1817,10,0.5339,Medium
1818,5,0.5021,Medium
1820,11,0.2395,Low
1821,7,0.4881,Medium
1822,14,0.3366,Medium
1823,6,0.5051,Medium
1824,13,0.5612,Medium
1825,10,0.75,High
1826,6,0.4324,Medium
1829,7,0.4985,Medium
1831,12,0.3859,Medium
1832,14,0.4632,Medium
1834,6,0.5445,Medium
1836,9,0.5659,Medium
1839,6,0.4917,Medium
1841,5,0.5036,Medium
1843,8,0.8193,High
1844,14,0.503,Medium
1845,6,0.4994,Medium
1847,13,0.5731,Medium
1848,7,0.6061,High
1849,8,0.2828,Low
1852,8,0.3676,Medium
1853,8,0.7189,High
1858,5,0.5049,Medium
1861,9,0.4463,Medium
1863,14,0.5712,Medium
1864,7,0.5134,Medium
1865,9,0.5064,Medium
1867,7,0.4815,Medium
1871,10,0.3244,Medium
1873,6,0.4956,Medium
1875,6,0.4138,Medium
1878,6,0.4956,Medium
1879,11,0.6918,High
1880,6,0.5005,Medium
1882,12,0.4997,Medium
1883,7,0.5098,Medium
1885,13,0.6279,High
1887,14,0.2227,Low
1888,14,0.5408,Medium
1891,6,0.5485,Medium
1893,7,0.3901,Medium
1895,7,0.6142,High
1897,5,0.5068,Medium
1898,5,0.5145,Medium
1901,9,0.5394,Medium
1903,6,0.4046,Medium
1904,7,0.5902,Medium
1905,5,0.5038,Medium
1908,9,0.8659,High
1910,8,0.2456,Low
1913,8,0.6421,High
1914,10,0.5326,Medium
1915,11,0.4098,Medium
1917,5,0.5077,Medium
1920,11,0.6749,High
1921,6,0.5019,Medium
1922,6,0.5809,Medium
1925,10,0.4795,Medium
1926,11,0.5048,Medium
1929,15,0.3261,Medium
1931,9,0.5283,Medium
1933,15,0.5074,Medium
1937,10,0.2709,Low
1938,7,0.4094,Medium
1939,10,0.7205,High
1944,8,0.5743,Medium
1945,11,0.4777,Medium
1947,5,0.5036,Medium
1949,9,0.5246,Medium
1952,7,0.5778,Medium
1954,5,0.5132,Medium
1956,8,0.6296,High
1959,5,0.5152,Medium
1962,7,0.6051,High
1963,6,0.4114,Medium
1964,6,0.3567,Medium
1969,7,0.3647,Medium
1972,11,0.4701,Medium
1973,13,0.4685,Medium
1974,9,0.4673,Medium
1976,11,0.6993,High
1977,11,0.2411,Low
1978,14,0.4395,Medium
1981,10,0.5099,Medium
1985,9,0.4796,Medium
1986,7,0.4953,Medium
1988,6,0.3729,Medium
1989,6,0.405,Medium
1991,14,0.0907,Low
1994,5,0.5024,Medium
1996,9,0.5291,Medium
1997,11,0.5738,Medium
1998,10,0.5839,Medium
1999,6,0.5564,Medium
2000,11,0.528,Medium
2002,12,0.6681,High
2003,7,0.5369,Medium
2004,11,0.8736,High
2007,9,0.53,Medium
2008,6,0.412,Medium
2015,9,0.5561,Medium
2016,13,0.4911,Medium
2017,15,0.5177,Medium
2018,8,0.474,Medium
2020,7,0.5871,Medium
2025,5,0.5105,Medium
2026,10,0.2656,Low
2027,5,0.5106,Medium
2028,8,0.5366,Medium
2030,6,0.662,High
2032,14,0.4613,Medium
