user_id,segment,last_hook_department,total_orders,streak_at_last_order,last_basket_size,intervention_deadline_orders
343,Lost,produce,5,0,8,
344,Lost,dairy eggs,9,0,5,
345,Lost,dairy eggs,4,1,2,
346,Lost,beverages,7,1,3,
347,Lost,beverages,3,0,4,
354,Lost,beverages,5,1,1,
356,Lost,dairy eggs,3,1,6,
358,Lost,produce,8,0,4,
360,Lost,beverages,3,1,5,
366,Lost,produce,3,1,13,
367,Lost,snacks,4,0,18,
368,Lost,dairy eggs,4,0,2,
371,Lost,frozen,4,1,7,
375,Lost,produce,8,0,42,
376,Lost,frozen,9,0,13,
377,Lost,produce,4,1,5,
378,Lost,beverages,9,0,3,
383,Lost,produce,10,1,5,
384,Lost,beverages,10,0,5,
385,Lost,produce,5,0,9,
386,Lost,produce,4,0,19,
387,Lost,beverages,9,0,6,
388,Lost,dairy eggs,10,1,1,
394,Lost,produce,5,0,43,
395,Lost,household,4,2,1,
397,Lost,produce,3,0,10,
399,Lost,frozen,4,2,6,
400,Lost,beverages,5,0,18,
401,Lost,produce,5,0,16,
402,Lost,beverages,5,0,2,
404,Lost,produce,7,0,7,
405,Lost,pantry,5,0,10,
406,Lost,produce,5,2,7,
407,Lost,produce,4,1,16,
408,Lost,produce,4,2,9,
412,Lost,produce,5,0,10,
414,Lost,produce,4,1,4,
416,Lost,produce,4,0,16,
418,Lost,produce,8,0,18,
421,Lost,beverages,4,2,4,
424,Lost,dairy eggs,4,0,4,
425,Lost,produce,8,3,14,
428,Lost,produce,3,0,13,
433,Lost,produce,6,0,13,
434,Lost,beverages,5,0,9,
443,Lost,produce,10,1,11,
445,Lost,breakfast,4,0,6,
446,Lost,dairy eggs,9,0,20,
447,Lost,produce,5,0,1,
456,Lost,deli,7,0,6,
457,Lost,produce,5,3,5,
460,Lost,frozen,3,0,16,
461,Lost,dairy eggs,4,1,6,
467,Lost,beverages,5,1,10,
468,Lost,produce,7,0,5,
469,Lost,produce,9,0,5,
472,Lost,produce,5,1,2,
477,Lost,produce,5,3,1,
478,Lost,personal care,9,1,7,
483,Lost,snacks,10,1,1,
488,Lost,dairy eggs,7,0,31,
489,Lost,produce,8,1,12,
490,Lost,frozen,4,0,1,
491,Lost,produce,4,1,8,
492,Lost,beverages,5,0,11,
494,Lost,produce,4,1,28,
497,Lost,dairy eggs,10,1,7,
500,Lost,beverages,3,1,11,
501,Lost,beverages,7,0,16,
502,Lost,dairy eggs,8,1,15,
504,Lost,produce,5,0,10,
505,Lost,alcohol,3,0,5,
506,Lost,produce,5,0,4,
511,Lost,dairy eggs,6,0,12,
512,Lost,produce,5,0,19,
513,Lost,frozen,4,0,4,
514,Lost,dairy eggs,6,0,8,
517,Lost,produce,5,2,3,
518,Lost,produce,6,0,7,
521,Lost,produce,7,2,5,
524,Lost,produce,6,0,14,
526,Lost,snacks,5,1,34,
527,Lost,snacks,4,0,1,
530,Lost,produce,4,1,10,
532,Lost,produce,5,1,15,
533,Lost,snacks,5,2,1,
536,Lost,produce,4,0,13,
537,Lost,beverages,5,1,2,
540,Lost,produce,6,2,7,
541,Lost,dairy eggs,6,2,4,
542,Lost,produce,4,0,5,
544,Lost,produce,5,2,2,
545,Lost,produce,5,0,12,
546,Lost,pantry,7,0,3,
548,Lost,produce,7,2,7,
550,Lost,produce,5,0,33,
554,Lost,produce,7,0,11,
556,Lost,produce,3,0,17,
557,Lost,produce,5,1,10,
561,Lost,beverages,5,0,1,
565,Lost,beverages,6,0,2,
569,Lost,beverages,4,0,4,
570,Lost,produce,7,0,15,
572,Lost,dairy eggs,4,1,7,
575,Lost,produce,5,1,3,
576,Lost,dairy eggs,6,1,10,
578,Lost,beverages,3,0,14,
579,Lost,beverages,3,0,5,
581,Lost,frozen,3,0,13,
586,Lost,beverages,5,1,8,
589,Lost,produce,4,0,20,
590,Lost,babies,4,0,13,
592,Lost,dairy eggs,5,2,6,
594,Lost,snacks,6,2,1,
595,Lost,snacks,8,0,10,
597,Lost,produce,8,0,13,
605,Lost,dairy eggs,6,1,22,
610,Lost,frozen,3,0,9,
614,Lost,dairy eggs,4,0,7,
615,Lost,frozen,4,1,4,
619,Lost,beverages,5,0,1,
620,Lost,household,6,0,2,
621,Lost,produce,4,0,34,
622,Lost,breakfast,5,0,8,
624,Lost,dairy eggs,6,1,7,
625,Lost,snacks,4,0,22,
627,Lost,dairy eggs,3,1,1,
628,Lost,produce,4,1,9,
629,Lost,produce,7,1,5,
632,Lost,produce,6,2,3,
633,Lost,frozen,4,0,3,
639,Lost,frozen,4,2,5,
640,Lost,produce,3,0,8,
642,Lost,dairy eggs,6,1,3,
643,Lost,produce,9,1,9,
644,Lost,dairy eggs,4,0,5,
647,Lost,produce,10,0,12,
648,Lost,produce,5,1,14,
654,Lost,produce,8,2,1,
656,Lost,meat seafood,3,1,10,
659,Lost,produce,3,0,11,
660,Lost,produce,9,0,11,
661,Lost,dairy eggs,9,0,20,
663,Lost,dairy eggs,4,0,9,
664,Lost,produce,7,0,10,
666,Lost,snacks,3,0,2,
670,Lost,produce,6,0,19,
671,Lost,dairy eggs,9,0,32,
673,Lost,produce,6,1,11,
674,Lost,produce,5,2,22,
675,Lost,produce,10,0,7,
677,Lost,snacks,6,0,1,
679,Lost,dairy eggs,8,0,8,
681,Lost,produce,5,0,24,
683,Lost,produce,6,0,28,
685,Lost,dairy eggs,5,0,10,
686,Lost,household,3,1,3,
689,Lost,produce,4,1,15,
693,Lost,dairy eggs,5,0,10,
694,Lost,dairy eggs,9,0,4,
695,Lost,produce,4,0,13,
697,Lost,produce,6,0,2,
698,Lost,produce,5,0,21,
701,Lost,produce,7,1,6,
704,Lost,produce,7,1,19,
706,Lost,produce,10,0,14,
712,Lost,beverages,5,0,4,
716,Lost,dairy eggs,5,0,11,
718,Lost,produce,4,0,7,
722,Lost,produce,9,0,20,
724,Lost,produce,4,0,11,
725,Lost,dairy eggs,10,0,19,
733,Lost,produce,5,1,4,
736,Lost,produce,4,0,35,
738,Lost,produce,7,2,6,
739,Lost,household,3,1,8,
740,Lost,frozen,5,0,12,
743,Lost,produce,6,0,4,
744,Lost,produce,5,1,2,
746,Lost,household,9,1,1,
748,Lost,produce,4,0,11,
750,Lost,produce,4,1,3,
751,Lost,pantry,7,1,4,
753,Lost,produce,4,1,9,
757,Lost,frozen,6,1,5,
759,Lost,produce,4,0,5,
760,Lost,beverages,5,0,3,
761,Lost,produce,9,0,20,
763,Lost,frozen,3,0,4,
764,Lost,snacks,3,0,20,
770,Lost,produce,5,1,2,
771,Lost,produce,3,0,8,
773,Lost,dairy eggs,9,0,9,
775,Lost,produce,9,0,9,
776,Lost,dairy eggs,4,1,1,
779,Lost,produce,7,0,14,
782,Lost,produce,5,0,25,
783,Lost,dry goods pasta,4,0,1,
785,Lost,household,10,0,17,
788,Lost,alcohol,4,1,6,
790,Lost,dry goods pasta,5,0,5,
793,Lost,beverages,5,0,4,
794,Lost,beverages,5,1,10,
796,Lost,dairy eggs,8,2,8,
805,Lost,produce,5,0,17,
808,Lost,dairy eggs,4,1,2,
810,Lost,dairy eggs,3,0,9,
813,Lost,produce,5,1,2,
814,Lost,snacks,4,0,4,
815,Lost,produce,3,0,10,
816,Lost,produce,5,0,36,
819,Lost,produce,4,0,16,
820,Lost,produce,5,0,14,
821,Lost,produce,4,1,13,
822,Lost,produce,4,1,17,
823,Lost,produce,6,0,4,
825,Lost,produce,9,0,4,
826,Lost,dairy eggs,3,0,4,
827,Lost,dairy eggs,7,2,4,
829,Lost,alcohol,4,0,2,
830,Lost,produce,6,1,13,
832,Lost,produce,5,0,13,
835,Lost,beverages,5,0,5,
837,Lost,produce,4,2,14,
840,Lost,produce,10,0,7,
843,Lost,deli,4,1,5,
846,Lost,dairy eggs,5,0,28,
850,Lost,produce,7,0,11,
856,Lost,beverages,5,1,9,
861,Lost,frozen,3,1,1,
865,Lost,beverages,4,0,3,
867,Lost,beverages,6,0,9,
869,Lost,dairy eggs,4,0,11,
871,Lost,household,8,0,1,
872,Lost,produce,5,0,14,
875,Lost,dairy eggs,5,0,4,
876,Lost,beverages,4,2,5,
882,Lost,produce,5,0,2,
884,Lost,frozen,4,1,5,
887,Lost,pets,9,1,5,
889,Lost,produce,6,0,5,
895,Lost,snacks,6,0,4,
897,Lost,produce,5,0,13,
901,Lost,pantry,5,0,5,
902,Lost,produce,3,1,11,
903,Lost,produce,7,0,13,
904,Lost,beverages,8,0,2,
905,Lost,produce,5,1,6,
906,Lost,produce,5,1,10,
908,Lost,produce,5,1,28,
909,Lost,beverages,4,1,1,
915,Lost,dairy eggs,10,0,20,
916,Lost,beverages,7,0,6,
918,Lost,beverages,4,0,9,
920,Lost,produce,5,1,1,
922,Lost,produce,4,2,9,
925,Lost,dairy eggs,4,0,6,
927,Lost,produce,4,1,6,
928,Lost,beverages,9,1,2,
929,Lost,dairy eggs,4,0,8,
930,Lost,dairy eggs,5,1,2,
931,Lost,produce,3,0,23,
934,Lost,beverages,6,0,1,
936,Lost,frozen,7,0,5,
939,Lost,produce,7,2,5,
940,Lost,household,8,0,23,
943,Lost,bakery,4,0,2,
944,Lost,beverages,4,0,8,
945,Lost,produce,9,0,29,
948,Lost,produce,10,1,5,
951,Lost,frozen,4,1,15,
952,Lost,beverages,4,1,3,
953,Lost,frozen,10,2,6,
955,Lost,deli,5,0,15,
959,Lost,beverages,9,0,11,
965,Lost,dairy eggs,5,0,12,
967,Lost,snacks,5,1,7,
970,Lost,produce,7,0,7,
974,Lost,dairy eggs,7,0,25,
976,Lost,produce,5,0,20,
985,Lost,snacks,10,0,5,
987,Lost,produce,8,1,2,
988,Lost,snacks,3,1,1,
989,Lost,breakfast,4,0,5,
996,Lost,dairy eggs,5,1,10,
1000,Lost,produce,8,0,16,
1001,Lost,snacks,5,2,14,
1005,Lost,dairy eggs,10,2,6,
1006,Lost,frozen,5,0,13,
1007,Lost,produce,9,1,3,
1010,Lost,produce,4,2,3,
1011,Lost,produce,8,0,25,
1014,Lost,household,7,0,4,
1016,Lost,dairy eggs,6,1,15,
1017,Lost,dairy eggs,6,1,3,
1019,Lost,dairy eggs,10,0,12,
1020,Lost,snacks,4,0,11,
1025,Lost,produce,8,1,21,
1026,Lost,produce,6,1,1,
1028,Lost,babies,3,2,13,
1030,Lost,household,4,0,7,
1031,Lost,snacks,10,0,2,
1032,Lost,produce,4,0,13,
1033,Lost,produce,5,0,17,
1034,Lost,produce,7,2,6,
1037,Lost,dairy eggs,7,0,35,
1039,Lost,produce,7,1,1,
1042,Lost,produce,8,2,2,
1043,Lost,produce,9,3,6,
1045,Lost,produce,3,0,20,
1046,Lost,dairy eggs,4,1,29,
1048,Lost,dairy eggs,4,0,10,
1053,Lost,pantry,5,0,7,
1057,Lost,dairy eggs,3,0,44,
1061,Lost,produce,4,0,4,
1063,Lost,produce,4,0,3,
1068,Lost,pantry,4,0,4,
1069,Lost,produce,7,1,14,
1070,Lost,frozen,5,2,10,
1074,Lost,produce,3,0,25,
1076,Lost,frozen,7,1,2,
1079,Lost,dairy eggs,9,0,10,
1081,Lost,produce,8,2,3,
1082,Lost,pantry,8,2,1,
1085,Lost,produce,4,0,6,
1087,Lost,snacks,4,0,5,
1090,Lost,beverages,5,0,3,
1091,Lost,produce,6,0,15,
1097,Lost,dairy eggs,3,1,3,
1098,Lost,dairy eggs,3,0,1,
1102,Lost,produce,10,0,3,
1104,Lost,beverages,8,0,17,
1106,Lost,snacks,9,0,4,
1108,Lost,frozen,9,1,11,
1110,Lost,frozen,5,0,8,
1113,Lost,produce,5,0,13,
1114,Lost,meat seafood,4,1,8,
1117,Lost,dairy eggs,5,0,11,
1118,Lost,dairy eggs,10,0,15,
1119,Lost,produce,5,0,11,
1121,Lost,frozen,4,0,10,
1124,Lost,dairy eggs,10,0,19,
1125,Lost,produce,5,1,5,
1126,Lost,produce,10,0,5,
1127,Lost,produce,6,0,20,
1128,Lost,pantry,9,0,11,
1129,Lost,produce,4,1,14,
1131,Lost,dairy eggs,8,1,1,
1135,Lost,snacks,4,0,8,
1143,Lost,produce,4,0,16,
1144,Lost,produce,4,0,16,
1145,Lost,dairy eggs,4,0,12,
1146,Lost,produce,4,1,6,
1148,Lost,produce,4,1,16,
1149,Lost,produce,4,0,3,
1151,Lost,produce,6,1,25,
1152,Lost,personal care,4,0,10,
1153,Lost,beverages,6,1,6,
1154,Lost,snacks,3,0,11,
1159,Lost,produce,5,2,4,
1160,Lost,dairy eggs,5,0,22,
1168,Lost,produce,4,0,8,
1172,Lost,produce,4,0,4,
1174,Lost,produce,3,0,10,
1175,Lost,produce,5,1,14,
1179,Lost,frozen,10,1,4,
1182,Lost,dairy eggs,3,2,7,
1183,Lost,bakery,4,3,4,
1187,Lost,dairy eggs,4,2,10,
1190,Lost,dairy eggs,4,0,12,
1192,Lost,personal care,4,1,2,
1193,Lost,frozen,4,0,14,
1194,Lost,produce,4,1,9,
1195,Lost,pantry,5,0,20,
1200,Lost,produce,5,0,2,
1201,Lost,dairy eggs,6,0,4,
1205,Lost,household,7,1,2,
1207,Lost,produce,6,0,19,
1208,Lost,produce,6,1,21,
1209,Lost,frozen,9,1,11,
1211,Lost,produce,4,0,8,
1214,Lost,produce,8,0,8,
1218,Lost,produce,4,0,6,
1222,Lost,produce,5,0,22,
1223,Lost,produce,3,1,13,
1227,Lost,dairy eggs,5,0,10,
1228,Lost,frozen,4,0,12,
1229,Lost,produce,4,0,16,
1230,Lost,dairy eggs,3,0,10,
1233,Lost,pantry,9,1,2,
1239,Lost,dairy eggs,4,0,61,
1245,Lost,produce,5,0,10,
1248,Lost,dairy eggs,4,0,13,
1255,Lost,babies,7,1,9,
1256,Lost,beverages,5,0,14,
1257,Lost,frozen,4,0,4,
1261,Lost,produce,9,0,43,
1262,Lost,beverages,4,0,1,
1265,Lost,dairy eggs,6,1,4,
1278,Lost,produce,5,0,24,
1279,Lost,produce,8,1,13,
1282,Lost,snacks,4,2,1,
1286,Lost,dairy eggs,7,1,39,
1287,Lost,dairy eggs,8,1,5,
1288,Lost,beverages,8,0,21,
1289,Lost,produce,4,1,19,
1294,Lost,produce,4,0,14,
1295,Lost,produce,6,1,6,
1298,Lost,produce,9,0,16,
1300,Lost,produce,7,0,11,
1302,Lost,pantry,4,0,24,
1303,Lost,dairy eggs,7,1,14,
1304,Lost,produce,5,0,14,
1307,Lost,household,4,1,2,
1308,Lost,produce,4,1,4,
1312,Lost,produce,6,0,15,
1315,Lost,produce,10,1,7,
1316,Lost,beverages,8,0,8,
1317,Lost,snacks,9,0,10,
1318,Lost,produce,4,0,23,
1319,Lost,frozen,7,0,9,
1322,Lost,household,4,0,3,
1324,Lost,produce,5,0,24,
1328,Lost,produce,9,0,20,
1329,Lost,pantry,3,0,6,
1330,Lost,babies,7,0,11,
1333,Lost,produce,4,1,9,
1336,Lost,dairy eggs,7,0,10,
1337,Lost,produce,6,0,2,
1339,Lost,produce,7,2,12,
1341,Lost,meat seafood,5,0,2,
1342,Lost,snacks,7,1,3,
1351,Lost,produce,8,0,14,
1353,Lost,produce,8,1,15,
1357,Lost,snacks,8,0,7,
1358,Lost,produce,7,0,21,
1362,Lost,produce,5,1,8,
1367,Lost,beverages,5,1,1,
1369,Lost,produce,4,2,6,
1371,Lost,produce,6,0,2,
1374,Lost,dairy eggs,4,0,13,
1376,Lost,produce,5,0,21,
1379,Lost,beverages,10,0,1,
1383,Lost,produce,4,0,11,
1384,Lost,produce,4,0,13,
1385,Lost,produce,6,2,3,
1389,Lost,dairy eggs,4,1,3,
1392,Lost,household,7,1,2,
1393,Lost,beverages,6,0,7,
1394,Lost,produce,8,1,3,
1395,Lost,produce,4,0,31,
1407,Lost,international,7,1,2,
1411,Lost,produce,6,1,3,
1416,Lost,frozen,3,2,8,
1419,Lost,produce,3,1,1,
1421,Lost,snacks,4,0,8,
1422,Lost,produce,6,0,9,
1425,Lost,produce,5,0,11,
1429,Lost,produce,7,0,25,
1431,Lost,produce,8,1,21,
1433,Lost,produce,10,0,18,
1435,Lost,produce,4,0,6,
1440,Lost,beverages,10,0,11,
1441,Lost,snacks,8,0,32,
1442,Lost,dairy eggs,7,1,11,
1445,Lost,produce,3,0,18,
1446,Lost,produce,5,1,15,
1448,Lost,produce,5,1,3,
1449,Lost,produce,7,0,11,
1457,Lost,produce,8,0,5,
1459,Lost,dairy eggs,5,1,30,
1460,Lost,produce,3,0,11,
1462,Lost,beverages,5,1,2,
1463,Lost,dairy eggs,6,0,13,
1465,Lost,produce,4,3,12,
1467,Lost,household,3,0,6,
1469,Lost,frozen,3,0,8,
1471,Lost,dairy eggs,4,0,18,
1472,Lost,dairy eggs,4,3,4,
1475,Lost,produce,9,1,7,
1485,Lost,dairy eggs,3,1,8,
1488,Lost,frozen,4,1,4,
1491,Lost,beverages,8,1,6,
1495,Lost,snacks,6,1,3,
1499,Lost,produce,5,0,24,
1500,Lost,produce,5,0,22,
1502,Lost,dairy eggs,3,0,19,
1507,Lost,produce,4,1,7,
1508,Lost,produce,4,1,13,
1511,Lost,dairy eggs,9,0,16,
1512,Lost,frozen,4,1,2,
1514,Lost,produce,3,0,13,
1515,Lost,produce,4,1,4,
1516,Lost,alcohol,3,0,7,
1517,Lost,produce,4,0,26,
1518,Lost,dairy eggs,7,1,12,
1522,Lost,produce,5,2,8,
1524,Lost,produce,5,1,10,
1528,Lost,dairy eggs,4,0,24,
1533,Lost,produce,4,1,13,
1534,Lost,pets,4,0,30,
1536,Lost,beverages,6,1,3,
1539,Lost,produce,8,1,9,
1543,Lost,produce,7,1,6,
1552,Lost,frozen,8,0,21,
1554,Lost,beverages,3,0,5,
1555,Lost,produce,5,0,14,
1557,Lost,beverages,8,1,6,
1560,Lost,beverages,3,0,3,
1561,Lost,produce,6,1,1,
1565,Lost,produce,6,2,3,
1567,Lost,produce,4,2,1,
1568,Lost,canned goods,4,2,4,
1569,Lost,produce,3,0,27,
1572,Lost,dairy eggs,4,0,6,
1573,Lost,household,5,0,3,
1576,Lost,produce,3,0,15,
1577,Lost,snacks,7,0,30,
1582,Lost,dairy eggs,5,2,12,
1585,Lost,produce,3,0,4,
1586,Lost,dairy eggs,7,0,12,
1587,Lost,produce,9,0,24,
1588,Lost,personal care,5,0,7,
1590,Lost,beverages,3,1,2,
1591,Lost,produce,4,1,10,
1593,Lost,produce,10,0,19,
1596,Lost,dairy eggs,3,2,8,
1598,Lost,snacks,4,1,3,
1600,Lost,produce,9,0,4,
1602,Lost,produce,10,1,7,
1604,Lost,beverages,4,0,7,
1605,Lost,produce,8,1,1,
1612,Lost,frozen,4,2,2,
1616,Lost,produce,3,2,7,
1618,Lost,produce,4,2,10,
1626,Lost,produce,4,0,11,
1628,Lost,deli,5,0,8,
1630,Lost,produce,4,1,14,
1631,Lost,produce,4,1,15,
1632,Lost,frozen,4,0,15,
1633,Lost,produce,6,0,33,
1645,Lost,produce,8,0,16,
1647,Lost,snacks,10,0,11,
1649,Lost,babies,3,0,10,
1651,Lost,produce,4,0,31,
1656,Lost,produce,6,0,10,
1660,Lost,produce,6,0,10,
1662,Lost,beverages,10,1,1,
1663,Lost,produce,3,2,6,
1664,Lost,pantry,3,1,3,
1667,Lost,produce,10,1,19,
1668,Lost,produce,4,1,5,
1674,Lost,snacks,8,1,17,
1675,Lost,babies,4,0,12,
1676,Lost,produce,10,0,17,
1678,Lost,produce,7,0,18,
1684,Lost,produce,3,0,16,
1686,Lost,deli,4,0,4,
1687,Lost,produce,6,1,14,
1688,Lost,produce,4,3,1,
1690,Lost,beverages,7,0,3,
1692,Lost,snacks,9,1,1,
1693,Lost,snacks,4,1,2,
1694,Lost,frozen,4,0,15,
1696,Lost,produce,4,0,8,
1700,Lost,produce,5,2,1,
1701,Lost,dairy eggs,9,1,2,
1708,Lost,produce,9,0,14,
1709,Lost,produce,5,1,2,
1710,Lost,produce,4,0,6,
1714,Lost,dairy eggs,5,0,9,
1717,Lost,beverages,4,1,7,
1718,Lost,produce,5,0,4,
1720,Lost,produce,5,0,2,
1723,Lost,beverages,4,0,2,
1726,Lost,snacks,7,2,2,
1728,Lost,beverages,4,0,3,
1731,Lost,produce,4,1,6,
1733,Lost,frozen,5,0,3,
1734,Lost,produce,4,1,11,
1736,Lost,produce,6,0,3,
1740,Lost,produce,3,2,7,
1744,Lost,produce,6,0,4,
1745,Lost,produce,5,2,4,
1747,Lost,breakfast,8,0,2,
1749,Lost,snacks,9,2,2,
1757,Lost,dairy eggs,7,1,8,
1761,Lost,dairy eggs,4,0,12,
1762,Lost,produce,5,0,2,
1765,Lost,produce,3,0,11,
1771,Lost,frozen,7,1,13,
1774,Lost,beverages,6,0,2,
1777,Lost,produce,5,0,10,
1780,Lost,frozen,6,0,8,
1782,Lost,pantry,9,0,30,
1783,Lost,produce,5,0,11,
1785,Lost,produce,6,0,12,
1786,Lost,frozen,3,0,7,
1788,Lost,produce,10,1,6,
1792,Lost,produce,7,0,28,
1794,Lost,pantry,4,0,4,
1797,Lost,produce,3,0,20,
1800,Lost,pantry,4,0,11,
1801,Lost,produce,4,1,5,
1804,Lost,produce,4,2,1,
1805,Lost,bakery,7,0,6,
1806,Lost,household,8,1,12,
1808,Lost,household,9,1,1,
1810,Lost,produce,8,0,37,
1816,Lost,produce,4,0,6,
1817,Lost,bakery,10,0,5,
1818,Lost,dairy eggs,5,1,15,
1821,Lost,personal care,7,2,1,
1823,Lost,dairy eggs,6,0,18,
1825,Lost,beverages,10,3,8,
1826,Lost,produce,6,1,9,
1827,Lost,meat seafood,4,0,11,
1829,Lost,produce,7,2,5,
1835,Lost,frozen,4,0,10,
1836,Lost,produce,9,0,10,
1839,Lost,produce,6,3,4,
1841,Lost,produce,5,1,11,
1843,Lost,beverages,8,0,9,
1845,Lost,dairy eggs,6,0,13,
1846,Lost,produce,4,1,24,
1848,Lost,dairy eggs,7,1,6,
1849,Lost,pantry,8,0,2,
1852,Lost,dairy eggs,8,0,16,
1853,Lost,produce,8,0,12,
1854,Lost,dairy eggs,3,1,7,
1855,Lost,beverages,4,0,3,
1856,Lost,dairy eggs,4,0,34,
1857,Lost,produce,4,2,6,
1858,Lost,beverages,5,0,3,
1860,Lost,frozen,4,0,1,
1861,Lost,snacks,9,1,2,
1864,Lost,produce,7,0,6,
1869,Lost,produce,4,2,21,
1870,Lost,produce,4,0,8,
1875,Lost,produce,6,0,34,
1876,Lost,frozen,4,0,6,
1877,Lost,produce,4,0,15,
1880,Lost,pantry,6,0,5,
1881,Lost,personal care,4,0,4,
1891,Lost,produce,6,0,13,
1893,Lost,frozen,7,0,10,
1894,Lost,beverages,4,0,5,
1895,Lost,produce,7,0,9,
1896,Lost,dairy eggs,3,0,5,
1897,Lost,produce,5,0,20,
1898,Lost,produce,5,1,10,
1900,Lost,pantry,4,2,2,
1901,Lost,dairy eggs,9,2,13,
1902,Lost,beverages,4,0,2,
1905,Lost,produce,5,1,9,
1906,Lost,dairy eggs,3,0,6,
1907,Lost,produce,3,2,12,
1913,Lost,alcohol,8,3,15,
1914,Lost,produce,10,1,2,
1917,Lost,snacks,5,2,6,
1919,Lost,produce,4,0,1,
1922,Lost,produce,6,0,7,
1925,Lost,produce,10,0,16,
1931,Lost,frozen,9,0,6,
1932,Lost,canned goods,3,2,4,
1934,Lost,produce,4,0,8,
1939,Lost,dairy eggs,10,1,7,
1940,Lost,produce,4,1,5,
1942,Lost,produce,4,1,6,
1947,Lost,dairy eggs,5,0,12,
