user_id,clv_12m,clv_tier,trajectory_type
214,2078.221914008322,Medium,C
216,2153.392330383481,Medium,C
217,535.9830097087379,At-Risk,C
219,2425.592215705374,Medium,C
220,1391.3194143636836,Low,C
221,2549.206349206349,Medium,C
222,5551.5274949083505,High,C
223,4174.921112169564,High,C
225,1346.2524654832348,Low,C
226,1934.606780244364,Medium,C
227,2803.9359965750673,Medium,C
229,2087.7163868280622,Medium,C
230,1084.507042253521,At-Risk,C
232,4001.482578185211,High,D
233,3650.68381939674,High,C
234,2700.388268156425,Medium,C
235,1806.9343810592918,Low,C
236,2650.679611650485,Medium,C
241,1244.9965924579735,Low,C
242,1517.1862509992006,Low,C
243,2255.5616588849216,Medium,C
248,5406.322832387393,High,C
249,3849.6093749999995,High,C
250,1567.1808466226937,Low,C
251,1389.0857142857144,Low,C
254,3476.1904761904752,High,C
256,1251.767770255976,Low,C
257,4177.710843373494,High,C
258,2432.158377595364,Medium,C
260,2598.1841563786006,Medium,C
262,2484.9853291766,Medium,C
264,2464.698544698545,Medium,C
267,920.8026922597531,At-Risk,A
270,1979.1821561338288,Medium,D
271,1643.5672514619882,Low,D
272,1055.5147058823534,At-Risk,B
273,1297.6849560806634,Low,C
274,646.2146918561996,At-Risk,C
275,1451.640081799591,Low,C
278,11190.209573892194,High,C
279,508.6800847457627,At-Risk,C
280,3447.9219575542093,High,D
281,2474.281762708645,Medium,C
284,1485.8454141473012,Low,C
287,4690.727124183007,High,D
289,4864.379587826426,High,C
290,3685.1734404453596,High,C
294,1705.9347587719299,Low,B
295,5899.0186726789225,High,C
297,578.3913565426171,At-Risk,C
300,2784.850065189048,Medium,C
301,1070.6020752895752,At-Risk,B
302,413.4439359267732,At-Risk,C
304,3888.3896298142836,High,C
306,1640.7908428720084,Low,C
307,3021.5999609050477,Medium,C
309,17830.5900621118,High,C
310,8530.86519114688,High,C
311,2994.7950819672133,Medium,C
313,19434.124245038827,High,C
316,1709.3099415204676,Low,C
321,2584.7915972402216,Medium,C
322,1275.631650612739,Low,C
323,12831.58454938412,High,C
324,795.0495049504949,At-Risk,A
327,4872.700230160725,High,C
328,1318.1942544459644,Low,C
332,2478.3950617283954,Medium,C
334,5286.783804430863,High,C
336,4663.182346109175,High,C
337,806.5848214285712,At-Risk,C
341,1171.428915895062,At-Risk,C
342,783.16631312023,At-Risk,C
348,638.5081408557363,At-Risk,B
350,2641.4473684210525,Medium,C
351,2088.532342509711,Medium,C
352,748.7179487179486,At-Risk,C
353,700.6147134642079,At-Risk,C
355,1213.6846405228757,At-Risk,C
359,977.6785714285711,At-Risk,C
362,1120.3460097265406,At-Risk,C
363,1961.3893557422973,Medium,C
364,1865.9103335155821,Low,C
365,2141.714082503556,Medium,C
369,1376.6924564796905,Low,C
370,2636.343984327501,Medium,C
372,731.3851992409867,At-Risk,A
373,4547.169265593561,High,C
374,1482.4615384615383,Low,C
379,1510.5566693893716,Low,C
380,1602.1327829377365,Low,D
381,1546.5574844415328,Low,C
382,2375.2409531693474,Medium,D
383,979.958778543147,At-Risk,A
384,1105.5288461538462,At-Risk,C
388,987.9699248120302,At-Risk,D
389,1678.4653123272524,Low,C
390,2013.3627751264335,Medium,C
391,3563.9150943396226,High,C
393,888.5126072961372,At-Risk,A
396,1671.9491035280507,Low,D
398,4456.533525887077,High,C
403,1759.2184146251202,Low,B
409,7765.669396038911,High,D
410,4481.270385974451,High,C
411,1447.0838794233293,Low,C
413,2938.147759103642,Medium,C
417,496.3598901098902,At-Risk,C
419,2326.229508196722,Medium,C
420,1639.8289161392402,Low,C
422,3411.437908496732,High,C
423,3218.72905027933,High,C
426,1929.784688995215,Medium,D
429,1873.0682189988001,Low,C
431,3970.8791208791213,High,C
432,4503.1569040118175,High,C
435,1903.2701057139034,Low,C
436,1877.7636054421766,Low,C
437,706.5262251397371,At-Risk,C
438,2760.3125000000005,Medium,C
440,2928.9335664335663,Medium,D
441,1115.2777777777778,At-Risk,D
442,935.4613233923578,At-Risk,A
443,991.4350054356267,At-Risk,C
444,6195.380621142353,High,C
448,3097.101088289393,Medium,C
449,2126.4404609475037,Medium,C
450,1299.8410174880762,Low,C
451,3393.439550140581,High,C
452,3491.304347826087,High,C
453,1539.3644957983195,Low,B
454,4772.01269781105,High,C
458,2104.1109374999996,Medium,C
459,2602.0005635390253,Medium,C
462,5984.473896973897,High,D
464,3074.8159057437406,Medium,D
465,3221.733333333334,High,C
466,2253.1117353308364,Medium,C
470,3277.2166105499437,High,C
473,2877.4009842981013,Medium,C
474,3044.094173982443,Medium,C
475,1872.28417834932,Low,C
476,1113.3638047338281,At-Risk,C
479,1871.6473370115978,Low,D
480,3849.8218334953026,High,C
481,3028.70652173913,Medium,D
483,2039.365079365079,Medium,C
484,947.645102456818,At-Risk,C
485,1921.7094017094016,Medium,C
486,1207.1425789617165,At-Risk,C
487,2786.0546480546477,Medium,C
495,1840.8695652173915,Low,C
496,8903.192843954923,High,C
497,1840.217695450221,Low,C
498,625.6097982310667,At-Risk,C
503,2450.2947230538925,Medium,D
508,2150.892857142857,Medium,C
509,1064.4000688586675,At-Risk,A
515,1847.094430992736,Low,D
516,8368.053086419754,High,C
519,1863.7267904509285,Low,D
520,2033.3762993762987,Medium,C
522,627.34375,At-Risk,A
523,799.4822779769015,At-Risk,A
525,2501.809045226131,Medium,C
528,2890.259530415984,Medium,D
529,3732.1946017142404,High,C
531,2130.321295441333,Medium,C
535,2252.5714285714284,Medium,C
538,1479.6236559139784,Low,C
539,1360.4928763958412,Low,C
543,1492.4710181451612,Low,C
547,3076.628352490421,Medium,C
549,811.2281714533121,At-Risk,B
551,613.7379148157826,At-Risk,C
552,2249.620132953466,Medium,C
555,1141.5196078431372,At-Risk,C
558,2671.7082796391755,Medium,C
559,2052.5574783345637,Medium,D
560,4115.539856458254,High,C
562,7030.557939914165,High,C
566,752.1640826873386,At-Risk,C
567,1628.5197512003492,Low,C
568,1007.6862745098039,At-Risk,C
573,1600.9882108183078,Low,B
574,1131.0600104821804,At-Risk,C
580,977.8549521919537,At-Risk,C
582,1689.1521749839892,Low,C
583,2994.4544527214193,Medium,D
585,877.1598808341608,At-Risk,C
587,997.1026490066225,At-Risk,C
588,1299.270304568528,Low,C
593,1823.8746145940393,Low,C
596,5328.184466191854,High,C
599,4663.207420352198,High,C
604,1710.532544378698,Low,C
606,1712.8839590443686,Low,C
607,1287.001215872665,Low,C
608,1414.3070044709384,Low,C
609,1301.1931054349911,Low,D
611,2120.244876231035,Medium,D
612,3727.6354603322466,High,C
613,3285.0,High,C
616,2028.6034201954396,Medium,C
617,1481.0529845741114,Low,C
618,1741.088171655247,Low,C
623,1385.8424355657758,Low,C
626,10756.09895120839,High,C
630,3962.064223893877,High,C
634,1419.6718247738656,Low,C
635,2129.8207885304664,Medium,D
636,1356.1695772058822,Low,C
637,1466.4373897707233,Low,C
638,1547.9974820992995,Low,C
641,3292.546351874083,High,C
645,3622.078607227644,High,C
646,5209.35365212822,High,C
647,495.67901234567887,At-Risk,C
649,3977.423239012643,High,C
650,1509.8781779661017,Low,C
651,3607.9493087557603,High,C
652,9952.771659543057,High,C
653,1958.3298141891892,Medium,C
655,5757.631578947368,High,C
657,1765.8564814814815,Low,C
658,2778.4916673511893,Medium,C
662,1491.3680300536066,Low,C
665,1062.3631386861314,At-Risk,C
667,7051.715074577005,High,C
668,520.6276058810621,At-Risk,C
669,2105.621984476609,Medium,C
672,2072.1219528911834,Medium,D
675,650.3389525466436,At-Risk,C
676,1254.6874999999998,Low,C
678,2311.098749606985,Medium,C
682,1451.7045454545453,Low,C
684,4727.911164465786,High,C
687,2260.147733937347,Medium,C
688,6726.567917424173,High,C
690,9040.744773519165,High,C
691,1330.8437365475675,Low,C
692,544.7845193123121,At-Risk,C
696,3161.423094477407,Medium,D
699,2938.712339503469,Medium,C
702,1958.5944891201514,Medium,C
703,3413.5627530364372,High,D
706,938.7746265425413,At-Risk,C
707,835.0775833608451,At-Risk,A
708,1103.7800687285226,At-Risk,C
710,1491.1656274179602,Low,C
713,739.792158018868,At-Risk,B
714,1243.4288890653538,Low,C
715,1241.2604042806183,Low,C
719,5137.976948613362,High,C
720,1722.3597031229267,Low,B
721,2264.871794871795,Medium,C
723,1069.238945578231,At-Risk,A
725,1709.184075679937,Low,C
727,1862.2582378223499,Low,C
728,1008.6008235199131,At-Risk,C
729,5899.448992933412,High,C
730,719.5340501792115,At-Risk,C
731,1101.8536350505535,At-Risk,C
732,1974.1343490304705,Medium,C
735,2707.5945378151264,Medium,C
737,2248.8107416879793,Medium,D
741,2636.8911708134274,Medium,C
742,709.2472733774359,At-Risk,B
749,768.6875693673693,At-Risk,C
752,1408.2607643928397,Low,B
754,1079.5544748169266,At-Risk,C
755,1959.8644067796608,Medium,C
756,2129.1666666666665,Medium,C
758,2372.028289828727,Medium,C
762,3690.581771170006,High,C
766,2429.36035343834,Medium,C
767,1663.970588235294,Low,C
768,4088.8771186440677,High,C
769,958.0743618201997,At-Risk,C
772,3628.7790697674413,High,C
774,1942.5258591925258,Medium,C
777,2256.3436211923195,Medium,C
778,4957.960243553009,High,C
780,3280.2287581699343,High,C
785,523.9597780859916,At-Risk,C
786,10651.558823529413,High,C
787,2887.2322692943117,Medium,C
789,1126.658163265306,At-Risk,C
791,5195.335648148148,High,C
795,1123.076923076923,At-Risk,A
797,1102.3791093707312,At-Risk,C
798,2586.0103329506314,Medium,C
799,4438.944099378882,High,C
800,1756.5625,Low,C
804,1643.2733050847455,Low,C
806,1740.048154093098,Low,C
807,2963.675213675213,Medium,D
809,3205.6447858473,High,C
812,4172.4278540154155,High,C
817,1184.113712374582,At-Risk,C
818,6610.257250480397,High,D
824,991.1637931034484,At-Risk,C
831,1365.2796420581656,Low,C
833,753.3371849895457,At-Risk,C
834,2019.1489361702127,Medium,C
836,1532.8928046989722,Low,C
838,1086.0467069892472,At-Risk,B
839,2491.170294005346,Medium,D
840,831.7325800376643,At-Risk,C
841,813.6222910216718,At-Risk,C
842,2697.910052910053,Medium,C
844,1804.3726171598232,Low,D
845,4422.001053942704,High,C
847,3311.0326894502227,High,C
848,5993.71320754717,High,C
849,3873.097713097713,High,C
852,3508.259851067477,High,C
853,3178.2862595419847,High,C
854,8087.211248961792,High,C
855,1410.3359784507863,Low,C
857,4483.747851002865,High,C
858,2673.7397484964463,Medium,D
860,1577.525837491091,Low,C
863,879.2914653784221,At-Risk,C
864,3331.0213414634145,High,C
866,1707.8205280108573,Low,C
868,6431.847133757961,High,C
870,3675.0404447093447,High,C
874,3090.747594374537,Medium,C
877,874.5293577455086,At-Risk,C
879,3053.2185645136565,Medium,C
880,9987.206619198312,High,C
881,1892.126436781609,Low,D
883,954.8815165876777,At-Risk,C
885,2055.3494041170097,Medium,C
886,1900.902923976608,Low,C
888,6012.279125486672,High,C
890,1955.8363970588236,Medium,D
891,1294.5568707309828,Low,C
892,1632.605421686747,Low,C
893,2775.621684350133,Medium,C
894,5973.149501841021,High,C
896,2242.3878168295437,Medium,D
898,3738.142670972859,High,C
899,3710.164835164834,High,C
907,2988.78251663642,Medium,C
910,1899.5698924731184,Low,C
911,3413.142683968372,High,C
913,2061.392617449664,Medium,C
914,2710.358974358974,Medium,C
915,905.2538287010777,At-Risk,C
917,4008.140297202797,High,D
919,1070.6666666666667,At-Risk,C
921,676.9779507133592,At-Risk,C
923,550.838414634146,At-Risk,B
924,901.0828319431148,At-Risk,C
932,2593.4338004990177,Medium,C
933,2202.3219431864964,Medium,C
935,1038.2008075788165,At-Risk,B
937,818.452380952381,At-Risk,B
938,1180.8823529411768,At-Risk,D
941,3225.3288443470087,High,C
946,982.6099706744869,At-Risk,A
947,3331.8480236256246,High,B
948,239.22542204568018,At-Risk,C
950,1859.4871208439342,Low,B
953,1233.6159903089035,Low,C
954,770.5305829228246,At-Risk,C
956,867.9659351457584,At-Risk,C
957,4853.2967032967035,High,C
958,3493.935066081517,High,C
960,2869.732785200411,Medium,D
961,3980.797587636638,High,C
962,1687.0093745340687,Low,C
963,4690.265120132561,High,C
964,13379.303119275264,High,C
966,1003.5463582876849,At-Risk,C
968,4823.266785570451,High,C
969,1743.5024953010566,Low,C
971,2157.0207570207567,Medium,C
972,2621.735074626866,Medium,D
973,2337.8086445798385,Medium,C
975,1793.060373841454,Low,C
977,1713.540906722251,Low,C
978,773.8874784198232,At-Risk,C
979,791.4874551971326,At-Risk,C
980,2602.3503151260506,Medium,C
982,1127.328558949875,At-Risk,D
984,11020.21141457218,High,C
985,1049.8547315993358,At-Risk,C
986,4201.988487702773,High,D
990,1720.7142857142856,Low,C
992,1422.5806451612905,Low,C
993,899.2753623188404,At-Risk,B
994,1541.2893772893772,Low,C
995,2831.968145620023,Medium,C
997,1057.928345768636,At-Risk,C
998,3497.037195687871,High,C
999,3199.5916927109583,High,D
1002,781.2972972972973,At-Risk,C
1004,5314.945780938007,High,D
1005,1263.1911250624241,Low,C
1009,1420.9489538507196,Low,C
1013,2332.184418145957,Medium,C
1015,329.7371957592951,At-Risk,C
1018,7600.428146448112,High,C
1019,636.0128075497134,At-Risk,C
1021,2751.3524794700784,Medium,C
1022,5486.9213396664,High,C
1023,2136.932956588749,Medium,C
1024,51060.32608695652,High,C
1027,4314.189940682155,High,C
1029,2529.251700680272,Medium,B
1031,977.8549521919538,At-Risk,C
1035,1877.7636054421766,Low,C
1036,4368.331967213115,High,C
1038,1713.4995507637018,Low,C
1041,2446.531404847998,Medium,C
1044,1629.0574282147318,Low,C
1047,936.1740558292281,At-Risk,C
1049,1438.441055434519,Low,C
1050,2183.3202614379084,Medium,D
1051,1911.9047619047617,Medium,C
1052,1960.257787325457,Medium,C
1055,3673.5005083022706,High,C
1056,1411.1836623388426,Low,C
1058,3030.8229352347003,Medium,C
1059,4122.241870777027,High,C
1060,588.2783882783881,At-Risk,C
1062,1494.0146224356176,Low,C
1066,5525.383770835414,High,C
1067,1636.5489130434783,Low,C
1072,4071.9808541973493,High,C
1075,11456.892671394802,High,C
1077,900.2950432730136,At-Risk,C
1080,3184.4018506278912,High,C
1083,1975.8687675372328,Medium,C
1084,1737.9007220216606,Low,C
1088,804.6170080935599,At-Risk,C
1089,1304.495510396975,Low,B
1095,2491.201680672269,Medium,C
1096,2397.4262182566913,Medium,C
1101,1429.4891640866874,Low,C
1102,1112.9275409304594,At-Risk,B
1107,3882.39786659934,High,C
1109,3170.015191963187,High,C
1111,1915.1234567901233,Medium,C
1112,856.4641241111832,At-Risk,C
1115,1062.169312169312,At-Risk,B
1116,1654.4367732558137,Low,C
1118,1832.9347826086953,Low,B
1120,8761.813214108295,High,C
1122,2205.1373061834483,Medium,C
1124,1147.1428571428573,At-Risk,D
1126,934.8532621877274,At-Risk,D
1130,5247.839662534507,High,D
1132,1390.8169934640523,Low,C
1134,5377.232142857142,High,C
1136,2154.119072343371,Medium,C
1137,879.8278223439639,At-Risk,A
1138,5615.86758183382,High,C
1139,1868.9920383041954,Low,D
1140,1726.2742338961855,Low,C
1141,2355.885490753911,Medium,C
1142,3164.1298822763956,Medium,C
1147,1957.957736072115,Medium,D
1150,6536.493431245355,High,C
1155,2524.9611801242236,Medium,C
1156,1803.8531341616645,Low,C
1157,2762.614678899083,Medium,C
1158,872.8260869565215,At-Risk,C
1162,2510.2572366108056,Medium,B
1163,954.2999135695766,At-Risk,C
1164,5730.052724077328,High,C
1165,1653.8505372842724,Low,C
1166,1578.104218362283,Low,D
1169,1560.2179935841352,Low,C
1170,1171.8505494505494,At-Risk,C
1171,3251.2605042016808,High,C
1173,4063.3900116349655,High,D
1176,1787.3988226637236,Low,D
1177,3864.88358703084,High,C
1178,1102.8326180257511,At-Risk,C
1179,942.4180327868852,At-Risk,B
1180,681.855746875908,At-Risk,C
1181,478.3015656909461,At-Risk,C
1185,993.2382287457735,At-Risk,C
1186,1420.361990950226,Low,C
1188,1678.5117056856186,Low,C
1191,3238.9915966386548,High,D
1196,1231.5179968701093,Low,C
1197,7061.365240809497,High,C
1199,3158.3106686093565,Medium,C
1202,5095.910652920962,High,C
1203,2947.1530758226036,Medium,C
1204,1676.6726537943418,Low,C
1206,2988.355342136855,Medium,C
1210,1082.4462285657646,At-Risk,B
1212,1262.0248538011695,Low,C
1213,6710.1723820059,High,C
1215,1331.8967741935483,Low,C
1216,2835.3271028037375,Medium,C
1219,3158.308751229105,Medium,C
1220,2142.597087378641,Medium,D
1221,4243.49593495935,High,C
1224,1232.2250639386189,Low,C
1225,1996.2949894142557,Medium,C
1231,1380.7104618782403,Low,D
1232,2583.5285889141455,Medium,B
1234,1058.536165079912,At-Risk,B
1236,2544.5835760046584,Medium,C
1237,2530.1437490924927,Medium,C
1238,2050.552169398167,Medium,C
1240,5652.47961323864,High,C
1241,1211.811652035116,At-Risk,C
1242,5322.357822122418,High,C
1243,792.1262667025379,At-Risk,A
1244,388.1310418904403,At-Risk,C
1246,7358.556149732621,High,C
1249,1273.7564229449963,Low,C
1250,4289.529914529915,High,C
1251,1184.4951923076924,At-Risk,C
1252,1314.0645731977,Low,B
1254,1902.1701904196543,Low,C
1258,888.7987012987008,At-Risk,C
1259,2942.121212121212,Medium,C
1260,1474.7314169570272,Low,C
1263,452.8993963156584,At-Risk,C
1264,3703.4081561629973,High,C
1266,1242.536842105263,Low,C
1267,1953.228590993702,Medium,C
1270,635.2848101265822,At-Risk,C
1271,3877.6659959758554,High,C
1272,1212.4125874125873,At-Risk,C
1274,1101.8867924528302,At-Risk,D
1280,2158.2608695652175,Medium,C
1281,2460.8846618357493,Medium,D
1283,2784.6784363177803,Medium,C
1284,741.6242038216559,At-Risk,C
1285,4702.916858061552,High,C
1290,807.6149425287354,At-Risk,C
1291,4957.945013979496,High,C
1292,1222.983731394946,Low,C
1293,2909.1834242448913,Medium,C
1296,1514.5747599451308,Low,C
1301,938.5714285714286,At-Risk,A
1309,1120.1091665222664,At-Risk,C
1310,11805.90896992281,High,C
1311,5309.090909090909,High,C
1313,1778.2858786310032,Low,C
1314,1712.1535181236675,Low,C
1315,1063.2408575031527,At-Risk,C
1320,1965.083850472814,Medium,C
1321,1491.9125683060108,Low,C
1327,1868.5192307692305,Low,C
1331,1012.6327433628319,At-Risk,A
1332,622.6268796992482,At-Risk,C
1334,1307.7257363592466,Low,C
1335,805.6856187290967,At-Risk,C
1338,922.9885057471264,At-Risk,C
1340,1323.942652329749,Low,C
1344,1976.2440875049272,Medium,C
1345,837.7925371963497,At-Risk,C
1346,1175.1219512195123,At-Risk,C
1347,1168.3862433862428,At-Risk,C
1348,1520.8333333333333,Low,C
1349,2343.3852140077825,Medium,D
1350,1409.1354838709678,Low,C
1352,1803.7790697674416,Low,C
1355,647.2906403940887,At-Risk,C
1356,855.9399261012161,At-Risk,C
1359,4917.0738062666915,High,C
1360,1035.8851224105465,At-Risk,C
1361,708.0966559780119,At-Risk,C
1363,797.078842881452,At-Risk,C
1365,2180.707213578501,Medium,C
1368,2722.3315835520552,Medium,C
1372,1144.1160949868072,At-Risk,C
1373,1608.8741051976347,Low,C
1375,1914.7540983606557,Medium,C
1377,2848.07881773399,Medium,C
1378,6774.505410747791,High,C
1379,337.49999999999983,At-Risk,C
1381,2632.823933355847,Medium,C
1382,2586.19877038449,Medium,D
1386,691.7086022141967,At-Risk,A
1387,2288.5997521685254,Medium,C
1388,1284.964412811388,Low,C
1390,2803.071213425129,Medium,C
1391,1207.8025851938896,At-Risk,D
1396,2508.69916509561,Medium,B
1397,1338.4262796027501,Low,B
1398,1812.0786437618126,Low,C
1400,775.2905417486145,At-Risk,C
1401,1278.1219571567674,Low,C
1402,1562.0198417578815,Low,C
1404,1910.199226880761,Medium,C
1405,3582.9257006874673,High,C
1406,1866.0856935366735,Low,C
1408,2206.5710872162485,Medium,C
1409,1477.7550581145072,Low,B
1410,2580.37678299094,Medium,C
1412,752.0647083865472,At-Risk,C
1414,1905.1821713214122,Low,D
1415,3527.919501133788,High,D
1417,6452.678571428572,High,C
1418,673.9532665712925,At-Risk,C
1420,9205.782836520817,High,C
1424,6068.591984730468,High,C
1426,1600.7550281316687,Low,C
1427,5323.4598214285725,High,C
1428,11722.265772691755,High,C
1430,1305.0812628432652,Low,C
1432,2241.0304575338787,Medium,C
1433,1129.21875,At-Risk,C
1436,940.2300050091835,At-Risk,C
1438,4706.578947368421,High,C
1439,1008.9507772020725,At-Risk,C
1440,936.8333333333336,At-Risk,C
1443,2384.9050826699327,Medium,C
1444,1591.3428943937415,Low,C
1447,1758.6478531855955,Low,C
1451,1205.8398220244717,At-Risk,C
1453,4956.79012345679,High,C
1454,2095.0683810238397,Medium,C
1456,1416.1933119560238,Low,C
1461,780.0286069651739,At-Risk,C
1464,470.5078125,At-Risk,C
1466,1402.3079030269828,Low,C
1468,762.1526054590572,At-Risk,B
1473,2600.6048208757193,Medium,D
1476,3056.9532637154293,Medium,C
1477,1758.3097238895557,Low,C
1478,1022.1890569102123,At-Risk,D
1479,1999.788283569059,Medium,C
1480,3492.790262172284,High,C
1481,10042.098030233623,High,C
1482,1169.2428315412187,At-Risk,C
1483,1896.1904761904761,Low,C
1484,1623.6906969135127,Low,C
1486,1692.9903057419833,Low,B
1487,1513.3097762073028,Low,C
1489,1306.161858974359,Low,C
1490,1402.4696654001716,Low,B
1493,1262.9757785467125,Low,C
1494,2699.7942749662025,Medium,D
1496,2647.570679504477,Medium,C
1497,1119.0583804143125,At-Risk,D
1498,2842.4098921336495,Medium,C
1501,1847.685797408093,Low,D
1503,1161.987220790378,At-Risk,D
1504,2845.1011278094784,Medium,C
1505,919.4450420891268,At-Risk,C
1506,1028.4946977000413,At-Risk,C
1509,1624.3019943019945,Low,C
1510,1735.7694287184768,Low,C
1513,889.6875,At-Risk,C
1519,3127.5638900791496,Medium,C
1520,1857.9199189760243,Low,C
1521,1232.477404306718,Low,C
1523,5881.985892566468,High,C
1526,3921.9476894205955,High,C
1527,5253.9947977346565,High,C
1530,1139.1488302638131,At-Risk,C
1531,4160.913230472406,High,C
1532,3973.4255644203017,High,C
1535,1695.7153081628285,Low,C
1537,6206.79658882784,High,D
1538,3722.699175824176,High,C
1540,5115.074177819276,High,C
1541,1521.230729030572,Low,D
1542,4584.9027237354085,High,C
1544,1990.2470841006755,Medium,C
1545,2739.671584959543,Medium,C
1546,3583.187321937322,High,C
1547,1903.7689969604862,Low,C
1548,2178.914612895195,Medium,C
1549,11341.19411764706,High,C
1550,2687.385583524027,Medium,D
1551,1302.1764396298406,Low,C
1553,2775.044013127866,Medium,C
1556,923.8380119650255,At-Risk,C
1558,1689.884533837602,Low,C
1559,1211.7706237424547,At-Risk,C
1563,10857.565937103647,High,C
1564,2588.467048710602,Medium,C
1566,3865.3726708074537,High,C
1570,1433.9285714285713,Low,C
1571,913.8435582822084,At-Risk,C
1574,2731.8170799925415,Medium,C
1575,2375.812864055228,Medium,C
1579,1394.9038720312183,Low,C
1580,952.8015820698746,At-Risk,C
1581,4536.189243262327,High,C
1584,8646.903905579842,High,D
1589,2474.8818728522338,Medium,C
1592,1612.5040017928031,Low,B
1593,1067.81914893617,At-Risk,C
1595,2187.893841832738,Medium,C
1597,1466.2452914511907,Low,C
1599,1527.0582188580509,Low,C
1602,989.6336047372317,At-Risk,A
1603,1930.2884615384612,Medium,D
1606,1029.696722979849,At-Risk,C
1607,1044.5102335773233,At-Risk,C
1608,2003.7947582133627,Medium,C
1609,1390.2822427092465,Low,C
1610,968.8706563706564,At-Risk,C
1611,505.3982086661825,At-Risk,C
1613,912.1491733948483,At-Risk,C
1614,1157.667103538663,At-Risk,D
1615,4509.75408596357,High,D
1617,5140.1713709677415,High,C
1620,1233.3271650629165,Low,C
1621,3688.171502580658,High,D
1622,2775.7867132867127,Medium,D
1623,1725.2132714989123,Low,C
1625,1069.8515416825278,At-Risk,C
1627,1597.1542227662178,Low,C
1629,2572.636554621848,Medium,C
1635,2481.2769164513347,Medium,C
1636,667.7958247975807,At-Risk,C
1638,846.2529274004683,At-Risk,C
1640,4354.719390887879,High,C
1642,2279.61391345924,Medium,C
1644,2626.635514018691,Medium,C
1646,725.6818928688793,At-Risk,C
1647,1272.3591549295772,Low,D
