user_id,s1_risk_tier,s3_risk_tier,status,reorder_rate,gap_trend,avg_days_between_orders,order_count,revenue_at_risk_90d
69,Medium,Medium,stable_low,0.4,0.0,12.25,5,74.48979591836735
73,Medium,Medium,stable_low,0.3333333333333333,2.333333333333332,22.166666666666668,7,14.113856068743283
74,High,High,stable_high,0.1320754716981132,7.666666666666666,16.0,6,50.37760416666667
76,Medium,Medium,stable_low,0.2571428571428571,3.333333333333332,21.11111111111111,10,15.128289473684212
78,High,High,stable_high,0.1136363636363636,15.666666666666668,14.833333333333334,7,38.6677367576244
79,High,High,stable_high,0.5242718446601942,17.666666666666664,19.857142857142858,8,59.16479316546762
81,High,High,stable_high,0.2666666666666666,13.0,21.0,8,16.294642857142854
83,Medium,Medium,stable_low,0.3809523809523809,-2.0,20.0,7,27.375
84,Medium,Medium,stable_low,0.2894736842105263,0.0,21.625,9,35.63262684649968
85,Medium,Medium,stable_low,0.4666666666666667,-0.6666666666666643,18.666666666666668,7,20.950255102040813
88,Medium,Medium,stable_low,0.5714285714285714,-2.333333333333336,18.285714285714285,8,8.73291015625
92,Medium,Medium,stable_low,0.3,0.0,22.5,5,16.22222222222222
94,Medium,Medium,stable_low,0.1964285714285714,-10.666666666666664,14.625,9,38.82241215574549
95,Medium,Medium,stable_low,0.3580246913580246,0.6666666666666679,21.125,9,77.75147928994083
97,Medium,Medium,stable_low,0.109090909090909,-5.333333333333332,20.4,6,41.00285947712418
100,Medium,Medium,stable_low,0.2592592592592592,0.0,26.0,5,18.95192307692308
102,Medium,Medium,stable_low,0.4210526315789473,-4.333333333333332,25.83333333333333,7,38.35023041474655
104,Medium,Medium,stable_low,0.3793103448275862,-8.333333333333334,17.2,6,25.64195736434108
105,High,High,stable_high,0.3888888888888889,7.666666666666668,21.571428571428573,8,9.517798013245033
108,High,High,stable_high,0.4487179487179487,14.333333333333332,19.857142857142858,8,44.80440647482014
109,Medium,Medium,stable_low,0.3837209302325581,0.6666666666666643,20.166666666666668,7,55.59031877213696
111,Medium,Medium,stable_low,0.2125,2.0,17.714285714285715,8,51.51209677419355
113,Medium,Medium,stable_low,0.7142857142857143,5.0,16.2,6,6.571502057613169
114,Medium,Medium,stable_low,0.4767441860465116,0.0,6.75,5,232.5185185185185
116,Medium,Medium,stable_low,0.2,-5.333333333333334,12.5,7,31.285714285714285
124,Medium,Medium,stable_low,0.4204545454545454,4.333333333333334,15.875,9,56.20297462817148
126,Medium,Medium,stable_low,0.4476190476190476,-8.333333333333332,25.22222222222222,10,37.98733480176212
131,Medium,Medium,stable_low,0.582089552238806,1.6666666666666643,19.33333333333333,10,31.62284482758621
134,Medium,Medium,stable_low,0.4468085106382978,2.9999999999999982,20.6,6,34.698624595469255
135,Medium,Medium,stable_low,0.3947368421052631,0.0,13.25,5,52.33962264150943
137,Medium,Medium,stable_low,0.6527777777777778,0.0,25.4,6,43.11023622047245
139,Medium,Medium,stable_low,0.3529411764705882,0.0,12.5,5,24.82
144,Medium,Medium,stable_low,0.6206896551724138,-1.666666666666666,7.285714285714286,8,45.40134803921569
145,Medium,Medium,stable_low,0.52,5.0,7.0,9,108.6309523809524
148,High,High,stable_high,0.2,8.666666666666668,9.857142857142858,8,127.2871376811594
157,Medium,Medium,stable_low,0.3461538461538461,0.0,5.0,5,189.8
158,Medium,Medium,stable_low,0.1290322580645161,0.0,14.25,5,39.70175438596491
165,Medium,Medium,stable_low,0.4565217391304347,-1.6666666666666643,21.0,7,57.10884353741496
166,Medium,Medium,stable_low,0.1785714285714285,-6.666666666666668,23.2,6,18.354885057471265
167,Medium,Medium,stable_low,0.2222222222222222,-3.333333333333332,17.4,6,62.93103448275862
169,Low,Low,stable_low,0.125,-12.666666666666666,19.83333333333333,7,63.09723889555823
171,High,High,stable_high,0.4142857142857143,10.333333333333336,10.333333333333334,7,88.30645161290322
172,Medium,Medium,stable_low,0.3,1.0,10.6,6,28.69496855345912
176,Medium,Medium,stable_low,0.24,-4.333333333333332,23.0,7,28.33850931677019
178,Medium,Medium,stable_low,0.2459016393442623,3.0000000000000018,13.8,6,67.22524154589371
179,High,High,stable_high,0.2631578947368421,6.666666666666664,19.0,6,30.416666666666664
180,Medium,Medium,stable_low,0.481981981981982,-4.333333333333336,24.2,6,139.51446280991738
181,Medium,Medium,stable_low,0.4583333333333333,2.6666666666666643,20.22222222222222,10,43.31868131868132
183,Medium,Medium,stable_low,0.2621359223300971,0.0,15.25,5,123.26229508196722
185,Medium,Medium,stable_low,0.1463414634146341,1.666666666666668,29.166666666666668,7,18.324489795918367
186,Medium,Medium,stable_low,0.2962962962962963,1.666666666666668,14.0,7,50.280612244897966
188,Medium,Medium,stable_low,0.2916666666666667,0.0,7.75,5,169.54838709677418
191,Medium,Medium,stable_low,0.1,0.0,4.75,5,115.26315789473684
192,Medium,Medium,stable_low,0.66,0.0,29.8,6,25.517337807606264
193,High,High,stable_high,0.1,5.666666666666668,18.4,6,33.061594202898554
194,High,High,stable_high,0.3777777777777777,6.333333333333334,17.5,9,52.142857142857146
198,High,High,stable_high,0.320754716981132,6.333333333333334,14.8,6,54.46227477477478
200,High,High,stable_high,0.4883720930232558,13.666666666666666,21.0,9,83.04232804232804
201,High,High,stable_high,0.3214285714285714,9.333333333333334,9.857142857142858,8,64.80072463768116
211,Medium,Medium,stable_low,0.3289473684210526,0.0,7.25,5,191.3103448275862
213,Medium,Medium,stable_low,0.1234567901234567,1.0,17.0,6,72.46323529411764
215,Medium,Medium,stable_low,0.0888888888888888,0.0,26.2,6,26.12118320610687
218,Medium,Medium,stable_low,0.7142857142857143,-3.666666666666666,14.333333333333334,7,6.366279069767441
237,Medium,Medium,stable_low,0.1884057971014492,-0.3333333333333339,5.571428571428571,8,141.26201923076923
238,High,High,stable_high,0.4478764478764478,5.666666666666668,14.833333333333334,7,227.61235955056176
239,Medium,Medium,stable_low,0.1964285714285714,-4.666666666666668,19.4,6,43.90034364261169
240,Medium,Medium,stable_low,0.2941176470588235,0.0,23.0,6,11.240942028985508
244,Medium,Medium,stable_low,0.0930232558139534,-9.666666666666668,12.666666666666666,7,44.25281954887219
245,Medium,Medium,stable_low,0.3448275862068966,0.0,28.0,6,31.50297619047619
246,Medium,Medium,stable_low,0.2424242424242424,0.0,15.0,5,40.15
247,Medium,Medium,stable_low,0.2258064516129032,0.0,19.75,5,28.645569620253163
249,Medium,Medium,stable_low,0.6818181818181818,-0.333333333333333,7.111111111111111,10,56.46093750000001
251,Medium,Medium,stable_low,0.4805194805194805,-3.0,13.88888888888889,10,50.589
252,Medium,Medium,stable_low,0.1940298507462686,0.0,26.0,5,47.02884615384615
255,Medium,Medium,stable_low,0.3793103448275862,0.0,19.25,5,82.48051948051948
261,Medium,Medium,stable_low,0.127906976744186,0.333333333333333,3.75,9,232.5185185185185
265,High,High,stable_high,0.3214285714285714,12.999999999999998,15.5,7,23.548387096774192
266,Medium,Medium,stable_low,0.1333333333333333,0.0,16.75,5,32.6865671641791
267,High,High,stable_high,0.5427728613569321,11.0,23.666666666666668,10,130.70598591549293
268,High,High,stable_high,0.1044776119402985,5.333333333333336,24.375,9,27.86894586894587
272,High,High,stable_high,0.3972602739726027,13.666666666666666,15.11111111111111,10,44.08180147058824
276,High,High,stable_high,0.4838709677419355,12.333333333333334,13.25,9,47.44234800838574
283,Medium,Medium,stable_low,0.2857142857142857,0.0,20.6,6,31.00728155339805
285,Medium,Medium,stable_low,0.1777777777777777,0.0,21.75,5,37.75862068965517
291,Medium,Medium,stable_low,0.1111111111111111,0.0,12.75,5,25.764705882352946
292,Medium,Medium,stable_low,0.5419847328244275,3.0000000000000018,19.0,8,78.64309210526315
293,Medium,Medium,stable_low,0.5038167938931297,4.666666666666668,20.625,9,64.3973063973064
296,Medium,Medium,stable_low,0.0697674418604651,-0.6666666666666661,6.333333333333333,7,88.50563909774438
299,High,High,stable_high,0.234375,7.999999999999998,19.75,9,32.855133614627285
302,High,Medium,recovering,0.131578947368421,5.0,12.77777777777778,10,54.27391304347826
303,Medium,Medium,stable_low,0.2307692307692307,-8.000000000000002,14.571428571428571,8,10.176164215686276
305,Medium,Medium,stable_low,0.2549019607843137,0.0,30.0,5,31.024999999999995
314,Medium,Medium,stable_low,0.1666666666666666,0.0,25.8,6,7.073643410852713
315,Medium,Medium,stable_low,0.3404255319148936,0.0,14.75,5,58.15254237288136
317,Medium,Medium,stable_low,0.0930232558139534,0.0,14.75,5,53.20338983050848
318,Medium,Medium,stable_low,0.8571428571428571,1.666666666666666,14.166666666666666,7,6.441176470588236
319,Medium,Medium,stable_low,0.296875,2.6666666666666665,3.875,9,167.45519713261646
320,Medium,Medium,stable_low,0.1830985915492957,0.0,15.5,5,167.19354838709677
325,Medium,Medium,stable_low,0.4077669902912621,0.3333333333333321,17.285714285714285,8,67.9661673553719
326,Medium,Medium,stable_low,0.56,1.0,14.4,6,52.80671296296296
329,High,High,stable_high,0.1607142857142857,10.999999999999998,18.375,9,30.8994708994709
330,Medium,Medium,stable_low,0.4390243902439024,2.666666666666668,25.142857142857142,8,18.599964488636363
331,High,High,stable_high,0.1538461538461538,6.333333333333332,27.285714285714285,8,16.303174083769633
333,Medium,Medium,stable_low,0.5714285714285714,4.666666666666668,18.0,8,26.614583333333336
335,Medium,Medium,stable_low,0.0227272727272727,0.0,17.6,6,38.02083333333333
338,Medium,Medium,stable_low,0.2692307692307692,0.0,25.5,5,18.607843137254903
340,Medium,Medium,stable_low,0.3076923076923077,2.333333333333333,10.0,6,98.85416666666669
343,Medium,Medium,stable_low,0.1538461538461538,0.0,25.0,5,18.98
344,Medium,Medium,stable_low,0.52,-7.0,14.25,9,17.787524366471732
346,Medium,Medium,stable_low,0.4102564102564102,1.0,24.33333333333333,7,20.892857142857142
349,Low,Low,stable_low,0.2765957446808511,-12.999999999999998,14.285714285714286,8,37.5265625
352,Medium,Medium,stable_low,0.4102564102564102,2.0,22.0,10,80.88068181818181
354,Medium,Medium,stable_low,0.7142857142857143,0.0,24.0,5,5.322916666666667
357,Medium,Medium,stable_low,0.7034883720930233,5.333333333333334,13.0,9,134.14529914529913
358,Medium,Medium,stable_low,0.3684210526315789,-5.0,24.714285714285715,8,26.306900289017342
361,Medium,Medium,stable_low,0.2777777777777778,-5.666666666666668,15.666666666666666,7,74.88601823708207
375,High,Medium,recovering,0.6012658227848101,5.666666666666666,20.142857142857142,8,89.47030141843973
376,Medium,Medium,stable_low,0.5392156862745098,-0.3333333333333321,20.375,9,50.75664621676892
378,Medium,Medium,stable_low,0.5652173913043478,2.0,23.875,9,9.767306573589297
383,High,High,stable_high,0.4854368932038835,5.999999999999998,19.88888888888889,10,47.256284916201125
384,Medium,Medium,stable_low,0.5384615384615384,-2.333333333333332,19.55555555555556,10,12.132102272727272
385,Medium,Medium,stable_low,0.3333333333333333,0.0,28.75,5,26.660869565217396
387,Medium,Medium,stable_low,0.4615384615384615,-0.6666666666666661,11.5,9,57.30676328502416
388,High,High,stable_high,0.5714285714285714,6.333333333333332,23.22222222222222,10,5.501196172248804
392,Medium,Medium,stable_low,0.8,-3.333333333333334,14.0,6,16.294642857142858
394,Medium,Medium,stable_low,0.3636363636363636,0.0,27.25,5,132.60550458715596
400,Medium,Medium,stable_low,0.4324324324324324,0.0,26.25,5,51.44761904761905
401,Medium,Medium,stable_low,0.1967213114754098,0.0,14.5,5,76.77586206896551
402,Medium,Medium,stable_low,0.6363636363636364,0.0,13.5,5,14.870370370370372
404,High,High,stable_high,0.0566037735849056,7.666666666666667,13.5,7,51.17724867724868
405,Medium,Medium,stable_low,0.1333333333333333,0.0,21.0,5,39.10714285714285
406,Medium,Medium,stable_low,0.1739130434782608,0.0,17.0,5,74.07352941176471
412,Medium,Medium,stable_low,0.0212765957446808,0.0,21.25,5,40.36470588235294
415,Medium,Medium,stable_low,0.52,0.3333333333333321,14.0,6,54.3154761904762
417,Medium,Medium,stable_low,0.25,0.3333333333333321,20.22222222222222,10,39.70879120879122
418,Medium,Medium,stable_low,0.3592814371257485,-0.6666666666666679,23.571428571428573,8,80.81155303030303
425,High,High,stable_high,0.3451327433628318,15.333333333333332,14.714285714285714,8,87.59557038834951
427,Medium,Medium,stable_low,0.4651162790697674,-1.333333333333332,19.714285714285715,8,24.87884963768116
430,Low,Low,stable_low,0.3287671232876712,-19.666666666666664,10.375,9,71.33868808567603
431,Medium,Medium,stable_low,0.8461538461538461,2.666666666666667,8.555555555555555,10,13.865259740259742
433,Medium,Medium,stable_low,0.3111111111111111,-7.000000000000002,19.2,6,35.64453125
434,Medium,Medium,stable_low,0.3255813953488372,0.0,11.25,5,69.75555555555555
439,High,High,stable_high,0.2558139534883721,5.666666666666668,18.0,9,72.66203703703704
443,Medium,Medium,stable_low,0.375886524822695,-2.333333333333333,15.22222222222222,10,84.52281021897811
446,Medium,Medium,stable_low,0.1304347826086956,-6.333333333333332,24.0,9,19.43287037037037
447,Medium,Medium,stable_low,0.4117647058823529,0.0,15.25,5,20.34426229508197
455,Medium,Medium,stable_low,0.2272727272727272,0.3333333333333335,2.833333333333333,7,303.65546218487395
456,Medium,Medium,stable_low,0.2857142857142857,4.666666666666668,18.166666666666668,7,25.114678899082566
457,Medium,Medium,stable_low,0.4776119402985074,0.0,18.5,5,66.0945945945946
463,Medium,Medium,stable_low,0.2705882352941176,1.333333333333332,18.0,7,61.55753968253968
467,Medium,Medium,stable_low,0.3818181818181818,0.0,9.5,5,105.6578947368421
468,Medium,Medium,stable_low,0.6,-3.333333333333332,27.166666666666668,7,11.996056091148116
469,High,High,stable_high,0.4166666666666667,8.666666666666664,23.25,9,26.164874551971327
471,Medium,Medium,stable_low,0.3809523809523809,1.0,10.833333333333334,7,176.8846153846154
472,Medium,Medium,stable_low,0.3,0.0,26.0,5,7.019230769230769
477,Medium,Medium,stable_low,0.3181818181818182,0.0,12.25,5,32.775510204081634
478,Medium,Medium,stable_low,0.0909090909090909,-7.666666666666668,19.0,9,41.0891812865497
482,Medium,Medium,stable_low,0.5603448275862069,-5.333333333333332,18.0,9,65.3395061728395
483,Medium,Medium,stable_low,0.7619047619047619,2.333333333333334,15.0,10,12.775
488,Medium,Medium,stable_low,0.2587412587412587,0.0,24.166666666666668,7,77.13546798029556
489,High,High,stable_high,0.2842105263157894,20.666666666666664,17.142857142857142,8,63.20963541666667
492,Medium,Medium,stable_low,0.5087719298245614,0.0,10.5,5,99.07142857142856
493,Low,Low,stable_low,0.5280898876404494,-12.333333333333332,11.571428571428571,8,87.72955246913581
497,Medium,Medium,stable_low,0.5449101796407185,1.666666666666667,11.88888888888889,10,128.17640186915887
499,Medium,Medium,stable_low,0.2876712328767123,0.3333333333333339,5.0,7,190.32142857142856
501,High,High,stable_high,0.3764705882352941,10.333333333333332,24.83333333333333,7,44.61888782358581
502,High,High,stable_high,0.6,11.0,17.571428571428573,8,113.598831300813
504,Medium,Medium,stable_low,0.275,0.0,25.0,5,29.2
506,Medium,Medium,stable_low,0.3125,0.0,25.5,5,11.450980392156865
507,Medium,Medium,stable_low,0.2481203007518796,4.0,8.833333333333334,7,196.2735849056604
510,Medium,Medium,stable_low,0.1666666666666666,2.333333333333333,4.75,9,115.26315789473684
511,High,High,stable_high,0.1846153846153846,7.666666666666664,22.6,6,43.740781710914455
512,Medium,Medium,stable_low,0.2236842105263158,0.0,20.25,5,68.49382716049382
514,Medium,Medium,stable_low,0.46875,1.0,9.8,6,49.65986394557822
517,Medium,Medium,stable_low,0.6285714285714286,0.0,9.0,5,70.97222222222223
518,Medium,Medium,stable_low,0.375,-3.0,24.4,6,14.959016393442624
521,Medium,Medium,stable_low,0.4666666666666667,-2.666666666666668,23.166666666666668,7,16.88078108941418
522,Medium,Medium,stable_low,0.375,3.333333333333336,24.0,10,24.333333333333336
524,High,High,stable_high,0.4337349397590361,6.0,26.4,6,47.81407828282829
526,Medium,Medium,stable_low,0.5661375661375662,0.0,17.25,5,199.95652173913044
532,Medium,Medium,stable_low,0.2432432432432432,0.0,23.5,5,57.46808510638298
533,Medium,Medium,stable_low,0.2142857142857142,0.0,21.25,5,36.07058823529412
534,Low,Low,stable_low,0.4285714285714285,-12.666666666666666,17.142857142857142,8,9.315104166666668
537,Medium,Medium,stable_low,0.05,0.0,9.75,5,37.43589743589744
540,Medium,Medium,stable_low,0.0377358490566037,-5.333333333333334,14.0,6,57.574404761904766
541,High,High,stable_high,0.0967741935483871,5.333333333333336,22.4,6,21.04724702380953
544,Medium,Medium,stable_low,0.1666666666666666,0.0,15.75,5,27.809523809523807
545,Medium,Medium,stable_low,0.288135593220339,0.0,12.0,5,89.72916666666667
546,Medium,Medium,stable_low,0.5625,2.666666666666668,26.166666666666668,7,7.970882620564149
548,Medium,Medium,stable_low,0.3382352941176471,0.6666666666666679,17.166666666666668,7,51.63661581137308
550,Medium,Medium,stable_low,0.4935064935064935,0.0,13.5,5,208.1851851851852
551,Medium,Medium,stable_low,0.3023255813953488,-1.666666666666668,19.77777777777778,10,39.67837078651685
553,Low,Low,stable_low,0.2773109243697479,-18.333333333333336,19.875,9,60.7058001397624
554,Medium,Medium,stable_low,0.4320987654320987,-5.666666666666668,25.666666666666668,7,41.138682745825605
557,Medium,Medium,stable_low,0.1864406779661017,0.0,24.25,5,44.402061855670105
561,Medium,Medium,stable_low,0.375,0.0,20.75,5,7.036144578313253
563,Medium,Medium,stable_low,0.2678571428571428,-8.333333333333332,11.6,6,73.41954022988506
564,Medium,Medium,stable_low,0.4463276836158192,-8.333333333333332,24.625,9,72.87648054145517
565,Medium,Medium,stable_low,0.2631578947368421,3.333333333333334,17.2,6,16.799903100775193
570,Medium,Medium,stable_low,0.4457831325301205,-2.0,17.333333333333332,7,62.421016483516496
571,Medium,Medium,stable_low,0.4390243902439024,-9.666666666666668,19.5,7,54.81684981684982
575,Medium,Medium,stable_low,0.1666666666666666,0.0,22.0,5,9.954545454545451
576,Medium,Medium,stable_low,0.4042553191489361,1.0,26.2,6,27.28212468193384
577,Medium,Medium,stable_low,0.3417721518987341,0.0,13.8,6,87.06219806763285
584,Medium,Medium,stable_low,0.5571428571428572,4.666666666666666,12.125,9,58.53379152348224
586,Medium,Medium,stable_low,0.3611111111111111,0.0,20.5,5,32.04878048780488
591,Medium,Medium,stable_low,0.2105263157894736,-4.0,3.4285714285714284,8,63.20963541666667
592,Medium,Medium,stable_low,0.2368421052631578,0.0,21.25,5,32.63529411764706
594,Medium,Medium,stable_low,0.3888888888888889,1.0,28.2,6,9.70744680851064
595,Medium,Medium,stable_low,0.234375,0.3333333333333357,24.428571428571427,8,29.883040935672515
597,Medium,Medium,stable_low,0.4485981308411215,-5.333333333333332,23.0,8,53.06385869565217
598,High,High,stable_high,0.2857142857142857,9.333333333333334,9.5,7,28.81578947368421
600,Medium,Medium,stable_low,0.6797385620915033,0.6666666666666679,8.857142857142858,8,197.03377016129036
601,Medium,Medium,stable_low,0.4021739130434782,-0.6666666666666661,14.125,9,66.03736479842674
602,Medium,Medium,stable_low,0.6052631578947368,-5.333333333333333,8.0,8,54.1796875
603,Medium,Medium,stable_low,0.1485148514851485,-4.333333333333332,21.8,6,70.46062691131499
605,Medium,Medium,stable_low,0.4074074074074074,-7.333333333333332,19.0,6,151.2828947368421
619,Medium,Medium,stable_low,0.8,0.0,23.0,5,3.967391304347826
620,Medium,Medium,stable_low,0.7692307692307693,-0.6666666666666679,29.6,6,6.6793355855855845
622,Medium,Medium,stable_low,0.4791666666666667,0.0,23.0,5,38.08695652173913
624,Medium,Medium,stable_low,0.3243243243243243,0.0,25.6,6,21.980794270833336
629,Low,Low,stable_low,0.2195121951219512,-13.333333333333332,23.33333333333333,7,22.90561224489796
631,High,High,stable_high,0.375,5.666666666666668,21.166666666666668,7,34.48818897637795
632,Medium,Medium,stable_low,0.2916666666666667,-6.666666666666667,16.0,6,22.8125
642,High,High,stable_high,0.2765957446808511,8.666666666666666,18.6,6,38.42965949820788
643,Medium,Medium,stable_low,0.45,-1.666666666666666,17.875,9,56.72105672105672
647,Medium,Medium,stable_low,0.1604938271604938,1.0,13.0,10,56.855769230769226
648,Medium,Medium,stable_low,0.1733333333333333,0.0,24.0,5,57.03125
650,Medium,Medium,stable_low,0.6016949152542372,1.666666666666666,16.0,10,67.296875
654,Medium,Medium,stable_low,0.3846153846153846,1.333333333333334,7.571428571428571,8,19.58431603773585
660,Medium,Medium,stable_low,0.5092592592592593,2.333333333333336,20.375,9,53.74233128834356
661,High,High,stable_high,0.4756097560975609,9.666666666666668,12.75,9,65.2069716775599
664,Medium,Medium,stable_low,0.3684210526315789,-0.3333333333333357,24.5,7,30.32798833819242
670,Medium,Medium,stable_low,0.1363636363636363,-8.000000000000002,19.6,6,68.28231292517006
671,Medium,Medium,stable_low,0.579185520361991,-1.0,25.125,9,89.18186843559978
673,Medium,Medium,stable_low,0.3466666666666667,3.333333333333334,16.4,6,69.55030487804879
674,Medium,Medium,stable_low,0.1981132075471698,0.0,7.5,5,257.93333333333334
675,Medium,Medium,stable_low,0.379746835443038,-6.0,23.444444444444443,10,30.74822274881517
677,Medium,Medium,stable_low,0.0,0.0,20.6,6,5.167880258899676
679,High,High,stable_high,0.5147058823529411,7.666666666666668,21.285714285714285,8,36.43875838926174
680,Medium,Medium,stable_low,0.1333333333333333,-8.333333333333332,19.5,7,10.027472527472527
681,Medium,Medium,stable_low,0.2127659574468085,0.0,10.25,5,167.3658536585366
683,Medium,Medium,stable_low,0.3666666666666666,-6.666666666666666,20.6,6,88.59223300970874
685,Medium,Medium,stable_low,0.46,0.0,20.5,5,44.51219512195122
693,Medium,Medium,stable_low,0.1282051282051282,0.0,12.0,5,59.3125
694,Medium,Medium,stable_low,0.2542372881355932,-8.333333333333332,22.625,9,26.43953345610804
697,Medium,Medium,stable_low,0.5,2.333333333333332,17.2,6,7.073643410852712
698,Medium,Medium,stable_low,0.4186046511627907,0.0,28.25,5,55.55752212389381
700,Medium,Medium,stable_low,0.5068493150684932,0.6666666666666667,2.25,9,328.95061728395063
701,Medium,Medium,stable_low,0.106060606060606,0.0,27.5,7,31.28571428571429
703,High,High,stable_high,0.6140350877192983,6.333333333333333,7.222222222222222,10,216.0519230769231
704,Medium,Medium,stable_low,0.5,-6.999999999999998,15.5,7,84.10138248847926
705,High,High,stable_high,0.22,11.0,17.833333333333332,7,36.54873164218959
706,Medium,Medium,stable_low,0.3870967741935484,-6.333333333333332,16.555555555555557,10,51.25922818791946
709,Medium,Medium,stable_low,0.3349056603773584,0.6666666666666661,6.8,6,474.14215686274514
711,Medium,Medium,stable_low,0.5238095238095238,-1.666666666666666,12.8,6,24.951171875
712,Medium,Medium,stable_low,0.4210526315789473,0.0,30.0,5,11.558333333333332
716,Medium,Medium,stable_low,0.0178571428571428,0.0,11.75,5,86.9787234042553
717,Medium,Medium,stable_low,0.2307692307692307,-3.999999999999999,9.428571428571429,8,15.726799242424242
722,High,High,stable_high,0.4947368421052631,16.666666666666668,16.375,9,58.82103477523325
725,Medium,Medium,stable_low,0.5581395348837209,1.666666666666668,13.11111111111111,10,89.78072033898304
726,Medium,Medium,stable_low,0.4680851063829787,4.333333333333332,19.142857142857142,8,28.0048973880597
731,Medium,Medium,stable_low,0.4086021505376344,-0.6666666666666661,14.88888888888889,10,56.99720149253732
733,Medium,Medium,stable_low,0.5172413793103449,0.0,19.5,5,27.14102564102564
734,High,High,stable_high,0.3625,10.999999999999998,14.5,7,215.76354679802955
735,Medium,Medium,stable_low,0.5245098039215687,-5.0,7.777777777777778,10,239.3357142857143
738,Medium,Medium,stable_low,0.4418604651162791,4.666666666666668,24.666666666666668,7,45.4488416988417
740,Medium,Medium,stable_low,0.08,0.0,6.75,5,202.77777777777777
743,Medium,Medium,stable_low,0.2978723404255319,-3.0000000000000018,16.0,6,44.67447916666666
744,Medium,Medium,stable_low,0.2272727272727272,0.0,24.75,5,16.222222222222225
745,Low,Low,stable_low,0.2857142857142857,-12.666666666666668,8.625,9,74.05797101449276
746,Medium,Medium,stable_low,0.5675675675675675,0.3333333333333321,16.0,9,23.446180555555557
747,High,Medium,recovering,0.4533333333333333,5.333333333333332,19.666666666666668,7,49.71246973365617
749,Low,Low,stable_low,0.2254901960784313,-19.33333333333333,11.77777777777778,10,79.0259433962264
751,Medium,Medium,stable_low,0.5806451612903226,0.6666666666666679,29.666666666666668,7,13.62158908507223
757,High,High,stable_high,0.0638297872340425,5.333333333333334,15.2,6,47.02576754385965
760,Medium,Medium,stable_low,0.4545454545454545,0.0,11.0,5,18.25
761,Medium,Medium,stable_low,0.3653846153846153,1.666666666666668,18.875,9,55.86460632818249
765,Medium,Medium,stable_low,0.3,-0.3333333333333357,21.4,6,14.213395638629285
770,Medium,Medium,stable_low,0.16,0.0,23.0,5,39.673913043478265
772,Medium,Medium,stable_low,0.4318181818181818,-0.3333333333333339,4.777777777777778,10,84.03488372093024
773,High,High,stable_high,0.2,9.666666666666666,20.375,9,27.36877982276755
775,Medium,Medium,stable_low,0.5405405405405406,-3.666666666666664,21.75,9,34.49553001277139
779,Medium,Medium,stable_low,0.2992125984251969,-4.666666666666668,24.83333333333333,7,66.66586768935763
781,Medium,Medium,stable_low,0.2608695652173913,-0.6666666666666643,19.857142857142858,8,13.211555755395684
782,Medium,Medium,stable_low,0.2048192771084337,0.0,28.0,5,54.09821428571429
784,Low,Low,stable_low,0.28,-12.333333333333334,18.285714285714285,8,46.783447265625
785,Medium,Medium,stable_low,0.2987012987012987,-10.333333333333336,22.88888888888889,10,30.69720873786408
790,Medium,Medium,stable_low,0.2962962962962963,0.0,11.75,5,41.93617021276596
792,Medium,Medium,stable_low,0.425,-2.0,8.75,9,139.0476190476191
793,Medium,Medium,stable_low,0.6153846153846154,0.0,19.75,5,12.0126582278481
