user_id,order_count,risk_score,risk_tier
251,10,0.4534,Medium
252,5,0.5138,Medium
255,5,0.5089,Medium
261,9,0.5214,Medium
265,7,0.7392,High
266,5,0.5154,Medium
267,10,0.6982,High
268,9,0.61,High
272,10,0.749,High
276,9,0.7232,High
283,6,0.5113,Medium
285,5,0.5142,Medium
291,5,0.516,Medium
292,8,0.5574,Medium
293,9,0.5877,Medium
296,7,0.5053,Medium
299,9,0.6535,High
302,10,0.6034,High
303,8,0.372,Medium
305,5,0.5122,Medium
314,6,0.5145,Medium
315,5,0.5099,Medium
317,5,0.5164,Medium
318,7,0.5256,Medium
319,9,0.558,Medium
320,5,0.5141,Medium
325,8,0.514,Medium
326,6,0.5217,Medium
329,9,0.7083,High
330,8,0.5542,Medium
331,8,0.6263,High
333,8,0.5859,Medium
335,6,0.5183,Medium
338,5,0.5118,Medium
340,6,0.5518,Medium
343,5,0.5148,Medium
344,9,0.382,Medium
346,7,0.5257,Medium
349,8,0.2828,Low
352,10,0.5433,Medium
354,5,0.5,Medium
357,9,0.5942,Medium
358,8,0.4212,Medium
361,7,0.4118,Medium
375,8,0.6028,High
376,9,0.4988,Medium
378,9,0.5392,Medium
383,10,0.6117,High
384,10,0.4636,Medium
385,5,0.5101,Medium
387,9,0.495,Medium
388,10,0.6153,High
392,6,0.4391,Medium
394,5,0.5093,Medium
400,5,0.5075,Medium
401,5,0.5137,Medium
402,5,0.5021,Medium
404,7,0.6523,High
405,5,0.5154,Medium
406,5,0.5143,Medium
412,5,0.5183,Medium
415,6,0.511,Medium
417,10,0.5182,Medium
418,8,0.4977,Medium
425,8,0.7797,High
427,8,0.4831,Medium
430,9,0.164,Low
431,10,0.5435,Medium
433,6,0.3875,Medium
434,5,0.5103,Medium
439,9,0.6119,High
443,10,0.4679,Medium
446,9,0.404,Medium
447,5,0.508,Medium
455,7,0.5188,Medium
456,7,0.5935,Medium
457,5,0.5063,Medium
463,7,0.5352,Medium
467,5,0.5088,Medium
468,7,0.4444,Medium
469,9,0.6604,High
471,7,0.5264,Medium
472,5,0.511,Medium
477,5,0.5105,Medium
478,9,0.3815,Medium
482,9,0.4102,Medium
483,10,0.5398,Medium
488,7,0.5121,Medium
489,8,0.8752,High
492,5,0.5055,Medium
493,8,0.2879,Low
497,10,0.5338,Medium
499,7,0.5172,Medium
501,7,0.6908,High
502,8,0.6967,High
504,5,0.5116,Medium
506,5,0.5106,Medium
507,7,0.5827,Medium
510,9,0.5556,Medium
511,6,0.649,High
512,5,0.513,Medium
514,6,0.5241,Medium
517,5,0.5023,Medium
518,6,0.4562,Medium
521,7,0.4596,Medium
522,10,0.5677,Medium
524,6,0.613,High
526,5,0.5039,Medium
532,5,0.5125,Medium
533,5,0.5132,Medium
534,8,0.2846,Low
537,5,0.5176,Medium
540,6,0.424,Medium
541,6,0.6102,High
544,5,0.5145,Medium
545,5,0.5113,Medium
546,7,0.551,Medium
548,7,0.5217,Medium
550,5,0.5059,Medium
551,10,0.4816,Medium
553,9,0.1889,Low
554,7,0.4077,Medium
557,5,0.514,Medium
561,5,0.509,Medium
563,6,0.3651,Medium
564,9,0.3604,Medium
565,6,0.5706,Medium
570,7,0.4719,Medium
571,7,0.3372,Medium
575,5,0.5145,Medium
576,6,0.5258,Medium
577,6,0.5099,Medium
584,9,0.5863,Medium
586,5,0.5094,Medium
591,8,0.4429,Medium
592,5,0.5126,Medium
594,6,0.5262,Medium
595,8,0.5186,Medium
597,8,0.4132,Medium
598,7,0.6756,High
600,8,0.5127,Medium
601,9,0.4965,Medium
602,8,0.409,Medium
603,6,0.4387,Medium
605,6,0.3791,Medium
619,5,0.4978,Medium
620,6,0.4868,Medium
622,5,0.5062,Medium
624,6,0.5103,Medium
629,7,0.2784,Low
631,7,0.6087,High
632,6,0.3938,Medium
642,6,0.6641,High
643,9,0.4777,Medium
647,10,0.5323,Medium
648,5,0.5143,Medium
650,10,0.5323,Medium
654,8,0.5322,Medium
660,9,0.5465,Medium
661,9,0.6765,High
664,7,0.5033,Medium
670,6,0.3745,Medium
671,9,0.486,Medium
673,6,0.5684,Medium
674,5,0.5137,Medium
675,10,0.4033,Medium
677,6,0.5189,Medium
679,8,0.6402,High
680,7,0.3687,Medium
681,5,0.5133,Medium
683,6,0.3919,Medium
685,5,0.5067,Medium
693,5,0.5155,Medium
694,9,0.3655,Medium
697,6,0.5468,Medium
698,5,0.5078,Medium
700,9,0.5172,Medium
701,7,0.5161,Medium
703,10,0.6142,High
704,7,0.3825,Medium
705,7,0.7067,High
706,10,0.3972,Medium
709,6,0.5218,Medium
711,6,0.4757,Medium
712,5,0.5078,Medium
716,5,0.5184,Medium
717,8,0.4424,Medium
722,9,0.7992,High
725,10,0.5335,Medium
726,8,0.5828,Medium
731,10,0.4964,Medium
733,5,0.5052,Medium
734,7,0.7029,High
735,10,0.417,Medium
738,7,0.5894,Medium
740,5,0.5168,Medium
743,6,0.4582,Medium
744,5,0.5129,Medium
745,9,0.2884,Low
746,9,0.5098,Medium
747,7,0.6008,High
749,10,0.1726,Low
751,7,0.5153,Medium
757,6,0.6111,High
760,5,0.5069,Medium
761,9,0.5386,Medium
765,6,0.5051,Medium
770,5,0.5147,Medium
772,10,0.5016,Medium
773,9,0.6838,High
775,9,0.4401,Medium
779,7,0.4289,Medium
781,8,0.5003,Medium
782,5,0.5135,Medium
784,8,0.2944,Low
785,10,0.3291,Medium
790,5,0.5111,Medium
792,9,0.4725,Medium
793,5,0.5026,Medium
794,5,0.515,Medium
796,8,0.552,Medium
801,6,0.476,Medium
802,6,0.4761,Medium
803,8,0.5874,Medium
805,5,0.5124,Medium
811,7,0.3885,Medium
813,5,0.516,Medium
816,5,0.5089,Medium
820,5,0.5088,Medium
823,6,0.5522,Medium
825,9,0.5405,Medium
827,7,0.4121,Medium
828,6,0.5493,Medium
830,6,0.5236,Medium
832,5,0.5071,Medium
835,5,0.5113,Medium
840,10,0.2676,Low
846,5,0.5154,Medium
850,7,0.4405,Medium
851,6,0.4436,Medium
856,5,0.5164,Medium
859,8,0.5677,Medium
862,7,0.6031,High
867,6,0.4124,Medium
871,8,0.5762,Medium
872,5,0.5086,Medium
873,9,0.4889,Medium
875,5,0.5074,Medium
878,6,0.5062,Medium
882,5,0.5142,Medium
887,9,0.7482,High
889,6,0.5633,Medium
895,6,0.4782,Medium
897,5,0.5083,Medium
900,8,0.6609,High
901,5,0.5176,Medium
903,7,0.4236,Medium
904,8,0.4555,Medium
905,5,0.5165,Medium
906,5,0.5104,Medium
908,5,0.5105,Medium
912,7,0.4996,Medium
915,10,0.2611,Low
916,7,0.5392,Medium
920,5,0.5025,Medium
926,7,0.4966,Medium
928,9,0.5341,Medium
930,5,0.5121,Medium
934,6,0.6817,High
936,7,0.5024,Medium
939,7,0.6333,High
940,8,0.374,Medium
941,10,0.5336,Medium
942,9,0.5957,Medium
945,9,0.5016,Medium
948,10,0.3927,Medium
949,9,0.609,High
953,10,0.242,Low
955,5,0.5145,Medium
959,9,0.4261,Medium
965,5,0.5059,Medium
967,5,0.5167,Medium
970,7,0.3675,Medium
974,7,0.5734,Medium
976,5,0.5043,Medium
981,7,0.4954,Medium
983,7,0.5224,Medium
985,10,0.3792,Medium
987,8,0.3495,Medium
990,10,0.4326,Medium
991,6,0.4265,Medium
996,5,0.5088,Medium
1000,8,0.6,Medium
1001,5,0.509,Medium
1003,9,0.5993,Medium
1005,10,0.3953,Medium
1006,5,0.5152,Medium
1007,9,0.5956,Medium
1008,7,0.4623,Medium
1011,8,0.2849,Low
1012,9,0.4269,Medium
1014,7,0.5864,Medium
1016,6,0.4722,Medium
1017,6,0.5057,Medium
1019,10,0.2746,Low
1025,8,0.619,High
1026,6,0.6216,High
1031,10,0.5193,Medium
1033,5,0.5165,Medium
1034,7,0.2964,Low
1037,7,0.3535,Medium
1039,7,0.4041,Medium
1040,9,0.5141,Medium
1042,8,0.4391,Medium
1043,9,0.4209,Medium
1053,5,0.512,Medium
1054,6,0.5067,Medium
1064,7,0.6525,High
1065,6,0.4808,Medium
1069,7,0.3852,Medium
1070,5,0.5119,Medium
1071,9,0.3658,Medium
1073,6,0.5115,Medium
1076,7,0.6184,High
1078,9,0.6073,High
1079,9,0.6126,High
1081,8,0.5552,Medium
1082,8,0.5524,Medium
1086,6,0.5053,Medium
1090,5,0.5019,Medium
1091,6,0.4209,Medium
1092,8,0.4453,Medium
1093,9,0.6993,High
1094,6,0.4592,Medium
1099,9,0.5324,Medium
1100,7,0.4184,Medium
1102,10,0.8254,High
1103,7,0.5438,Medium
1104,8,0.6124,High
1105,8,0.4918,Medium
1106,9,0.608,High
1108,9,0.54,Medium
1110,5,0.5057,Medium
1113,5,0.5136,Medium
1117,5,0.5135,Medium
1118,10,0.8231,High
1119,5,0.5092,Medium
1123,8,0.6709,High
1124,10,0.6098,High
1125,5,0.5033,Medium
1126,10,0.6566,High
1127,6,0.5843,Medium
1128,9,0.3592,Medium
1131,8,0.6087,High
1133,7,0.6037,High
1151,6,0.5177,Medium
1153,6,0.5532,Medium
1158,10,0.3982,Medium
1159,5,0.5151,Medium
1160,5,0.511,Medium
1161,9,0.3733,Medium
1166,10,0.6594,High
1167,6,0.4118,Medium
1175,5,0.5065,Medium
1179,10,0.8295,High
1184,9,0.4798,Medium
1189,8,0.2115,Low
1195,5,0.5119,Medium
1198,6,0.3372,Medium
1200,5,0.5119,Medium
1201,6,0.4901,Medium
1205,7,0.5394,Medium
1207,6,0.5749,Medium
1208,6,0.5101,Medium
1209,9,0.7743,High
1214,8,0.4612,Medium
1217,9,0.5078,Medium
1222,5,0.5117,Medium
1226,6,0.5229,Medium
1227,5,0.5123,Medium
1233,9,0.8393,High
1235,8,0.64,High
1244,10,0.5734,Medium
1245,5,0.5073,Medium
1247,8,0.5998,Medium
1253,8,0.408,Medium
1255,7,0.5137,Medium
1256,5,0.511,Medium
1261,9,0.1158,Low
1265,6,0.604,High
1268,6,0.5487,Medium
1269,6,0.5397,Medium
1273,8,0.6077,High
1275,6,0.6232,High
1276,9,0.6191,High
1277,7,0.5996,Medium
1278,5,0.5116,Medium
1279,8,0.5485,Medium
1286,7,0.3904,Medium
1287,8,0.2808,Low
1288,8,0.5218,Medium
1290,10,0.4081,Medium
1295,6,0.3384,Medium
1297,7,0.5576,Medium
1298,9,0.5078,Medium
1299,9,0.535,Medium
1300,7,0.5025,Medium
1303,7,0.6011,High
1304,5,0.5134,Medium
1305,6,0.607,High
1306,7,0.5285,Medium
1312,6,0.4993,Medium
1315,10,0.4401,Medium
1316,8,0.3777,Medium
1317,9,0.4082,Medium
1319,7,0.7333,High
1323,7,0.6103,High
1324,5,0.5117,Medium
1325,9,0.6514,High
1326,8,0.6043,High
1328,9,0.5816,Medium
1330,7,0.3997,Medium
1336,7,0.6356,High
1337,6,0.4995,Medium
1339,7,0.4705,Medium
1341,5,0.5151,Medium
1342,7,0.5184,Medium
1343,8,0.5022,Medium
1351,8,0.5953,Medium
1353,8,0.54,Medium
1354,7,0.4334,Medium
1355,10,0.6407,High
1357,8,0.5042,Medium
1358,7,0.6436,High
1362,5,0.5131,Medium
1364,6,0.5162,Medium
1366,7,0.3854,Medium
1367,5,0.5076,Medium
1370,6,0.4336,Medium
1371,6,0.5132,Medium
1376,5,0.5151,Medium
1379,10,0.4097,Medium
1380,7,0.3074,Medium
1385,6,0.666,High
1392,7,0.4971,Medium
1393,6,0.5138,Medium
1394,8,0.6324,High
1399,6,0.4592,Medium
1403,8,0.6728,High
1407,7,0.387,Medium
1411,6,0.5982,Medium
1413,8,0.4904,Medium
1417,10,0.5644,Medium
1422,6,0.6063,High
1423,8,0.555,Medium
1425,5,0.513,Medium
1429,7,0.309,Medium
1431,8,0.3622,Medium
1433,10,0.3225,Medium
1434,7,0.4726,Medium
1437,7,0.4791,Medium
1440,10,0.501,Medium
1441,8,0.5456,Medium
1442,7,0.588,Medium
1446,5,0.5142,Medium
1448,5,0.5176,Medium
1449,7,0.5666,Medium
1450,6,0.5723,Medium
1452,6,0.4313,Medium
1455,6,0.569,Medium
1457,8,0.335,Medium
1458,7,0.3528,Medium
1459,5,0.5081,Medium
1462,5,0.5129,Medium
1463,6,0.5124,Medium
1468,10,0.7802,High
1470,8,0.6568,High
1474,9,0.5855,Medium
1475,9,0.4265,Medium
1491,8,0.4947,Medium
1492,9,0.7558,High
1495,6,0.4949,Medium
1499,5,0.5094,Medium
1500,5,0.5108,Medium
1501,10,0.6619,High
1511,9,0.5537,Medium
1518,7,0.4401,Medium
1522,5,0.5082,Medium
1523,10,0.4873,Medium
1524,5,0.5139,Medium
1525,9,0.685,High
1529,6,0.3748,Medium
1536,6,0.5044,Medium
1539,8,0.1948,Low
1543,7,0.5534,Medium
1552,8,0.4956,Medium
1555,5,0.5036,Medium
1557,8,0.6424,High
1561,6,0.6054,High
1562,9,0.5324,Medium
1565,6,0.462,Medium
1573,5,0.5171,Medium
1577,7,0.4983,Medium
1578,8,0.768,High
1580,10,0.5471,Medium
1582,5,0.5053,Medium
1583,7,0.4968,Medium
1586,7,0.8023,High
1587,9,0.3724,Medium
1588,5,0.5164,Medium
1593,10,0.5616,Medium
1594,6,0.5148,Medium
1600,9,0.4227,Medium
1601,6,0.64,High
1602,10,0.6516,High
1605,8,0.4669,Medium
1619,7,0.3358,Medium
1624,9,0.6809,High
1628,5,0.5077,Medium
1633,6,0.5067,Medium
1634,9,0.5711,Medium
1637,8,0.2064,Low
1639,7,0.6346,High
1641,7,0.446,Medium
1643,8,0.5418,Medium
1645,8,0.6188,High
1647,10,0.6829,High
1652,6,0.5262,Medium
1653,6,0.4159,Medium
1655,7,0.526,Medium
1656,6,0.5605,Medium
1660,6,0.5306,Medium
1661,9,0.3332,Medium
1662,10,0.6207,High
1667,10,0.4482,Medium
1669,9,0.3364,Medium
1674,8,0.4849,Medium
1676,10,0.1137,Low
1678,7,0.5421,Medium
1681,9,0.363,Medium
1682,10,0.4123,Medium
1687,6,0.5383,Medium
1689,7,0.6239,High
1690,7,0.4256,Medium
1691,6,0.5126,Medium
1692,9,0.5046,Medium
1700,5,0.514,Medium
1701,9,0.4081,Medium
1708,9,0.3592,Medium
1709,5,0.507,Medium
1711,8,0.5379,Medium
1713,6,0.5173,Medium
1714,5,0.518,Medium
1718,5,0.5128,Medium
1720,5,0.5162,Medium
1726,7,0.5776,Medium
1733,5,0.5123,Medium
1735,10,0.4913,Medium
1736,6,0.5095,Medium
1744,6,0.5003,Medium
1745,5,0.5087,Medium
1746,10,0.3737,Medium
1747,8,0.5013,Medium
1749,9,0.5906,Medium
1756,6,0.4873,Medium
1757,7,0.3539,Medium
1760,8,0.7383,High
1762,5,0.5057,Medium
1771,7,0.5239,Medium
1773,9,0.5443,Medium
1774,6,0.5541,Medium
1775,7,0.4774,Medium
1777,5,0.5078,Medium
1780,6,0.502,Medium
1782,9,0.2291,Low
1783,5,0.5145,Medium
1785,6,0.4976,Medium
1788,10,0.8541,High
1792,7,0.6139,High
1796,8,0.4708,Medium
1799,6,0.4786,Medium
1805,7,0.6304,High
1806,8,0.4758,Medium
1807,8,0.4235,Medium
1808,9,0.4625,Medium
1810,8,0.5247,Medium
1817,10,0.5378,Medium
1818,5,0.5057,Medium
1821,7,0.4916,Medium
1823,6,0.5088,Medium
1825,10,0.7554,High
1826,6,0.4355,Medium
1829,7,0.5021,Medium
1834,6,0.5485,Medium
1836,9,0.57,Medium
1839,6,0.4953,Medium
1841,5,0.5072,Medium
1843,8,0.8252,High
1845,6,0.503,Medium
1848,7,0.6105,High
1849,8,0.2848,Low
1852,8,0.3702,Medium
1853,8,0.7241,High
1858,5,0.5085,Medium
1861,9,0.4495,Medium
1864,7,0.5171,Medium
1865,9,0.5101,Medium
1867,7,0.485,Medium
1871,10,0.3267,Medium
1873,6,0.4992,Medium
1875,6,0.4168,Medium
1878,6,0.4992,Medium
1880,6,0.5041,Medium
1883,7,0.5134,Medium
1891,6,0.5525,Medium
1893,7,0.3929,Medium
1895,7,0.6186,High
1897,5,0.5104,Medium
1898,5,0.5182,Medium
1901,9,0.5433,Medium
1903,6,0.4075,Medium
1904,7,0.5944,Medium
1905,5,0.5074,Medium
1908,9,0.8721,High
1910,8,0.2473,Low
1913,8,0.6467,High
1914,10,0.5365,Medium
1917,5,0.5113,Medium
1921,6,0.5056,Medium
1922,6,0.5851,Medium
1925,10,0.483,Medium
1931,9,0.5321,Medium
1937,10,0.2728,Low
1938,7,0.4123,Medium
1939,10,0.7257,High
1944,8,0.5784,Medium
1947,5,0.5072,Medium
1949,9,0.5284,Medium
1952,7,0.582,Medium
1954,5,0.5169,Medium
1956,8,0.6341,High
1959,5,0.5189,Medium
1962,7,0.6095,High
1963,6,0.4144,Medium
1964,6,0.3593,Medium
1969,7,0.3673,Medium
1974,9,0.4706,Medium
1981,10,0.5135,Medium
1985,9,0.483,Medium
1986,7,0.4989,Medium
1988,6,0.3756,Medium
1989,6,0.4079,Medium
1994,5,0.506,Medium
1996,9,0.5329,Medium
1998,10,0.5881,Medium
1999,6,0.5604,Medium
2003,7,0.5408,Medium
2007,9,0.5339,Medium
2008,6,0.4149,Medium
2015,9,0.5601,Medium
2018,8,0.4774,Medium
2020,7,0.5913,Medium
2025,5,0.5142,Medium
2026,10,0.2675,Low
2027,5,0.5142,Medium
2028,8,0.5405,Medium
2030,6,0.6667,High
2034,10,0.8201,High
2036,6,0.5057,Medium
2037,10,0.4764,Medium
2043,5,0.5063,Medium
2047,8,0.2262,Low
2050,10,0.6129,High
2060,7,0.4117,Medium
2061,9,0.5097,Medium
2064,9,0.5392,Medium
2065,5,0.5125,Medium
2066,7,0.4993,Medium
2067,5,0.5104,Medium
2069,5,0.5125,Medium
2073,9,0.3505,Medium
2074,7,0.5734,Medium
2077,5,0.5176,Medium
2079,6,0.5452,Medium
2080,6,0.5157,Medium
2089,6,0.5178,Medium
2091,7,0.6205,High
2093,7,0.6376,High
2097,7,0.5784,Medium
2103,10,0.3153,Medium
2104,5,0.5095,Medium
2107,6,0.3904,Medium
2109,7,0.4438,Medium
2110,8,0.7051,High
2113,6,0.3779,Medium
2120,5,0.5157,Medium
2124,10,0.5921,Medium
2125,5,0.5057,Medium
2126,5,0.5158,Medium
2127,10,0.5561,Medium
2128,8,0.4162,Medium
2131,7,0.5766,Medium
2132,8,0.476,Medium
2133,5,0.5128,Medium
2135,10,0.6074,High
2136,5,0.5119,Medium
2138,5,0.5101,Medium
2139,7,0.5315,Medium
2141,5,0.5136,Medium
2144,9,0.5731,Medium
2146,5,0.5123,Medium
2147,7,0.5872,Medium
2148,5,0.5086,Medium
2149,8,0.4797,Medium
2152,6,0.6572,High
2154,8,0.511,Medium
2155,7,0.3411,Medium
2159,8,0.3857,Medium
2161,7,0.527,Medium
2172,8,0.777,High
2173,7,0.6416,High
2174,7,0.4118,Medium
2176,7,0.6745,High
2177,8,0.5125,Medium
2178,9,0.4328,Medium
2179,7,0.4412,Medium
2181,7,0.5056,Medium
2182,5,0.5136,Medium
2186,9,0.4163,Medium
2187,6,0.5901,Medium
2188,6,0.4736,Medium
2189,5,0.5105,Medium
2191,7,0.5745,Medium
2195,6,0.6123,High
2196,6,0.5145,Medium
2197,9,0.7086,High
2198,8,0.4704,Medium
2202,9,0.2952,Low
2203,8,0.7331,High
2204,8,0.6508,High
2206,10,0.6544,High
2207,5,0.5122,Medium
2208,7,0.4608,Medium
2209,5,0.515,Medium
2210,6,0.6431,High
2214,8,0.623,High
2220,7,0.355,Medium
2222,6,0.4816,Medium
2223,6,0.5287,Medium
2226,7,0.5127,Medium
2227,7,0.4559,Medium
2236,6,0.5189,Medium
2239,6,0.3785,Medium
2243,9,0.3847,Medium
2247,5,0.5132,Medium
2256,6,0.4284,Medium
2260,5,0.5161,Medium
2261,5,0.5157,Medium
2263,5,0.5098,Medium
2265,8,0.6523,High
2266,7,0.7597,High
2269,6,0.6563,High
2272,7,0.604,High
2273,5,0.5121,Medium
2274,9,0.4519,Medium
2283,5,0.5091,Medium
2284,6,0.4749,Medium
2287,5,0.511,Medium
2288,5,0.5054,Medium
2290,6,0.631,High
2295,7,0.5001,Medium
2302,6,0.6355,High
2306,6,0.4317,Medium
2309,10,0.5154,Medium
2315,10,0.4669,Medium
2317,6,0.5141,Medium
2320,6,0.5085,Medium
2323,6,0.4529,Medium
2326,8,0.5324,Medium
2329,9,0.6517,High
2330,6,0.6826,High
2333,5,0.5112,Medium
2338,8,0.5002,Medium
2339,5,0.512,Medium
2343,6,0.4752,Medium
2346,9,0.429,Medium
2352,8,0.2724,Low
2353,8,0.4944,Medium
2356,5,0.5111,Medium
2358,5,0.5098,Medium
2360,7,0.5121,Medium
2363,6,0.4124,Medium
2364,5,0.514,Medium
2367,7,0.4728,Medium
2370,7,0.6508,High
2372,6,0.457,Medium
2373,6,0.4299,Medium
2374,10,0.5685,Medium
2377,10,0.7579,High
2378,9,0.4109,Medium
2379,5,0.5054,Medium
2380,7,0.4636,Medium
2384,6,0.5202,Medium
2385,7,0.4905,Medium
2391,6,0.3854,Medium
2395,5,0.5176,Medium
2402,5,0.5128,Medium
2404,10,0.3828,Medium
2406,9,0.4868,Medium
2407,9,0.8061,High
2408,9,0.446,Medium
2412,5,0.5059,Medium
2417,5,0.5035,Medium
2421,5,0.5097,Medium
2430,7,0.7504,High
2431,10,0.5505,Medium
2438,6,0.5106,Medium
2442,8,0.7021,High
2444,10,0.5982,Medium
2447,5,0.5134,Medium
2451,8,0.7052,High
2453,9,0.4039,Medium
2455,7,0.5061,Medium
2457,5,0.509,Medium
2458,5,0.5081,Medium
2460,9,0.5487,Medium
2463,8,0.5541,Medium
2464,8,0.2985,Low
2465,8,0.51,Medium
2467,10,0.4606,Medium
2469,6,0.5019,Medium
2472,9,0.9182,High
2477,6,0.5154,Medium
2480,10,0.3187,Medium
2484,5,0.5098,Medium
2486,10,0.5112,Medium
2493,5,0.5136,Medium
2502,10,0.5183,Medium
2504,9,0.5006,Medium
2507,6,0.6787,High
2508,8,0.469,Medium
2510,7,0.3946,Medium
2511,7,0.5665,Medium
2512,5,0.5088,Medium
2513,6,0.5078,Medium
2515,6,0.6019,High
2517,5,0.5161,Medium
2523,8,0.5818,Medium
2525,8,0.2452,Low
2528,8,0.5583,Medium
2536,6,0.4757,Medium
2537,8,0.4157,Medium
2538,10,0.4343,Medium
2540,8,0.5398,Medium
2543,7,0.6139,High
2547,6,0.4896,Medium
2548,10,0.5152,Medium
2549,5,0.5138,Medium
2552,5,0.5145,Medium
2554,10,0.647,High
2564,9,0.4399,Medium
2567,9,0.6606,High
2570,5,0.5095,Medium
2571,9,0.6799,High
2572,7,0.5915,Medium
2576,6,0.5094,Medium
2580,6,0.4802,Medium
2581,7,0.5204,Medium
2582,9,0.5096,Medium
2585,5,0.5105,Medium
2586,5,0.5143,Medium
2587,6,0.4383,Medium
2597,10,0.8538,High
2601,5,0.5127,Medium
2606,6,0.6688,High
2607,5,0.5034,Medium
2608,10,0.4843,Medium
2612,5,0.511,Medium
2613,5,0.5075,Medium
2617,8,0.5244,Medium
2619,7,0.7871,High
2622,10,0.3964,Medium
2624,6,0.5195,Medium
2630,10,0.6122,High
2631,8,0.3361,Medium
2632,5,0.506,Medium
2635,5,0.5061,Medium
2636,5,0.4978,Medium
2637,5,0.5042,Medium
2639,6,0.5433,Medium
2640,10,0.3871,Medium
2641,5,0.5145,Medium
2642,10,0.5411,Medium
2643,9,0.6018,High
2645,9,0.5271,Medium
2651,10,0.4971,Medium
2652,10,0.5896,Medium
2654,6,0.5904,Medium
2656,5,0.514,Medium
2660,10,0.5868,Medium
2661,7,0.6195,High
2664,7,0.6431,High
2666,5,0.5106,Medium
2667,9,0.4671,Medium
2669,8,0.2851,Low
2671,8,0.5732,Medium
2674,5,0.5096,Medium
2675,8,0.757,High
2677,6,0.5062,Medium
2679,6,0.4975,Medium
2681,7,0.4146,Medium
2684,6,0.5568,Medium
2686,7,0.4661,Medium
2691,8,0.4937,Medium
2694,5,0.5081,Medium
2695,6,0.6392,High
2697,5,0.5039,Medium
2699,5,0.5144,Medium
2704,9,0.5454,Medium
2705,7,0.3743,Medium
2707,8,0.4468,Medium
2709,10,0.4873,Medium
2710,7,0.3381,Medium
2711,6,0.5318,Medium
2716,6,0.5122,Medium
2719,8,0.432,Medium
2721,8,0.6204,High
2724,10,0.5411,Medium
2730,7,0.6359,High
2731,9,0.5984,Medium
2732,9,0.7564,High
2733,7,0.6708,High
2734,9,0.5307,Medium
2738,8,0.5125,Medium
2739,7,0.6341,High
2742,5,0.5164,Medium
2746,7,0.5468,Medium
2747,7,0.5913,Medium
2748,8,0.5096,Medium
2749,9,0.4162,Medium
2750,7,0.3518,Medium
2752,8,0.7528,High
2753,9,0.41,Medium
2755,10,0.6948,High
2758,9,0.6697,High
2761,10,0.668,High
2763,6,0.4827,Medium
2769,9,0.6009,High
2775,9,0.4915,Medium
2781,10,0.4576,Medium
2782,5,0.5113,Medium
2784,5,0.5067,Medium
2787,6,0.4852,Medium
2791,5,0.512,Medium
2792,8,0.5148,Medium
2793,7,0.5654,Medium
2797,10,0.567,Medium
2798,7,0.581,Medium
2801,5,0.5123,Medium
2803,7,0.6584,High
2806,6,0.6519,High
2810,5,0.5115,Medium
2814,9,0.5536,Medium
2819,8,0.3682,Medium
2822,10,0.474,Medium
2824,8,0.4471,Medium
2826,10,0.4629,Medium
