user_id,order_count,risk_score,risk_tier
558,28,0.3388,Medium
559,23,0.6368,High
560,35,0.5049,Medium
561,5,0.5042,Medium
562,52,0.4698,Medium
563,6,0.3617,Medium
564,9,0.357,Medium
565,6,0.5652,Medium
566,14,0.3822,Medium
567,22,0.4631,Medium
568,11,0.1787,Low
570,7,0.4675,Medium
571,7,0.334,Medium
573,16,0.7844,High
574,11,0.5023,Medium
575,5,0.5096,Medium
576,6,0.5208,Medium
577,6,0.505,Medium
580,22,0.2601,Low
582,22,0.4741,Medium
583,34,0.6239,High
584,9,0.5808,Medium
585,12,0.3925,Medium
586,5,0.5045,Medium
587,13,0.285,Low
588,18,0.6495,High
591,8,0.4387,Medium
592,5,0.5078,Medium
593,18,0.5643,Medium
594,6,0.5212,Medium
595,8,0.5137,Medium
596,64,0.5584,Medium
597,8,0.4093,Medium
598,7,0.6692,High
599,33,0.5034,Medium
600,8,0.5078,Medium
601,9,0.4918,Medium
602,8,0.4052,Medium
603,6,0.4345,Medium
604,28,0.6744,High
605,6,0.3755,Medium
606,31,0.2881,Low
607,11,0.471,Medium
608,14,0.5608,Medium
609,19,0.5973,Medium
611,17,0.646,High
612,40,0.4578,Medium
613,12,0.4387,Medium
616,29,0.3077,Medium
617,11,0.5536,Medium
618,27,0.368,Medium
619,5,0.4931,Medium
620,6,0.4822,Medium
622,5,0.5014,Medium
623,12,0.4965,Medium
624,6,0.5055,Medium
626,95,0.4715,Medium
629,7,0.2758,Low
630,41,0.4877,Medium
631,7,0.603,High
632,6,0.3901,Medium
634,12,0.2924,Low
635,23,0.5932,Medium
636,22,0.3108,Medium
637,18,0.4545,Medium
638,21,0.3369,Medium
641,30,0.4266,Medium
642,6,0.6578,High
643,9,0.4732,Medium
645,39,0.411,Medium
646,57,0.3234,Medium
647,10,0.5272,Medium
648,5,0.5094,Medium
649,46,0.5512,Medium
650,10,0.5273,Medium
651,14,0.6047,High
652,95,0.3802,Medium
653,25,0.5854,Medium
654,8,0.5272,Medium
655,79,0.5371,Medium
657,31,0.5265,Medium
658,32,0.4587,Medium
660,9,0.5413,Medium
661,9,0.6701,High
662,12,0.4941,Medium
664,7,0.4985,Medium
665,21,0.644,High
667,76,0.5224,Medium
668,14,0.6126,High
669,29,0.5087,Medium
670,6,0.3709,Medium
671,9,0.4814,Medium
672,19,0.6863,High
673,6,0.563,Medium
674,5,0.5088,Medium
675,10,0.3994,Medium
676,12,0.5543,Medium
677,6,0.514,Medium
678,21,0.5657,Medium
679,8,0.6342,High
680,7,0.3652,Medium
681,5,0.5084,Medium
682,20,0.4148,Medium
683,6,0.3882,Medium
684,27,0.5035,Medium
685,5,0.502,Medium
687,20,0.5178,Medium
688,63,0.2743,Low
690,100,0.4475,Medium
691,23,0.3684,Medium
692,12,0.5186,Medium
693,5,0.5106,Medium
694,9,0.362,Medium
696,39,0.6345,High
697,6,0.5416,Medium
698,5,0.503,Medium
699,37,0.3789,Medium
700,9,0.5123,Medium
701,7,0.5112,Medium
702,26,0.3242,Medium
703,10,0.6083,High
704,7,0.3789,Medium
705,7,0.7,High
706,10,0.3934,Medium
707,13,0.6429,High
708,15,0.3828,Medium
709,6,0.5168,Medium
710,17,0.2777,Low
711,6,0.4712,Medium
712,5,0.503,Medium
713,16,0.8681,High
714,16,0.4013,Medium
715,14,0.4897,Medium
716,5,0.5135,Medium
717,8,0.4382,Medium
719,73,0.4623,Medium
720,23,0.7942,High
721,18,0.3772,Medium
722,9,0.7916,High
723,14,0.6225,High
725,10,0.5284,Medium
726,8,0.5773,Medium
727,22,0.5694,Medium
728,19,0.3863,Medium
729,60,0.5774,Medium
730,11,0.3716,Medium
731,10,0.4917,Medium
732,41,0.5547,Medium
733,5,0.5005,Medium
734,7,0.6963,High
735,10,0.4131,Medium
737,16,0.6892,High
738,7,0.5838,Medium
740,5,0.5119,Medium
741,30,0.4831,Medium
742,14,0.6916,High
743,6,0.4539,Medium
744,5,0.508,Medium
745,9,0.2857,Low
746,9,0.5049,Medium
747,7,0.5951,Medium
749,10,0.171,Low
751,7,0.5104,Medium
752,11,0.7609,High
754,14,0.4937,Medium
755,13,0.1985,Low
756,22,0.5829,Medium
757,6,0.6053,High
758,33,0.3473,Medium
760,5,0.5021,Medium
761,9,0.5335,Medium
762,46,0.5714,Medium
765,6,0.5003,Medium
766,15,0.5984,Medium
767,32,0.6393,High
768,34,0.5007,Medium
769,13,0.3577,Medium
770,5,0.5098,Medium
772,10,0.4969,Medium
773,9,0.6773,High
774,11,0.541,Medium
775,9,0.4359,Medium
777,27,0.1924,Low
778,42,0.4827,Medium
779,7,0.4248,Medium
780,18,0.536,Medium
781,8,0.4955,Medium
782,5,0.5086,Medium
784,8,0.2916,Low
785,10,0.326,Medium
786,100,0.5093,Medium
787,40,0.4412,Medium
789,12,0.5307,Medium
790,5,0.5062,Medium
791,14,0.622,High
792,9,0.468,Medium
793,5,0.4979,Medium
794,5,0.5102,Medium
795,13,0.611,High
796,8,0.5468,Medium
797,19,0.5362,Medium
798,12,0.5522,Medium
799,16,0.4356,Medium
800,22,0.3722,Medium
801,6,0.4715,Medium
802,6,0.4716,Medium
803,8,0.5818,Medium
804,16,0.3673,Medium
805,5,0.5075,Medium
806,13,0.532,Medium
807,21,0.6285,High
809,22,0.4125,Medium
811,7,0.3848,Medium
812,47,0.5056,Medium
813,5,0.5111,Medium
816,5,0.5041,Medium
817,15,0.329,Medium
818,70,0.6602,High
820,5,0.504,Medium
823,6,0.547,Medium
824,22,0.4871,Medium
825,9,0.5354,Medium
827,7,0.4082,Medium
828,6,0.5441,Medium
830,6,0.5186,Medium
831,20,0.5581,Medium
832,5,0.5023,Medium
833,12,0.2653,Low
834,21,0.3833,Medium
835,5,0.5065,Medium
836,14,0.4384,Medium
838,24,0.8541,High
839,27,0.6702,High
840,10,0.265,Low
841,16,0.3179,Medium
842,12,0.503,Medium
844,19,0.647,High
845,23,0.3553,Medium
846,5,0.5105,Medium
847,38,0.4988,Medium
848,44,0.4332,Medium
849,30,0.3584,Medium
850,7,0.4364,Medium
851,6,0.4394,Medium
852,38,0.5729,Medium
853,18,0.3644,Medium
854,84,0.4833,Medium
855,16,0.4683,Medium
856,5,0.5115,Medium
857,47,0.3814,Medium
858,30,0.6241,High
859,8,0.5623,Medium
860,19,0.4013,Medium
862,7,0.5974,Medium
863,11,0.4673,Medium
864,30,0.4515,Medium
866,23,0.3218,Medium
867,6,0.4085,Medium
868,86,0.5715,Medium
870,44,0.4766,Medium
871,8,0.5708,Medium
872,5,0.5038,Medium
873,9,0.4843,Medium
874,14,0.4919,Medium
875,5,0.5026,Medium
877,12,0.5409,Medium
878,6,0.5015,Medium
879,57,0.5071,Medium
880,50,0.4927,Medium
881,18,0.5943,Medium
882,5,0.5093,Medium
883,13,0.4449,Medium
885,22,0.3331,Medium
886,23,0.4514,Medium
887,9,0.7411,High
888,16,0.4743,Medium
889,6,0.558,Medium
890,21,0.6255,High
891,16,0.5034,Medium
892,13,0.6229,High
893,28,0.5157,Medium
894,66,0.5691,Medium
895,6,0.4737,Medium
896,26,0.6076,High
897,5,0.5035,Medium
898,53,0.3124,Medium
899,11,0.4554,Medium
900,8,0.6547,High
901,5,0.5127,Medium
903,7,0.4196,Medium
904,8,0.4511,Medium
905,5,0.5116,Medium
906,5,0.5055,Medium
907,24,0.5528,Medium
908,5,0.5056,Medium
910,12,0.5442,Medium
911,39,0.4538,Medium
912,7,0.4949,Medium
913,28,0.5833,Medium
914,33,0.1742,Low
915,10,0.2586,Low
916,7,0.5341,Medium
917,26,0.6235,High
919,11,0.589,Medium
920,5,0.4978,Medium
921,13,0.4697,Medium
923,13,0.887,High
924,14,0.507,Medium
926,7,0.4919,Medium
928,9,0.529,Medium
930,5,0.5072,Medium
932,32,0.3628,Medium
933,33,0.3764,Medium
934,6,0.6753,High
935,19,0.7826,High
936,7,0.4976,Medium
937,11,0.7852,High
938,15,0.6076,High
939,7,0.6273,High
940,8,0.3704,Medium
941,10,0.5286,Medium
942,9,0.5901,Medium
945,9,0.4969,Medium
946,19,0.5658,Medium
947,40,0.8255,High
948,10,0.389,Medium
949,9,0.6032,High
950,16,0.7368,High
953,10,0.2397,Low
954,12,0.435,Medium
955,5,0.5096,Medium
956,12,0.3519,Medium
957,33,0.5425,Medium
958,38,0.2085,Low
959,9,0.4221,Medium
960,19,0.7204,High
961,49,0.2394,Low
962,28,0.4299,Medium
963,48,0.535,Medium
964,99,0.4884,Medium
965,5,0.5012,Medium
966,15,0.7042,High
967,5,0.5118,Medium
968,59,0.5059,Medium
969,11,0.5796,Medium
970,7,0.364,Medium
971,25,0.5632,Medium
972,22,0.6952,High
973,26,0.2977,Low
974,7,0.568,Medium
975,31,0.6047,High
976,5,0.4995,Medium
977,14,0.1664,Low
978,14,0.6446,High
979,15,0.7722,High
980,46,0.5879,Medium
981,7,0.4907,Medium
982,14,0.6125,High
983,7,0.5174,Medium
984,51,0.4812,Medium
985,10,0.3756,Medium
986,21,0.675,High
987,8,0.3462,Medium
990,10,0.4285,Medium
991,6,0.4224,Medium
992,22,0.4292,Medium
993,13,0.9234,High
994,11,0.4034,Medium
995,35,0.2475,Low
996,5,0.504,Medium
997,17,0.2935,Low
998,26,0.3444,Medium
999,38,0.5827,Medium
1000,8,0.5943,Medium
1001,5,0.5042,Medium
1002,19,0.5585,Medium
1003,9,0.5936,Medium
1004,55,0.609,High
1005,10,0.3916,Medium
1006,5,0.5103,Medium
1007,9,0.59,Medium
1008,7,0.4579,Medium
1009,19,0.0747,Low
1011,8,0.2822,Low
1012,9,0.4229,Medium
1013,20,0.5353,Medium
1014,7,0.5808,Medium
1015,12,0.4058,Medium
1016,6,0.4678,Medium
1017,6,0.5009,Medium
1018,86,0.4758,Medium
1019,10,0.272,Low
1021,33,0.3804,Medium
1022,79,0.5508,Medium
1023,15,0.552,Medium
1024,100,0.4918,Medium
1025,8,0.6131,High
1026,6,0.6157,High
1027,48,0.3989,Medium
1029,27,0.6871,High
1031,10,0.5144,Medium
1033,5,0.5116,Medium
1034,7,0.2936,Low
1035,28,0.5355,Medium
1036,32,0.4317,Medium
1037,7,0.3501,Medium
1038,15,0.5552,Medium
1039,7,0.4002,Medium
1040,9,0.5092,Medium
1041,16,0.6221,High
1042,8,0.4349,Medium
1043,9,0.4169,Medium
1044,27,0.4856,Medium
1047,12,0.5012,Medium
1049,17,0.3684,Medium
1050,27,0.6777,High
1051,12,0.6526,High
1052,21,0.4774,Medium
1053,5,0.5072,Medium
1054,6,0.5019,Medium
1055,16,0.5111,Medium
1056,17,0.3458,Medium
1058,44,0.5787,Medium
1059,36,0.4592,Medium
1060,11,0.4954,Medium
1062,12,0.7162,High
1064,7,0.6463,High
1065,6,0.4762,Medium
1066,55,0.4403,Medium
1067,19,0.698,High
1069,7,0.3815,Medium
1070,5,0.507,Medium
1071,9,0.3623,Medium
1072,16,0.491,Medium
1073,6,0.5067,Medium
1075,83,0.51,Medium
1076,7,0.6125,High
1077,13,0.5757,Medium
1078,9,0.6016,High
1079,9,0.6068,High
1080,13,0.4702,Medium
1081,8,0.5499,Medium
1082,8,0.5472,Medium
1083,20,0.4754,Medium
1084,34,0.3933,Medium
1086,6,0.5005,Medium
1088,16,0.3546,Medium
1089,16,0.7302,High
1090,5,0.4972,Medium
1091,6,0.4169,Medium
1092,8,0.441,Medium
1093,9,0.6927,High
1094,6,0.4548,Medium
1095,32,0.4671,Medium
1096,19,0.4959,Medium
1099,9,0.5273,Medium
1100,7,0.4144,Medium
1101,24,0.466,Medium
1102,10,0.8176,High
1103,7,0.5386,Medium
1104,8,0.6066,High
1105,8,0.4871,Medium
1106,9,0.6022,High
1107,33,0.0987,Low
1108,9,0.5349,Medium
1109,38,0.5419,Medium
1110,5,0.5009,Medium
1111,12,0.4795,Medium
1112,12,0.4641,Medium
1113,5,0.5087,Medium
1115,12,0.8024,High
1116,15,0.6518,High
1117,5,0.5086,Medium
1118,10,0.8153,High
1119,5,0.5044,Medium
1120,75,0.5021,Medium
1122,21,0.3542,Medium
1123,8,0.6646,High
1124,10,0.6041,High
1125,5,0.4985,Medium
1126,10,0.6504,High
1127,6,0.5788,Medium
1128,9,0.3558,Medium
1130,50,0.6434,High
1131,8,0.603,High
1132,13,0.4863,Medium
1133,7,0.598,Medium
1134,11,0.5079,Medium
1136,26,0.4611,Medium
1137,15,0.6368,High
1138,59,0.309,Medium
1139,30,0.5918,Medium
1140,12,0.3237,Medium
1141,31,0.6825,High
1142,39,0.5236,Medium
1147,16,0.6712,High
1150,48,0.4845,Medium
1151,6,0.5128,Medium
1153,6,0.5479,Medium
1155,19,0.3192,Medium
1156,16,0.4772,Medium
1157,16,0.5223,Medium
1158,10,0.3945,Medium
1159,5,0.5102,Medium
1160,5,0.5061,Medium
1161,9,0.3698,Medium
1162,23,0.7481,High
1163,11,0.481,Medium
1164,79,0.2699,Low
1165,24,0.682,High
1166,10,0.6532,High
1167,6,0.4079,Medium
1169,14,0.4692,Medium
1170,17,0.1011,Low
1171,35,0.4379,Medium
1173,56,0.6016,High
1175,5,0.5017,Medium
1176,12,0.6026,High
1177,51,0.531,Medium
1178,11,0.4914,Medium
1179,10,0.8216,High
1180,12,0.4633,Medium
1181,11,0.414,Medium
1184,9,0.4753,Medium
1185,11,0.4325,Medium
1186,18,0.6375,High
1188,11,0.3399,Medium
1189,8,0.2095,Low
1191,47,0.626,High
1195,5,0.5071,Medium
1196,22,0.3857,Medium
1197,78,0.3702,Medium
1198,6,0.334,Medium
1199,44,0.5609,Medium
1200,5,0.5071,Medium
1201,6,0.4855,Medium
1202,62,0.5522,Medium
1203,35,0.3381,Medium
1204,11,0.2804,Low
1205,7,0.5343,Medium
1206,19,0.5933,Medium
1207,6,0.5694,Medium
1208,6,0.5053,Medium
1209,9,0.767,High
1210,18,0.8392,High
1212,14,0.2893,Low
1213,43,0.537,Medium
1214,8,0.4568,Medium
1215,15,0.3633,Medium
1216,29,0.4417,Medium
1217,9,0.503,Medium
1219,25,0.4655,Medium
1220,16,0.6634,High
1221,27,0.4748,Medium
1222,5,0.5069,Medium
1224,13,0.6003,High
1225,26,0.3596,Medium
1226,6,0.518,Medium
1227,5,0.5074,Medium
1231,16,0.6673,High
1232,24,0.756,High
1233,9,0.8314,High
1234,19,0.7691,High
1235,8,0.634,High
1236,20,0.486,Medium
1237,28,0.5601,Medium
1238,29,0.4278,Medium
1240,62,0.4959,Medium
1241,13,0.3244,Medium
1242,72,0.319,Medium
1243,11,0.5914,Medium
1244,10,0.568,Medium
1245,5,0.5025,Medium
1246,53,0.1897,Low
1247,8,0.5942,Medium
1249,19,0.6344,High
1250,54,0.3403,Medium
1251,19,0.5457,Medium
1252,14,0.6738,High
1253,8,0.4042,Medium
1254,26,0.5776,Medium
1255,7,0.5088,Medium
1256,5,0.5062,Medium
1258,11,0.4979,Medium
1259,15,0.4974,Medium
1260,12,0.4296,Medium
1261,9,0.1147,Low
1263,26,0.4697,Medium
1264,50,0.4149,Medium
1265,6,0.5982,Medium
1266,13,0.4547,Medium
1267,27,0.2251,Low
1268,6,0.5435,Medium
1269,6,0.5346,Medium
1270,13,0.4725,Medium
1271,49,0.3902,Medium
1272,20,0.6416,High
1273,8,0.6019,High
1274,11,0.617,High
1275,6,0.6173,High
1276,9,0.6132,High
1277,7,0.5939,Medium
1278,5,0.5068,Medium
1279,8,0.5433,Medium
1280,31,0.5708,Medium
1281,22,0.601,High
1283,12,0.4632,Medium
1284,11,0.3532,Medium
1285,46,0.5389,Medium
1286,7,0.3867,Medium
1287,8,0.2781,Low
1288,8,0.5169,Medium
1290,10,0.4043,Medium
1291,21,0.4488,Medium
1292,21,0.4315,Medium
1293,21,0.4889,Medium
1295,6,0.3352,Medium
