user_id,order_count
114531,4
102603,4
108022,4
167059,3
120360,4
146611,4
196897,4
30029,4
65347,4
137776,4
181088,4
164616,3
72061,4
205359,4
144574,3
1630,4
191640,4
74830,3
127353,4
6863,4
173669,4
159200,4
74526,4
51014,4
55262,4
53184,4
22043,4
7631,4
8045,4
136822,4
97424,3
30561,4
136523,4
121302,3
68079,4
158183,4
193001,4
51375,4
109141,4
69525,4
93933,3
60390,4
21875,4
19404,4
13202,4
102249,3
178716,3
182634,4
88066,4
68974,4
146077,4
59314,4
2796,4
27697,4
109558,4
28194,4
119952,4
145050,4
106328,3
61259,3
35469,3
136049,3
199319,4
169726,4
39385,4
111695,4
169794,4
75841,3
16857,4
126306,4
165182,4
95974,4
180675,4
201778,4
185588,4
138911,3
38116,4
126966,4
205618,4
111949,3
181243,4
29542,3
145117,3
36904,4
121798,4
137885,3
64511,4
130838,4
182585,4
71454,4
203500,4
77442,4
133768,4
66964,4
59350,4
185242,3
104707,4
50831,4
38945,4
95719,4
199677,3
111358,3
54754,4
53864,3
145574,4
94198,4
54814,3
158810,4
185874,4
18453,4
175011,3
192639,4
51583,4
115988,3
164077,4
153054,4
196600,4
66098,4
139875,4
180145,4
111095,3
151457,4
113178,3
112737,4
184060,4
120387,4
3013,4
11295,4
2908,4
135722,3
39747,3
110074,4
80099,3
100548,3
141555,4
132700,4
169018,3
131609,4
198866,4
178456,4
111688,4
135794,4
26497,4
172133,4
205124,3
19613,4
197045,3
56043,3
79978,4
159076,4
127054,4
171068,3
61952,3
36658,3
29052,3
128160,4
107226,4
146215,3
11340,4
78617,4
59409,4
200642,4
176461,4
163408,4
191451,4
194923,4
192565,4
179615,4
15707,4
111398,4
78484,4
60199,4
26716,4
8796,3
41838,4
176722,3
79470,3
47087,3
123215,4
185873,4
124274,4
184512,4
158857,4
201366,4
82891,4
132580,4
176762,4
139242,4
76331,3
60045,4
61273,4
26831,4
4564,3
32874,3
45605,4
26766,3
131419,3
29681,3
78618,4
943,4
27918,4
94597,4
11074,3
18015,4
194469,3
134071,4
139821,4
184657,4
185402,4
203908,4
146539,3
138447,3
73257,4
186633,4
32799,3
174474,4
119714,4
162728,4
121110,4
49473,3
172938,4
204115,3
204603,3
133990,4
154695,4
200679,3
20288,4
137861,4
11535,4
56725,4
17424,3
108868,4
19902,4
60160,4
134275,3
157174,4
12131,4
69445,4
72354,3
178927,4
135114,4
25648,4
136713,4
54059,4
41267,3
92214,4
59420,4
140157,4
153519,3
122201,4
191618,4
79657,4
80156,3
37233,4
123713,4
102225,4
172139,3
130128,4
114396,4
1322,4
10807,4
93958,3
8872,3
201138,4
104033,4
8382,4
99841,4
180750,3
195363,4
115203,4
7510,4
111795,4
6445,4
30779,3
103442,4
133923,4
166906,3
58138,4
135037,4
138426,4
49715,4
17120,4
33416,4
54965,3
120149,4
181756,4
186881,4
10803,3
198954,4
12152,4
21132,3
25305,4
80763,4
184908,3
194428,4
123209,3
125577,4
119944,4
166687,3
138395,3
123670,4
193436,4
149353,4
74615,4
74775,4
167748,4
65409,4
15761,4
171947,4
165614,4
183954,4
162665,4
43883,4
163510,4
167131,4
34207,3
99490,4
96592,4
54143,4
9099,4
165434,3
28032,4
67530,4
171652,4
122710,4
36243,4
62277,4
19112,4
106399,4
182473,4
69416,4
42576,4
138003,4
108034,4
46702,3
148374,3
137434,3
61732,3
107587,4
48186,4
191055,3
26331,4
15373,4
198027,4
201824,4
22475,4
163369,4
119512,4
6112,3
187675,4
95860,4
164428,3
137539,3
189329,4
181036,4
194961,4
190759,3
116004,4
186933,4
138099,3
20326,4
87899,4
110443,3
67281,4
92203,4
72569,3
196037,4
119917,4
21827,4
50823,4
172720,4
71522,3
47234,4
103988,3
57732,3
108149,4
29777,4
114793,4
129314,3
65290,4
167290,4
189850,4
175030,4
45020,3
163660,4
38113,3
77219,3
102493,3
135695,4
170603,4
29643,4
6284,4
35303,4
56786,4
132702,4
171794,4
200980,4
71737,4
95625,3
84554,3
72400,4
178849,4
121007,3
104455,3
200343,3
6039,3
74115,4
128250,4
153627,4
20213,4
24457,4
146825,4
37711,4
5585,4
128669,4
152950,3
61488,4
34661,4
177901,4
53796,4
166420,4
90821,4
66716,4
46799,3
15895,4
78489,4
158229,4
86937,4
8607,4
164579,4
49703,4
81592,3
79399,4
165926,4
47465,3
195369,4
53876,4
108981,4
30863,4
99510,4
51736,4
140976,3
117876,4
123729,4
32516,4
181247,3
177745,4
53115,4
188147,3
130071,4
93417,4
6110,4
57755,4
44778,4
142696,3
169582,3
191987,4
80123,4
188632,4
37705,4
98426,4
6224,4
161055,4
159681,3
147718,4
60597,4
111326,4
21541,4
11830,4
94085,4
2901,4
18628,4
24837,4
112363,4
128248,3
167073,4
132515,4
78817,4
65910,3
84579,3
203810,4
68814,4
85718,4
178461,4
32826,3
144758,4
144425,4
191421,3
11531,3
821,4
42708,4
15779,4
82960,3
61673,4
60310,4
34862,4
77328,4
8252,4
175964,4
59544,4
57251,4
87296,4
140868,4
117785,4
186103,4
145911,3
3710,4
155033,3
94318,4
124685,4
50543,3
130647,4
86060,3
94461,3
205162,4
28428,4
114661,4
15694,4
157561,4
118539,4
84693,4
29181,3
160272,4
75960,4
29491,4
172605,4
137307,4
65396,3
8115,4
201900,3
21054,4
171005,4
76759,3
7138,4
99978,4
13573,4
194185,4
28420,4
177771,4
44854,4
88882,4
79174,4
115629,4
87521,4
3186,3
98042,4
201977,4
51638,4
128440,4
23550,4
144545,3
51920,3
139273,4
1572,4
51207,4
98484,4
155679,3
115451,4
200743,4
53112,4
61550,4
150833,3
51925,4
93535,4
190993,4
121287,3
170195,4
102853,4
30288,4
1569,3
22890,3
156747,4
122105,4
65142,4
205572,4
82814,3
100973,4
158685,4
113632,3
38647,4
200165,3
81120,3
19663,4
62827,4
27454,4
203097,4
70991,4
161004,3
51043,4
204940,4
35138,3
145614,3
47144,4
187309,4
191607,4
83082,4
125260,4
111106,3
142718,4
196009,4
187536,4
176976,4
80275,4
1149,4
1968,4
53337,4
62384,4
113454,4
131231,4
98385,4
143040,4
151619,4
62074,3
47199,4
75891,4
74189,4
194198,3
13100,3
50847,4
23529,3
95379,4
100258,4
119724,3
7845,4
173763,3
127831,3
869,4
126661,4
7973,4
132272,4
57444,4
6864,4
66744,4
24841,4
38221,4
50376,4
135726,4
118507,4
20453,3
135835,3
128593,3
136472,4
195103,4
158766,4
9224,4
12634,4
203414,4
111129,4
8732,4
182639,4
166823,3
71636,4
79130,3
186581,4
67513,4
40044,4
90552,4
135390,4
161679,4
120339,4
17741,3
149355,4
44658,3
151627,4
152155,4
148577,4
161184,4
167795,3
180682,4
89355,4
35986,4
170783,4
181835,4
139077,4
14792,3
34985,3
88108,4
67306,4
36865,3
158054,4
63971,4
196576,3
171797,4
137965,3
193776,4
92745,4
187889,4
102011,4
170187,4
165772,4
193319,4
195390,4
51324,4
37586,4
99214,4
73423,4
58970,4
98206,3
16005,3
44287,4
177265,4
37248,4
18808,4
71367,4
17075,4
59346,4
21416,4
161750,3
117073,4
125258,4
4039,4
118979,3
109867,3
175816,4
61683,3
87362,4
201544,4
189210,4
109195,4
162119,4
155953,3
132797,4
83298,4
170576,3
6056,4
191462,3
75027,4
67848,3
123206,4
19729,4
200997,4
9633,4
57010,3
98773,3
104094,3
70905,3
96185,3
40289,3
148314,4
153814,4
200534,3
139463,4
112209,4
97341,4
36707,3
108096,4
65094,4
108844,4
183586,3
47119,4
158756,4
19881,3
203845,4
190117,4
140409,3
19657,4
182417,4
92298,4
83210,3
195493,4
204228,3
134661,4
9103,4
67409,4
199593,4
39787,3
140822,4
136,4
191282,4
106013,4
18079,3
36001,3
83880,4
135446,3
134589,4
172598,3
79818,4
53245,4
91458,3
65092,3
37924,4
39198,4
78257,3
99186,4
128855,4
114968,3
72169,4
124394,3
128947,4
157421,4
192215,4
153183,3
154794,4
8233,3
189311,3
110965,3
55308,4
198080,4
29303,4
153350,4
38186,4
107278,4
61622,4
18765,4
42195,4
2238,4
100541,4
76362,4
95060,3
182712,3
20536,4
132610,4
94578,4
41864,3
157223,3
133443,4
114752,4
114567,3
48250,4
114068,4
62143,4
78246,4
183600,4
140717,4
181481,4
81203,4
138806,3
158983,4
84570,4
129420,4
147294,4
69498,4
5888,3
177479,4
65155,4
95269,4
52491,4
116244,4
119878,4
126499,4
112983,3
138652,4
36629,4
62330,4
139676,4
50323,4
92209,4
4088,3
80528,4
181315,4
172300,3
164979,4
94300,4
18678,4
1182,3
114496,4
62219,4
140354,4
153134,4
109381,4
20051,3
173738,4
145720,4
121009,4
38124,4
119281,4
120915,4
115041,4
62093,4
63597,3
62229,4
103614,3
166782,4
143926,3
40610,4
10577,4
186644,4
38845,3
152955,3
205038,4
45225,4
186441,4
17426,3
112396,3
23579,4
121252,4
13214,3
121328,4
102923,3
198967,3
139586,4
92084,4
182395,4
92443,4
37022,4
66897,4
51157,3
187109,4
128386,4
194930,4
111097,4
191765,4
189699,4
165336,4
145473,4
141410,4
171473,4
86638,4
194509,4
188403,4
196947,4
14979,4
158679,4
656,3
85666,3
98039,3
83997,4
123599,3
30081,4
66839,3
17503,4
172396,4
177638,4
196003,3
32816,3
27691,4
174341,4
143233,3
187393,4
129472,4
93652,4
4017,4
127967,4
151340,4
75383,3
121077,4
90838,4
4033,4
23468,4
99319,4
28300,4
88939,4
58115,4
83277,4
148909,4
194732,3
277,3
71699,4
41892,4
27725,4
176345,3
73369,3
33118,4
15067,4
87757,4
61461,3
145544,4
128746,4
162481,4
83693,4
81558,4
104876,4
129105,4
31261,4
36460,4
10239,4
9020,4
145712,4
59053,4
110582,3
13974,3
152261,3
177503,4
167342,4
84700,4
107835,4
51051,4
38321,4
99251,4
119584,4
54361,4
185728,3
5426,4
201953,4
4279,4
190173,4
43742,3
151566,4
35636,4
65940,4
21978,4
89763,4
47008,4
68706,4
156144,3
3975,3
2393,4
129782,4
187898,4
72235,4
1257,4
68732,4
78160,4
197235,4
106226,3
114155,4
49787,3
86188,4
73745,4
147917,4
3230,3
9386,4
77298,3
14722,4
19514,4
166126,4
50636,3
200555,4
163242,4
184843,3
50688,4
34765,4
60330,4
178242,3
5127,3
167023,4
118437,3
82755,4
28047,4
77354,4
70970,4
93943,4
64567,3
111492,4
109192,4
131141,4
189874,4
45979,3
88679,4
200773,4
62888,4
189208,4
47708,4
165602,4
45233,4
101387,3
126466,4
15430,4
91848,4
94581,4
74453,4
187720,3
183934,4
9726,3
193542,4
37782,4
115741,4
125696,4
123283,3
25484,4
105841,4
63924,4
107118,4
4774,4
169149,3
162701,4
49719,4
200125,4
33102,4
8968,4
131365,3
918,4
125469,4
10028,4
142818,4
189798,4
61192,3
108623,4
69061,4
193875,3
23887,3
142910,4
123448,3
148043,3
126699,4
140588,3
177117,3
95918,4
166229,4
21458,4
141031,4
192337,3
62378,3
75958,4
43953,3
191803,4
24647,4
153041,4
74818,4
28892,4
65045,3
126115,3
43594,4
173609,3
169333,4
177218,4
41901,4
143859,3
22141,4
167856,4
153232,4
47576,3
110787,4
187452,4
106217,4
114805,3
66253,4
95681,4
8613,3
139844,4
3578,3
14805,4
130484,3
35961,4
140302,4
190397,4
143641,4
113974,4
98958,3
22152,3
132720,4
139869,4
815,3
34717,3
120988,3
136220,4
39171,3
3089,4
172534,4
58432,4
72415,4
61448,4
195332,4
74239,3
3300,3
10841,3
199313,4
35634,4
127957,4
55744,3
17397,4
193714,4
95014,4
176109,3
101661,4
144691,4
31707,4
199403,3
82767,4
82369,4
88800,4
169301,4
108183,4
88487,4
174831,3
193160,4
73673,3
198210,4
13979,4
76369,4
189191,4
191986,4
161674,3
171165,4
46769,4
151234,4
188660,4
37912,3
190798,4
110095,4
46422,4
24230,4
30095,3
189324,3
113598,4
204753,4
70734,4
135072,4
116482,4
91551,4
13040,3
129523,4
206204,4
184651,4
112124,4
76308,4
171575,4
162522,3
181973,4
77283,4
66949,4
19532,3
178714,4
174295,3
170402,4
117871,4
166287,3
106419,4
134616,3
88711,3
164643,4
94040,4
120891,4
188725,4
199637,4
97988,4
184293,3
162497,4
21121,3
105635,4
53873,4
38058,4
106099,4
126104,4
84385,3
13819,4
199041,3
14498,4
166991,3
69522,3
192326,4
79131,4
187022,4
581,3
100783,4
48383,4
162470,4
53975,4
85162,4
61819,4
77516,4
201961,4
137162,3
199811,3
86457,4
148418,4
198972,4
186905,3
27184,4
144688,3
36805,4
206070,3
200472,4
59906,3
194801,4
112385,4
29839,4
106837,4
5146,4
67844,3
124456,3
15231,3
48700,4
167306,4
166064,4
97790,4
8064,4
96245,4
408,4
140061,4
189542,3
34194,4
124728,4
156702,3
108809,4
81421,4
142742,4
115249,3
49113,4
78019,3
55490,4
105660,4
194993,4
71327,4
17594,4
118074,4
93389,4
2569,4
26876,3
129929,4
190458,4
21518,4
170485,4
55291,4
121744,3
88469,4
48209,4
95047,4
88680,4
175287,4
196945,4
118359,4
115335,3
179487,4
38224,4
90683,3
22770,4
180768,3
191647,4
178058,3
27814,4
177928,4
109554,4
17931,4
99094,4
56839,3
110000,3
205143,4
58462,4
69798,3
126523,4
167966,3
68813,3
186754,4
107917,4
169361,4
159301,4
156242,3
22065,3
134499,3
124769,3
201986,3
132375,4
64408,4
172706,4
35588,3
170903,4
107351,4
69155,4
20474,3
158501,4
86577,4
41063,3
187624,4
105625,4
140553,4
150987,4
115689,4
34770,4
109493,3
8898,4
136154,4
173830,4
115036,4
171683,4
194561,3
196756,4
173743,4
143873,4
142581,4
87814,3
56457,4
198247,4
52333,4
181033,3
25671,4
89033,4
32716,4
19132,4
28933,3
176683,4
96105,4
62734,4
103676,4
167079,3
87256,4
112189,3
126750,4
91663,4
170061,4
94862,4
91151,4
162395,4
136524,4
175401,4
52772,4
10771,3
128501,4
139658,4
170861,4
132425,4
154749,4
51456,4
20956,4
24054,4
75006,4
45683,4
166490,4
75623,4
72048,3
169052,4
111249,3
185120,4
27204,4
48919,4
76624,4
46504,4
35766,4
30226,3
199464,4
150217,3
203205,3
173476,4
152934,4
27798,4
51733,4
19068,4
101859,4
1800,4
160695,4
163817,4
48283,3
33372,4
203945,3
145774,4
117748,4
202269,4
150925,4
35592,4
65861,4
8319,3
100796,4
87312,4
93757,4
145579,4
66802,4
71004,4
31575,4
84778,4
176601,4
76647,4
145838,4
38271,4
144106,4
162577,4
191350,4
117819,3
80525,4
182219,4
44808,4
40608,4
133676,3
172812,3
133153,4
22227,4
138834,4
87603,4
56616,4
77700,4
206014,4
26008,4
150405,4
40421,4
77536,3
20251,3
139323,4
157803,3
198668,3
121417,4
146738,4
15644,4
32852,4
18886,4
95837,4
196975,4
142367,4
99926,3
126585,4
109202,4
132791,4
106348,3
93540,4
132158,3
137732,4
128120,4
55454,3
172268,4
14621,4
9491,3
16682,4
68977,3
64724,4
95733,4
11490,4
124787,3
157693,4
168963,3
84575,3
184637,3
71108,4
112460,3
52856,4
62455,4
128547,4
160165,3
205146,4
105145,4
204064,4
37342,4
47913,3
134306,4
8402,4
111107,3
70285,4
186443,4
121562,4
140376,3
133360,4
107873,3
114414,4
21673,4
123430,3
123502,3
139374,4
91927,4
133162,3
194223,4
52447,3
65268,4
97631,4
2783,4
185303,4
160017,4
71596,4
169208,4
25649,4
48630,4
124695,4
81802,4
69026,4
196688,4
204708,3
201636,4
110367,3
18322,3
23432,3
115686,4
102441,4
125252,3
197295,4
180859,4
100659,4
103741,4
20946,4
4449,4
143678,4
90955,3
32305,4
49653,4
152381,4
164827,3
27264,4
124643,4
25650,4
167419,3
5415,4
62180,4
166936,4
96760,3
62398,4
39622,4
156162,4
64584,4
22552,4
105658,4
176392,4
33889,4
140026,4
56441,4
7053,4
150441,4
56939,4
150967,4
110682,4
1469,3
98135,4
184254,4
2925,4
134819,4
199255,3
186132,4
97889,4
40433,4
106509,4
73724,4
28219,4
11878,4
15434,4
173399,3
12193,4
182037,4
145078,4
176337,3
155211,4
88811,3
131701,4
143932,4
135404,4
73810,4
97032,3
126300,4
99467,3
16498,3
78854,4
139407,3
76410,4
147977,4
101715,4
179089,4
181384,4
45952,3
169987,3
146705,4
29016,4
71846,4
8429,4
103333,4
162543,4
189505,4
132893,3
89889,4
47980,3
9590,4
63936,3
146437,4
204255,4
98639,3
16959,4
101527,4
19850,3
64377,4
115617,4
57798,4
116501,4
136474,3
26725,4
10774,3
66683,4
42030,4
161383,4
164516,4
96156,3
8466,3
13940,3
2240,3
34073,4
39124,4
87377,3
97064,4
171474,4
128846,4
187522,4
201390,3
120820,4
14696,4
200334,4
195980,4
106323,4
147062,3
71398,4
100200,3
47109,4
131773,4
79698,4
147851,3
166407,4
109190,3
87192,3
35377,4
88819,4
196251,4
14033,3
180903,4
165676,4
173829,4
122697,4
182874,4
85567,3
187613,4
81044,4
50770,4
162552,4
156274,4
179696,3
176873,4
70148,4
5379,4
116065,4
134101,3
160101,4
86526,3
205056,4
117052,4
125377,4
71624,4
120596,3
174272,4
128113,4
67620,3
95317,4
121723,4
75557,4
29205,4
112825,4
52328,4
82251,4
120170,3
61836,3
98556,3
165847,4
108474,4
17699,4
53749,4
82690,3
17387,3
169466,3
67700,4
97967,3
158731,4
93006,4
148710,3
42987,3
151159,4
53342,3
132373,4
131980,4
77018,3
21579,3
2557,3
191455,4
170013,4
63806,4
18364,4
18954,4
125305,4
129596,4
96895,4
93052,4
25985,4
154484,4
122402,4
186748,4
125618,4
166576,4
67436,4
45259,3
186371,4
148933,4
186388,4
79427,4
55120,4
189094,3
96528,4
85075,4
109025,4
178595,4
28018,4
133236,4
150878,4
79697,4
26044,4
118925,4
167785,3
177656,4
163212,4
204569,4
138243,4
3774,4
55107,4
192465,4
41292,4
179070,4
15988,4
39435,4
36127,4
64579,4
61469,3
112690,4
25702,4
51581,4
186068,4
150617,4
158530,4
16684,4
142951,4
147747,3
183573,4
73538,4
5364,4
21433,4
139579,3
158774,4
134765,4
12698,4
63093,4
75235,4
123482,4
89831,4
161528,4
130585,4
36638,4
153109,4
159577,4
195263,4
60355,4
139677,4
138961,4
