user_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
485,14.0,12,143,3,3,3,333,Champions
486,30.0,13,317,1,3,4,134,At Risk
487,9.0,34,518,3,4,4,344,Champions
488,30.0,7,143,1,2,3,123,Lost
489,30.0,8,95,1,2,3,123,Lost
490,30.0,4,5,1,1,1,111,Lost
491,30.0,4,39,1,1,1,111,Lost
492,8.0,5,57,3,1,2,312,Lost
493,4.0,8,89,4,2,2,422,Loyal
494,30.0,4,131,1,1,3,113,Lost
495,12.0,25,330,3,4,4,344,Champions
496,1.0,82,452,4,4,4,444,Champions
497,30.0,10,167,1,2,3,123,Lost
498,13.0,12,134,3,3,3,333,Champions
499,6.0,7,73,4,2,2,422,Loyal
500,7.0,3,38,3,1,1,311,Lost
501,30.0,7,85,1,2,2,122,Lost
502,30.0,8,175,1,2,3,123,Lost
503,28.0,36,334,2,4,4,244,At Risk
504,30.0,5,40,1,1,1,111,Lost
505,2.0,3,13,4,1,1,411,Lost
506,26.0,5,16,2,1,1,211,Lost
507,14.0,7,133,3,2,3,323,Loyal
508,8.0,19,238,3,3,4,334,Champions
509,4.0,12,157,4,3,3,433,Champions
510,2.0,9,54,4,2,2,422,Loyal
511,30.0,6,65,1,2,2,122,Lost
512,30.0,5,76,1,1,2,112,Lost
513,30.0,4,12,1,1,1,111,Lost
514,17.0,6,32,2,2,1,221,Lost
515,1.0,20,77,4,4,2,442,Loyal
516,5.0,93,900,4,4,4,444,Champions
517,14.0,5,35,3,1,1,311,Lost
518,30.0,6,24,1,2,1,121,Lost
519,12.0,11,29,3,3,1,331,Loyal
520,7.0,30,259,3,4,4,344,Champions
521,30.0,7,30,1,2,1,121,Lost
522,10.0,10,64,3,2,2,322,Loyal
523,30.0,13,62,1,3,2,132,At Risk
524,30.0,6,83,1,2,2,122,Lost
525,11.0,37,199,3,4,4,344,Champions
526,14.0,5,189,3,1,3,313,Lost
527,30.0,4,8,1,1,1,111,Lost
528,6.0,35,507,4,4,4,444,Champions
529,5.0,50,324,4,4,4,444,Champions
530,5.0,4,59,4,1,2,412,Lost
531,15.0,30,171,2,4,3,243,At Risk
532,22.0,5,74,2,1,2,212,Lost
533,30.0,5,42,1,1,1,111,Lost
534,0.0,8,14,4,2,1,421,Loyal
535,30.0,28,200,1,4,4,144,At Risk
536,16.0,4,38,2,1,1,211,Lost
537,8.0,5,20,3,1,1,311,Lost
538,12.0,27,240,3,4,4,344,Champions
539,7.0,17,159,3,3,3,333,Champions
540,30.0,6,53,1,2,2,122,Lost
541,30.0,6,31,1,2,1,121,Lost
542,5.0,4,17,4,1,1,411,Lost
543,30.0,11,124,1,3,3,133,At Risk
544,1.0,5,24,4,1,1,411,Lost
545,5.0,5,59,4,1,2,412,Lost
546,22.0,7,16,2,2,1,221,Lost
547,1.0,11,216,4,3,4,434,Champions
548,30.0,7,68,1,2,2,122,Lost
549,21.0,11,82,2,3,2,232,At Risk
550,8.0,5,154,3,1,3,313,Lost
551,12.0,10,86,3,2,2,322,Loyal
552,11.0,13,81,3,3,2,332,Loyal
553,6.0,9,119,4,2,3,423,Loyal
554,21.0,7,81,2,2,2,222,Lost
555,30.0,12,110,1,3,3,133,At Risk
556,7.0,3,32,3,1,1,311,Lost
557,27.0,5,59,2,1,2,212,Lost
558,1.0,28,320,4,4,4,444,Champions
559,13.0,23,267,3,4,4,344,Champions
560,7.0,35,169,3,4,3,343,Champions
561,30.0,5,8,1,1,1,111,Lost
562,2.0,52,65,4,4,2,442,Loyal
563,8.0,6,56,3,2,2,322,Loyal
564,12.0,9,177,3,2,3,323,Loyal
565,29.0,6,19,2,2,1,221,Lost
566,30.0,14,156,1,3,3,133,At Risk
567,11.0,22,290,3,4,4,344,Champions
568,8.0,11,85,3,3,2,332,Loyal
569,30.0,4,7,1,1,1,111,Lost
570,22.0,7,83,2,2,2,222,Lost
571,10.0,7,82,3,2,2,322,Loyal
572,1.0,4,30,4,1,1,411,Lost
573,30.0,16,84,1,3,2,132,At Risk
574,20.0,11,96,2,3,3,233,At Risk
575,20.0,5,12,2,1,1,211,Lost
576,30.0,6,47,1,2,2,122,Lost
577,4.0,6,79,4,2,2,422,Loyal
578,30.0,3,34,1,1,1,111,Lost
579,25.0,3,15,2,1,1,211,Lost
580,10.0,22,241,3,4,4,344,Champions
581,30.0,3,28,1,1,1,111,Lost
582,25.0,22,383,2,4,4,244,At Risk
583,9.0,34,703,3,4,4,344,Champions
584,2.0,9,70,4,2,2,422,Loyal
585,10.0,12,57,3,3,2,332,Loyal
586,26.0,5,36,2,1,1,211,Lost
587,13.0,13,112,3,3,3,333,Champions
588,11.0,18,144,3,3,3,333,Champions
589,16.0,4,72,2,1,2,212,Lost
590,6.0,4,36,4,1,1,411,Lost
591,6.0,8,19,4,2,1,421,Loyal
592,30.0,5,38,1,1,1,111,Lost
593,4.0,18,35,4,3,1,431,Loyal
594,30.0,6,18,1,2,1,121,Lost
595,30.0,8,64,1,2,2,122,Lost
596,6.0,64,793,4,4,4,444,Champions
597,15.0,8,107,2,2,3,223,Lost
598,9.0,7,21,3,2,1,321,Loyal
599,1.0,33,86,4,4,2,442,Loyal
600,8.0,8,153,3,2,3,323,Loyal
601,3.0,9,92,4,2,3,423,Loyal
602,14.0,8,38,3,2,1,321,Loyal
603,14.0,6,101,3,2,3,323,Loyal
604,29.0,28,420,2,4,4,244,At Risk
605,30.0,6,189,1,2,3,123,Lost
606,14.0,31,180,3,4,3,343,Champions
607,7.0,11,109,3,3,3,333,Champions
608,10.0,14,61,3,3,2,332,Loyal
609,12.0,19,127,3,3,3,333,Champions
610,8.0,3,49,3,1,2,312,Lost
611,14.0,17,170,3,3,3,333,Champions
612,6.0,40,565,4,4,4,444,Champions
613,6.0,12,165,4,3,3,433,Champions
614,20.0,4,38,2,1,1,211,Lost
615,30.0,4,33,1,1,1,111,Lost
616,8.0,29,352,3,4,4,344,Champions
617,7.0,11,84,3,3,2,332,Loyal
618,12.0,27,472,3,4,4,344,Champions
619,30.0,5,5,1,1,1,111,Lost
620,30.0,6,13,1,2,1,121,Lost
621,0.0,4,119,4,1,3,413,Lost
622,26.0,5,48,2,1,2,212,Lost
623,30.0,12,196,1,3,3,133,At Risk
